pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,pa_mean,pa_complete,pa_et
43,0,experimental,2020-09-17 16:04:58.393461,2020-09-17 16:13:57.871915,2020-09-17 16:18:01.891676,12.8,2,College degree,No,36,Female,I think I did. I was supposed to go where the most money was.,You first have to click all the places that you haven't clicked in the level that the flow chart suggests. Then you should move the money where you think he might get the most money.,,0,4,"[3, 6, 3, 3, 5, 3, 5, 12, 3, 5]","[45, 50, 45, 45, 23, 45, 27, -40, 21, 47]",308.0,30.8,"[47, 52, 37, 33, 27, 39, 31, -48, 9, 49]",0.7879999999999999,"[1.0, 0.571, 1.0, 1.0, 0.667, 1.0, 0.667, 0.308, 1.0, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
44,0,experimental,2020-09-17 15:31:07.075007,2020-09-17 15:35:38.86378,2020-09-17 15:39:05.11111,7.8,1,High school graduate,No,28,Male,,,,0,4,"[12, 7, 7, 7, 7, 9, 9, 3, 5, 5]","[-48, 21, 39, 21, 45, 45, 51, 21, 23, 41]",259.0,25.9,"[-48, 25, 35, 29, 41, 45, 51, 23, 15, 45]",0.5442,"[0.308, 0.5, 0.5, 0.5, 0.5, 0.4, 0.4, 1.0, 0.667, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
45,0,experimental,2020-09-17 16:14:06.626552,2020-09-17 16:18:31.038793,2020-09-17 16:22:15.749562,8.0,1,College degree,Yes,33,male,I thought I did.,Check and see what the initial value (root) would be since those had the highest impact,,0,4,"[8, 6, 6, 8, 6, 9, 5, 5, 5, 3]","[36, 44, 12, 16, -28, 27, 23, 23, 41, 21]",215.0,21.5,"[36, 44, 12, 16, -28, 27, 27, 31, 37, 15]",0.6002,"[0.444, 0.571, 0.571, 0.444, 0.571, 0.4, 0.667, 0.667, 0.667, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
46,0,experimental,2020-09-17 17:24:21.289373,2020-09-17 17:32:41.245028,2020-09-17 17:38:49.69128,14.1,1,College degree,Yes,38,Male,Yes,Reveal Level 1 then follow Level 2 with gaining node finally Level 3 of connecting Level 2.,Enjoyed.,0,4,"[10, 6, 7, 6, 10, 6, 6, 9, 6, 6]","[38, 24, 53, 42, -46, 14, 48, 17, 18, 30]",238.0,23.8,"[38, 24, 53, 42, -46, 14, 48, 17, 18, 30]",0.5054,"[0.364, 0.571, 0.5, 0.571, 0.364, 0.571, 0.571, 0.4, 0.571, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
47,0,experimental,2020-09-17 17:29:04.551296,2020-09-17 17:33:02.686861,2020-09-17 17:36:00.805086,6.6,1,High school graduate,Yes,31,male,Yes.,Select the option from the root node that gives you the most cash possible. ,,1,4,"[5, 5, 3, 5, 6, 3, 3, 3, 0, 3]","[29, 47, 21, 47, 14, 45, 45, 45, 0, 21]",314.0,31.4,"[29, 45, 15, 45, 12, 37, 45, 39, 32, 27]",0.7572,"[0.667, 0.667, 1.0, 0.667, 0.571, 1.0, 1.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 4.0, 0]"
48,0,experimental,2020-09-17 17:33:55.432389,2020-09-17 17:40:40.213823,2020-09-17 17:48:22.565933,14.2,1,College degree,No,58,Male,I believe I did,I clicked all the root levels to determine which direction to go. Root was worth the most. There were no decision needed for the next level. Then I clicked both options for the last level.,I enjoyed that HIT. It was different and I do like games.,0,4,"[8, 8, 6, 3, 5, 5, 5, 5, 5, 7]","[18, 16, 48, 45, -31, 41, 41, 45, -25, 41]",239.0,23.9,"[18, 16, 48, 51, -27, 45, 45, 41, -33, 41]",0.6294,"[0.444, 0.444, 0.571, 1.0, 0.667, 0.667, 0.667, 0.667, 0.667, 0.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
49,0,experimental,2020-09-17 23:35:41.428421,2020-09-17 23:39:59.147496,2020-09-17 23:44:41.558086,8.8,1,High school graduate,Yes,40,male,yes i understand that is was better to click the root level 1 first and then check the second level depending on the root.,click level one always are 3 empty nodes and depending on what number you get then click level nodes to see what numbers they have and discarding the level 1 nodes that you would lose alot,,0,4,"[6, 3, 6, 3, 3, 9, 6, 4, 5, 1]","[36, -27, 26, 45, 21, 41, -46, 20, 39, 47]",202.0,20.2,"[36, -25, 24, 33, 29, 41, -44, 8, 41, 37]",0.6829999999999999,"[0.571, 1.0, 0.571, 1.0, 1.0, 0.4, 0.571, 0.8, 0.667, 0.25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0]"
50,0,experimental,2020-09-18 00:16:27.041911,2020-09-18 00:24:08.885114,2020-09-18 00:28:38.90049,11.9,1,College degree,No,38,Male,Yes ,Click on all the unobserved roots and then choose the path based on the highest amount.,,0,4,"[9, 3, 9, 6, 6, 9, 6, 6, 3, 3]","[9, -27, 23, 24, 36, 41, 14, 42, 21, 45]",228.0,22.8,"[9, -37, 23, 24, 36, 41, 14, 42, 9, 39]",0.6484,"[0.4, 1.0, 0.4, 0.571, 0.571, 0.4, 0.571, 0.571, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
51,0,experimental,2020-09-18 00:38:10.179737,2020-09-18 00:46:24.977759,2020-09-18 00:51:33.575813,12.8,1,High school graduate,No,35,Male,Yes.,Only click on the nodes that the flow chart specifies that you should click on.  It will tell you which level to reveal.  The lowest nodes are level 1 and the highest nodes are level 3.,None.,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[21, 45, 21, 21, 45, -51, 45, 21, 21, 21]",210.0,21.0,"[33, 41, 19, 15, 39, -63, 45, 15, 27, 25]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
52,0,experimental,2020-09-18 01:11:27.570925,2020-09-18 01:14:59.258127,2020-09-18 01:19:14.262739,7.6,1,College degree,Yes,27,male,yes,open every node,thank you,0,4,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[42, -50, -40, 36, 30, 36, 38, 8, 36, 12]",148.0,14.8,"[42, -50, -40, 36, 30, 36, 38, 8, 36, 12]",0.308,"[0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
53,0,experimental,2020-09-17 17:24:22.354225,2020-09-17 17:30:48.945334,2020-09-17 17:34:01.169696,9.4,3,College degree,No,29,male,Yes,It wanted me to click on the three roots to show their value before climbing up the tree,,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[21, 21, 45, 45, 21, 45, 21, 21, 45, 45]",330.0,33.0,"[15, 9, 39, 37, 27, 39, 25, 21, 35, 43]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
54,0,experimental,2020-09-18 01:26:56.544408,2020-09-18 01:30:22.512656,2020-09-18 01:33:46.78555,6.7,1,College degree,No,21,female,yes,following the flow upwards to maintain as much money as you can,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-24, -12, 42, 36, -38, 48, -18, -24, -50, -18]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
55,0,experimental,2020-09-18 01:37:28.805032,2020-09-18 01:45:52.96727,2020-09-18 01:49:07.602305,11.4,2,High school graduate,No,-,-,-,-,,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[21, 45, -51, 45, 45, 21, 45, 21, 21, 45]",258.0,25.8,"[17, 45, -47, 51, 45, 11, 39, 23, 29, 47]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
56,0,experimental,2020-09-17 16:21:05.328328,2020-09-17 16:25:30.666252,,-,2,-,-,-,-,-,-,-,0,6,[],[],0.0,,[],,[],[]
57,0,experimental,2020-09-17 16:08:45.730506,2020-09-17 16:14:56.788224,,-,2,-,-,-,-,-,-,-,0,6,"[3, 12, 1, 3, 1, 3, 1, 1]","[45, 20, 23, 21, 47, 21, 47, 23]",247.0,30.875,"[47, 20, 29, 31, 43, 9, 45, 25]",0.5385,"[1.0, 0.308, 0.25, 1.0, 0.25, 1.0, 0.25, 0.25]","[0, 0, 3.0, 0, 3.0, 0, 3.0, 3.0]"
58,0,experimental,2020-09-17 16:05:18.479579,2020-09-17 16:10:33.583233,,-,1,-,-,-,-,-,-,-,0,6,"[3, 5, 3, 3, 3, 3, 3, 5, 5, 3]","[45, 45, 45, 21, -27, 21, 21, 39, 27, 21]",258.0,25.8,"[45, 41, 47, 13, -37, 21, 33, 43, 31, 17]",0.9001,"[1.0, 0.667, 1.0, 1.0, 1.0, 1.0, 1.0, 0.667, 0.667, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
59,0,experimental,2020-09-17 15:40:56.604748,2020-09-17 15:43:32.967287,,-,1,-,-,-,-,-,-,-,2,6,"[0, 0]","[0, 0]",0.0,0.0,"[40, -60]",0.0,"[0.0, 0.0]","[4.0, 4.0]"
60,0,experimental,2020-09-17 16:01:25.714517,2020-09-17 16:07:38.617356,,-,1,-,-,-,-,-,-,-,0,6,"[11, 6, 6, 6, 5, 5, 5, 5]","[13, 40, 36, 20, 31, 17, 49, 21]",227.0,28.375,"[13, 40, 36, 20, 31, 13, 49, 17]",0.5893,"[0.333, 0.571, 0.571, 0.571, 0.667, 0.667, 0.667, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0]"
61,0,experimental,2020-09-17 16:10:06.148081,2020-09-17 16:15:37.319751,2020-09-17 16:18:45.654213,8.2,1,College degree,No,26,Female,Not really. I thought it was telling me to click the root nodes.,Click the root nodes to find out which direction to go,,0,4,"[4, 5, 1, 3, 3, 2, 3, 3, 6, 3]","[38, 43, 47, 45, 45, 46, 21, 21, 50, -27]",329.0,32.9,"[38, 43, 57, 51, 43, 38, 13, 31, 52, -25]",0.6589,"[0.143, 0.125, 0.25, 1.0, 1.0, 0.5, 1.0, 1.0, 0.571, 1.0]","[3.0, 3.0, 3.0, 0, 0, 2.0, 0, 0, 0, 0]"
62,0,experimental,2020-09-18 01:36:01.747643,2020-09-18 01:44:44.829684,2020-09-18 01:49:28.338164,13.0,1,College degree,No,34,female,I think so,To click on the nodes in all 3 rows the chart mentions,no,0,4,"[9, 6, 5, 5, 5, 5, 9, 5, 5, 7]","[39, -20, 23, 45, 17, 23, 45, 41, 45, 21]",279.0,27.9,"[39, -20, 31, 41, 25, -39, 45, 37, 41, 25]",0.5873,"[0.4, 0.571, 0.667, 0.667, 0.667, 0.667, 0.4, 0.667, 0.667, 0.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
63,0,experimental,2020-09-17 17:05:38.462922,2020-09-17 17:12:59.815425,2020-09-17 17:16:39.19452,10.8,3,College degree,Yes,45,Male,"Yes, I think so.","You want to maximize the positive amount received moving the monkey up the flowchart.  At the root nodes, you can reveal the values (at a cost) and the you would need to guess the remainder of the unobserved nodes.",,0,4,"[3, 3, 3, 3, 2, 2, 2, 3, 3, 2]","[21, 45, -27, 45, -2, 46, 46, -51, 45, 46]",214.0,21.4,"[15, 39, -23, 45, -52, 38, 34, -55, 51, 42]",0.8,"[1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 2.0, 2.0, 2.0, 0, 0, 2.0]"
64,0,experimental,2020-09-17 15:39:56.976502,2020-09-17 15:44:23.957589,,-,1,-,-,-,-,-,-,-,0,6,"[6, 8]","[40, 30]",70.0,35.0,"[40, 30]",0.5075,"[0.571, 0.444]","[0, 0]"
65,0,experimental,2020-09-17 16:48:40.347184,2020-09-17 16:52:30.236854,2020-09-17 16:57:05.263029,8.2,1,College degree,No,30,female,Yes,The flowchart said to click all unknown/unrevealed roots,,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[45, 21, -27, 45, 45, 45, -51, 21, 21, 45]",210.0,21.0,"[39, 21, -31, 39, 43, 51, -63, 27, 9, 35]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66,0,experimental,2020-09-17 16:12:01.908465,2020-09-17 16:19:40.037441,2020-09-17 16:23:11.586671,11.0,3,College degree,No,29,Male,Yes,Uncovering logical next moves to make the most money,,0,4,"[8, 6, 10, 6, 5, 6, 6, 6, 6, 10]","[34, 10, -48, 22, 47, 44, 48, 30, 40, 38]",265.0,26.5,"[34, 14, -48, 18, 45, 44, 48, 30, 40, 38]",0.5265,"[0.444, 0.571, 0.364, 0.571, 0.667, 0.571, 0.571, 0.571, 0.571, 0.364]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
67,0,experimental,2020-09-17 16:11:49.627215,2020-09-17 16:23:08.272066,2020-09-17 16:27:34.719778,15.3,2,High school graduate,No,30,female,"yes. if it was an unobserved root then it had to be clicked. anything else, dont click.",click all the roots and then go with the one that was worth the most,,0,4,"[6, 6, 6, 6, 9, 3, 3, 3, 3, 3]","[-2, -2, -4, -2, 17, 21, 45, 21, 21, 21]",136.0,13.6,"[-54, -42, -66, -60, 13, 17, 37, 15, 23, 19]",0.54,"[0.0, 0.0, 0.0, 0.0, 0.4, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 4.0, 0, 0, 0, 0, 0, 0]"
68,0,experimental,2020-09-17 16:11:35.418159,2020-09-17 16:19:28.23477,2020-09-17 16:24:16.15808,12.4,1,College degree,Yes,55,Male,Yes,Uncover the root nodes to pick your first move,,0,4,"[3, 3, 3, 5, 5, 7, 5, 5, 7, 5]","[21, 21, 21, 45, 41, 41, 21, 45, 29, 21]",306.0,30.6,"[27, 15, 25, 41, 37, 41, 13, 37, 29, 17]",0.7335,"[1.0, 1.0, 1.0, 0.667, 0.667, 0.5, 0.667, 0.667, 0.5, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
69,0,experimental,2020-09-17 16:09:54.109535,2020-09-17 16:24:35.034361,2020-09-17 16:28:37.814668,18.3,2,High school graduate,No,45,Male,yes,"click the unobserved nodes on the root level, then click the unobserved nodes on the path you want to take",,0,4,"[12, 12, 12, 12, 12, 3, 9, 8, 12, 6]","[30, 36, 30, 8, 14, 45, 9, 16, -60, 32]",160.0,16.0,"[30, 36, 30, 8, 14, 43, 9, 16, -60, 32]",0.4263,"[0.308, 0.308, 0.308, 0.308, 0.308, 1.0, 0.4, 0.444, 0.308, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
70,0,experimental,2020-09-17 16:18:41.86045,2020-09-17 16:28:22.639495,2020-09-17 16:32:59.892361,13.3,1,College degree,No,39,female,Not really.  ,I'm not sure I clicked on the root node and whichever one was not negative I went up that part of the tree.,,0,4,"[6, 6, 6, 6, 6, 4, 12, 8, 6, 6]","[26, 48, 36, 20, 36, 44, -60, -46, 30, 32]",166.0,16.6,"[26, 48, 36, 20, 36, 44, -60, -46, 30, 32]",0.4892,"[0.571, 0.571, 0.571, 0.571, 0.571, 0.143, 0.308, 0.444, 0.571, 0.571]","[0, 0, 0, 0, 0, 3.0, 0, 0, 0, 0]"
71,0,experimental,2020-09-17 17:03:10.842564,2020-09-17 17:07:23.907854,2020-09-17 17:10:49.095384,7.5,1,High school graduate,No,28,female,yes,"click on any roots since they are the largest amounts, and then guess the others since there are too many to be worth checking",,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[21, 45, 21, 21, 45, 45, 21, -27, 45, -27]",210.0,21.0,"[29, 45, 33, 25, 45, 43, 13, -23, 45, -25]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
72,0,experimental,2020-09-17 16:22:11.680523,2020-09-17 16:30:15.485643,2020-09-17 16:35:22.487567,12.7,1,College degree,No,42,male,yes,"You need to click on the lower nodes to see which is best, the click on the higher nodes to see your best path.",thanks,0,4,"[5, 8, 8, 10, 6, 7, 5, 5, 9, 5]","[41, 50, 50, -58, 38, 41, 23, 17, 9, 23]",234.0,23.4,"[33, 50, 50, -58, 38, 41, 31, 21, 9, 27]",0.5391,"[0.667, 0.444, 0.444, 0.364, 0.571, 0.5, 0.667, 0.667, 0.4, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73,0,experimental,2020-09-17 16:26:09.015076,2020-09-17 16:35:41.122156,2020-09-17 16:41:02.649329,14.4,2,College degree,No,28,Male,Yes. The flowchart was conveying the fact that I should click on all the unobserved ROOT nodes and then select the highest paying option for the path that I take the monkey on.,"I would describe this strategy as the following. Start by clicking on all the starting points in the tree to determine the highest paid option between them. After doing that, pick the highest option and follow that path to the end of the tree.",This was a fun experiment to complete and I enjoyed taking it. Good luck with your research!,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[45, 21, 45, 45, 21, 21, 21, 45, -51, 45]",258.0,25.8,"[47, 15, 43, 39, 15, 27, 33, 47, -63, 39]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
74,0,experimental,2020-09-17 16:26:21.687145,2020-09-17 16:29:06.955402,2020-09-17 16:32:07.019696,5.6,1,High school graduate,No,20,Male,Not exactly,Check the highest value nodes first,,0,4,"[4, 5, 8, 5, 4, 5, 7, 11, 6, 3]","[48, 21, -52, 17, 46, 23, 19, -59, 12, 21]",96.0,9.6,"[44, 17, -44, 13, 38, 31, 11, -59, -20, 9]",0.5515,"[0.333, 0.667, 0.444, 0.667, 0.333, 0.667, 0.5, 0.333, 0.571, 1.0]","[2.0, 0, 0, 0, 2.0, 0, 0, 0, 0, 0]"
75,0,experimental,2020-09-17 16:30:32.726182,2020-09-17 16:39:49.363566,2020-09-17 16:45:11.99498,14.0,1,High school graduate,No,58,female,yes,Click on root nodes to reveal the value and then move the monkey,no,0,4,"[3, 3, 3, 3, 1, 1, 2, 3, 2, 2]","[21, 45, 45, 45, 47, 47, 46, 21, -2, -2]",313.0,31.3,"[27, 51, 51, 43, 41, 43, 46, 29, 22, 24]",0.7,"[1.0, 1.0, 1.0, 1.0, 0.25, 0.25, 0.5, 1.0, 0.5, 0.5]","[0, 0, 0, 0, 3.0, 3.0, 2.0, 0, 2.0, 2.0]"
76,0,experimental,2020-09-17 16:34:56.603778,2020-09-17 16:41:02.426444,2020-09-17 16:43:59.369353,8.7,2,College degree,No,33,Male,"Not really no, it wasn't super clear.","It was just saying that if it was on the second level and not revealed, you should click it.",,0,4,"[4, 3, 1, 3, 3, 1, 2, 1, 3, 3]","[38, 21, 47, 21, 21, 23, 46, 23, -27, 21]",234.0,23.4,"[38, 17, 39, 15, 29, 29, 34, 15, -37, 19]",0.6393,"[0.143, 1.0, 0.25, 1.0, 1.0, 0.25, 0.5, 0.25, 1.0, 1.0]","[3.0, 0, 3.0, 0, 0, 3.0, 2.0, 3.0, 0, 0]"
77,0,experimental,2020-09-17 16:32:22.657988,2020-09-17 16:43:00.455197,2020-09-17 16:46:08.081118,13.6,1,College degree,Yes,25,Female,Yes,"Click on all the root level nodes (the first level) before moving he monkey, and base your next moves on that information. ",,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[45, 45, 21, 21, 21, -27, 45, 45, 45, 45]",306.0,30.6,"[43, 37, 29, 19, 15, -17, 55, 45, 35, 39]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
78,0,experimental,2020-09-17 16:40:22.016856,2020-09-17 16:44:21.460824,2020-09-17 16:47:48.419143,7.2,1,High school graduate,No,46,female,Yes,Click on the nodes to get the highest pay out. ,I thought this was fun and different,1,4,"[0, 3, 6, 8, 3, 3, 6, 6, 2, 2]","[0, 45, -46, 46, 21, 45, 28, 14, 46, 46]",245.0,24.5,"[-46, 33, -50, 46, 13, 51, 28, 10, 46, 40]",0.6157,"[0.0, 1.0, 0.571, 0.444, 1.0, 1.0, 0.571, 0.571, 0.5, 0.5]","[4.0, 0, 0, 0, 0, 0, 0, 0, 2.0, 2.0]"
79,0,experimental,2020-09-17 16:33:09.05468,2020-09-17 16:44:47.989438,2020-09-17 16:50:03.57135,16.6,2,College degree,No,52,Male,"Yes, I understood the strategy displayed on the flowchart",You would need to look at the click and do not click warning to advance successfully in the game.,,0,4,"[5, 3, 6, 10, 6, 4, 6, 6, 4, 12]","[31, 27, 12, -46, 24, 44, 12, 32, 42, 34]",212.0,21.2,"[31, 27, 12, -46, 24, 44, 12, 32, 42, 34]",0.4076,"[0.667, 0.167, 0.571, 0.364, 0.571, 0.143, 0.571, 0.571, 0.143, 0.308]","[0, 3.0, 0, 0, 0, 3.0, 0, 0, 3.0, 0]"
80,0,experimental,2020-09-17 16:45:23.642236,2020-09-17 16:48:55.020811,2020-09-17 16:52:57.040947,7.4,1,College degree,No,38,male,yes,it helps you to make a decision,,3,4,"[3, 1, 1, 1, 1, 0, 0, 1, 2, 0]","[45, 47, -1, 23, 23, 0, 0, -1, -2, 0]",134.0,13.4,"[37, 41, 17, 19, 23, -22, 50, -45, -46, 34]",0.275,"[1.0, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.25, 0.5, 0.0]","[0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 3.0, 2.0, 4.0]"
81,0,experimental,2020-09-17 16:42:25.857399,2020-09-17 16:50:47.789731,2020-09-17 16:56:27.014316,13.5,1,College degree,Yes,-,-,-,-,"I didn't have enough time to answer the strategy questions at the end. I think I understood it. That the point was to decide your initial highest payout first and as the second option and 3rd option was never higher than the second, we could be assured by the payout using those.",0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[45, 45, 21, 45, 21, 21, 45, 45, 21, 45]",354.0,35.4,"[39, 45, 29, 39, 33, 11, 45, 45, 23, 47]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
82,0,experimental,2020-09-17 16:43:02.412562,2020-09-17 16:50:50.781936,2020-09-17 16:54:55.047914,11.7,2,High school graduate,No,22,male,Yes,You try to make as much positive,na,0,4,"[3, 6, 6, 6, 3, 6, 7, 6, 10, 12]","[21, 24, 42, 42, 45, 40, 53, 36, -46, 6]",263.0,26.3,"[15, 24, 42, 42, 51, 40, 53, 36, -46, 6]",0.6027,"[1.0, 0.571, 0.571, 0.571, 1.0, 0.571, 0.5, 0.571, 0.364, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
83,0,experimental,2020-09-17 16:33:25.531061,2020-09-17 16:38:50.839652,2020-09-17 16:42:27.549716,8.7,2,College degree,Yes,22,Female,I did not understand the strategy that the flowchart was conveying.,The strategy conveyed in the flowchart was confusing. i do not think I followed it.,,0,4,"[12, 12, 12, 12, 8, 3, 6, 6, 5, 9]","[36, 18, 46, 24, 22, 21, 26, 12, 13, 41]",259.0,25.9,"[36, 18, 46, 24, 22, 15, 26, 12, 13, 41]",0.4504,"[0.308, 0.308, 0.308, 0.308, 0.444, 1.0, 0.571, 0.571, 0.286, 0.4]","[0, 0, 0, 0, 0, 0, 0, 0, 2.0, 0]"
84,1,control,2020-09-17 15:36:09.806559,2020-09-17 15:42:33.434017,2020-09-17 15:47:51.292292,10.8,0,College degree,No,28,Male,-,-,,3,4,"[3, 3, 6, 3, 0, 0, 0, 3, 3, 3]","[21, -27, 22, 21, 0, 0, 0, 45, 45, -27]",100.0,10.0,"[33, -25, 26, 17, -32, -42, -56, 51, 39, -37]",0.6571,"[1.0, 1.0, 0.571, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 4.0, 4.0, 4.0, 0, 0, 0]"
85,1,control,2020-09-17 15:38:13.073435,2020-09-17 15:42:53.443991,2020-09-17 15:47:49.429898,9.4,0,College degree,No,54,male,-,-,Fun!,0,4,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]","[30, 10, 46, 24, 50, 38, 22, 40, 28, 38]",326.0,32.6,"[30, 10, 46, 24, 50, 38, 22, 40, 28, 38]",0.444,"[0.444, 0.444, 0.444, 0.444, 0.444, 0.444, 0.444, 0.444, 0.444, 0.444]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
86,1,control,2020-09-17 15:39:43.396452,2020-09-17 15:43:12.812621,2020-09-17 15:46:29.193119,6.3,0,College degree,No,34,female,-,-,"No, thank you!",0,4,"[7, 3, 7, 4, 8, 7, 6, 3, 3, 4]","[45, 47, 45, 44, 42, -47, 44, 21, 21, 44]",306.0,30.6,"[41, 55, 41, 38, 42, -43, 44, 15, 15, 44]",0.6282,"[0.5, 0.167, 0.5, 0.8, 0.444, 0.5, 0.571, 1.0, 1.0, 0.8]","[0, 3.0, 0, 0, 0, 0, 0, 0, 0, 0]"
87,1,control,2020-09-17 15:40:42.517466,2020-09-17 15:43:37.981908,2020-09-17 15:45:58.007441,4.9,0,High school graduate,No,30,female,-,-,none,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[48, 30, 48, 20, 30, -58, -56, 22, -50, -30]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
88,1,control,2020-09-17 15:39:51.624632,2020-09-17 15:44:01.574002,2020-09-17 15:47:29.993948,7.4,0,College degree,Yes,24,Male,-,-,This was fun,0,4,"[4, 3, 4, 3, 3, 3, 3, 4, 4, 6]","[20, 23, 22, 45, -3, -3, -3, 20, 22, 22]",165.0,16.5,"[22, 19, 30, 51, 27, 39, -31, 12, 14, 26]",0.5304,"[0.8, 0.4, 0.8, 0.4, 0.4, 0.4, 0.4, 0.8, 0.333, 0.571]","[0, 2.0, 0, 2.0, 2.0, 2.0, 2.0, 0, 2.0, 0]"
89,1,control,2020-09-17 15:39:28.346059,2020-09-17 15:44:06.502264,2020-09-17 15:47:25.068599,7.4,0,College degree,Yes,31,Male,-,-,No.,0,4,"[12, 12, 6, 8, 12, 8, 7, 5, 5, 5]","[36, 10, 38, 34, -26, 10, 39, 23, -25, 41]",180.0,18.0,"[36, 10, 36, 34, -26, 10, 31, 27, -33, 49]",0.4884,"[0.308, 0.308, 0.571, 0.444, 0.308, 0.444, 0.5, 0.667, 0.667, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
