pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,testingTrials
0,0,experimental,2020-09-17 16:43:47.821768,2020-09-17 16:52:11.367289,,-,1,-,-,-,-,-,-,-,2,6,"[3, 1, 0, 0, 1, 1, 1, 1, 1]","[-3, -1, 0, 0, 47, -1, 47, 23, -1]",111,12.333333333333334,"[19, 23, 36, 24, 35, -53, 41, 25, 17]","[{""stateRewards"": ["""", -24, 4, -2, 4, -24, 8, 2, -2, 24, -4, 2, -4], ""trial_id"": 30, ""block"": ""testing"", ""trialIndex"": 3, ""score"": 19, ""simulationMode"": [null, null, null], ""rewards"": [24, -4, 2], ""path"": [""0"", ""9"", ""10"", ""11""], ""rt"": [22944, 1635, 478], ""delays"": [], ""actions"": [""right"", ""up"", ""left""], ""actionTimes"": [22954, 25113, 26106], ""queries"": {""click"": {""state"": {""target"": [""1"", ""2"", ""4""], ""time"": [12215, 17727, 18908]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 29576, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 10, ""time_elapsed"": 535216, ""internal_node_id"": ""0.0-2.0-1.0-0.0""}, {""stateRewards"": ["""", -48, 8, -2, 4, -24, -4, 2, -2, 24, -4, -4, 4], ""trial_id"": 54, ""block"": ""testing"", ""trialIndex"": 4, ""score"": 23, ""simulationMode"": [null, null, null], ""rewards"": [24, -4, 4], ""path"": [""0"", ""9"", ""10"", ""12""], ""rt"": [10220, 869, 382], ""delays"": [], ""actions"": [""right"", ""up"", ""right""], ""actionTimes"": [10228, 11620, 12516], ""queries"": {""click"": {""state"": {""target"": [""5""], ""time"": [7045]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 15587, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 11, ""time_elapsed"": 551921, ""internal_node_id"": ""0.0-2.0-1.0-1.0""}, {""stateRewards"": ["""", 48, -8, 4, -4, 48, -4, -4, -2, 48, 8, -4, 2], ""trial_id"": 42, ""block"": ""testing"", ""trialIndex"": 5, ""score"": 36, ""simulationMode"": [null, null, null], ""rewards"": [48, -8, -4], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [10838, 768, 542], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [10843, 12123, 13178], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 18362, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 12, ""time_elapsed"": 571409, ""internal_node_id"": ""0.0-2.0-1.0-2.0""}, {""stateRewards"": ["""", -24, 4, 4, 4, 48, -8, -2, 4, 24, -4, -4, 4], ""trial_id"": 47, ""block"": ""testing"", ""trialIndex"": 6, ""score"": 24, ""simulationMode"": [null, null, null], ""rewards"": [24, -4, 4], ""path"": [""0"", ""9"", ""10"", ""12""], ""rt"": [1315, 547, 199], ""delays"": [], ""actions"": [""right"", ""up"", ""right""], ""actionTimes"": [1321, 2393, 3112], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 9896, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 13, ""time_elapsed"": 582401, ""internal_node_id"": ""0.0-2.0-1.0-3.0""}, {""stateRewards"": ["""", -24, -4, -2, 4, 48, -8, -4, -2, -24, 4, -4, -4], ""trial_id"": 56, ""block"": ""testing"", ""trialIndex"": 7, ""score"": 35, ""simulationMode"": [null, null, null], ""rewards"": [48, -8, -4], ""path"": [""0"", ""5"", ""6"", ""7""], ""rt"": [8062, 2309, 937], ""delays"": [], ""actions"": [""up"", ""up"", ""left""], ""actionTimes"": [8067, 10900, 12355], ""queries"": {""click"": {""state"": {""target"": [""5""], ""time"": [5925]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 16274, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 14, ""time_elapsed"": 599793, ""internal_node_id"": ""0.0-2.0-1.0-4.0""}, {""stateRewards"": ["""", -48, 8, -2, -2, 48, -8, 2, -4, -48, -8, 4, 4], ""trial_id"": 39, ""block"": ""testing"", ""trialIndex"": 8, ""score"": -53, ""simulationMode"": [null, null, null], ""rewards"": [-48, -8, 4], ""path"": [""0"", ""9"", ""10"", ""11""], ""rt"": [3756, 527, 997], ""delays"": [], ""actions"": [""right"", ""up"", ""left""], ""actionTimes"": [3763, 4803, 7747], ""queries"": {""click"": {""state"": {""target"": [""1""], ""time"": [2256]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 11298, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 15, ""time_elapsed"": 612209, ""internal_node_id"": ""0.0-2.0-1.0-5.0""}, {""stateRewards"": ["""", -24, -4, 2, -4, 48, -4, 4, -2, -24, 4, 2, -4], ""trial_id"": 11, ""block"": ""testing"", ""trialIndex"": 9, ""score"": 41, ""simulationMode"": [null, null, null], ""rewards"": [48, -4, -2], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [4969, 782, 3114], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [4973, 6269, 9902], ""queries"": {""click"": {""state"": {""target"": [""5""], ""time"": [3634]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 13181, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 16, ""time_elapsed"": 626497, ""internal_node_id"": ""0.0-2.0-1.0-6.0""}, {""stateRewards"": ["""", 24, 4, -2, -4, -48, 4, -2, -2, 48, -4, -2, -2], ""trial_id"": 3, ""block"": ""testing"", ""trialIndex"": 10, ""score"": 25, ""simulationMode"": [null, null, null], ""rewards"": [24, 4, -2], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [5073, 302, 367], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [5079, 5895, 6775], ""queries"": {""click"": {""state"": {""target"": [""1""], ""time"": [2759]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 10951, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 17, ""time_elapsed"": 638578, ""internal_node_id"": ""0.0-2.0-1.0-7.0""}, {""stateRewards"": ["""", 24, -8, -2, 2, -24, 8, 4, 2, -24, -4, -2, 2], ""trial_id"": 1, ""block"": ""testing"", ""trialIndex"": 11, ""score"": 17, ""simulationMode"": [null, null, null], ""rewards"": [24, -8, 2], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [5164, 520, 928], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [5169, 6210, 7650], ""queries"": {""click"": {""state"": {""target"": [""9""], ""time"": [3595]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 11233, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 18, ""time_elapsed"": 650913, ""internal_node_id"": ""0.0-2.0-1.0-8.0""}]"
1,0,experimental,2020-09-17 15:49:49.980608,2020-09-17 15:55:44.654321,2020-09-17 16:00:03.763485,10.1,2,College degree,No,56,female,yes,click on the roots and then move to the root with the highest reward,,0,4,"[5, 7, 12, 3, 3, 3, 3, 3, 3, 3]","[27, 11, -60, 21, 21, 45, 45, 45, 45, 45]",245,24.5,"[27, 11, -60, 21, 9, 51, 37, 33, 39, 45]","[{""stateRewards"": ["""", 24, 4, -2, 4, -24, -8, -2, -4, -24, 8, -4, -2], ""trial_id"": 23, ""block"": ""testing"", ""trialIndex"": 5, ""score"": 27, ""simulationMode"": [null, null, null], ""rewards"": [24, 4, 4], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [22248, 922, 1209], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [22260, 23701, 25432], ""queries"": {""click"": {""state"": {""target"": [""5"", ""9"", ""1"", ""2"", ""4""], ""time"": [6949, 8029, 9149, 14633, 16104]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 28281, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 15, ""time_elapsed"": 396451, ""internal_node_id"": ""0.0-2.0-1.0-0.0""}, {""stateRewards"": ["""", 24, -8, -2, 2, -24, 8, 4, 2, -24, -4, -2, 2], ""trial_id"": 1, ""block"": ""testing"", ""trialIndex"": 6, ""score"": 11, ""simulationMode"": [null, null, null], ""rewards"": [24, -8, 2], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [16824, 1508, 2394], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [16834, 18860, 21763], ""queries"": {""click"": {""state"": {""target"": [""5"", ""9"", ""1"", ""2"", ""4"", ""6"", ""10""], ""time"": [4363, 5285, 6231, 8428, 9965, 13326, 14395]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 24014, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 16, ""time_elapsed"": 421621, ""internal_node_id"": ""0.0-2.0-1.0-1.0""}, {""stateRewards"": ["""", -48, -4, 2, -2, -48, -8, -4, -4, -48, -4, 2, 4], ""trial_id"": 50, ""block"": ""testing"", ""trialIndex"": 7, ""score"": -60, ""simulationMode"": [null, null, null], ""rewards"": [-48, -4, 4], ""path"": [""0"", ""9"", ""10"", ""12""], ""rt"": [22902, 1674, 823], ""delays"": [], ""actions"": [""right"", ""up"", ""right""], ""actionTimes"": [22913, 25118, 26461], ""queries"": {""click"": {""state"": {""target"": [""5"", ""9"", ""1"", ""2"", ""6"", ""10"", ""12"", ""11"", ""8"", ""7"", ""4"", ""3""], ""time"": [1894, 3344, 4528, 6643, 7719, 8792, 10517, 12904, 14486, 15456, 16386, 17483]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 31723, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 17, ""time_elapsed"": 454524, ""internal_node_id"": ""0.0-2.0-1.0-2.0""}, {""stateRewards"": ["""", 24, 4, -2, -4, -24, 8, -2, -4, -24, 4, 4, -4], ""trial_id"": 20, ""block"": ""testing"", ""trialIndex"": 8, ""score"": 21, ""simulationMode"": [null, null, null], ""rewards"": [24, 4, -4], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [7385, 576, 1296], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [7395, 8489, 10312], ""queries"": {""click"": {""state"": {""target"": [""1"", ""5"", ""9""], ""time"": [1508, 2559, 3890]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 12596, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 18, ""time_elapsed"": 468270, ""internal_node_id"": ""0.0-2.0-1.0-3.0""}, {""stateRewards"": ["""", 24, -8, 4, -4, -24, 8, 2, -4, -24, 4, 4, 2], ""trial_id"": 38, ""block"": ""testing"", ""trialIndex"": 9, ""score"": 9, ""simulationMode"": [null, null, null], ""rewards"": [24, -8, -4], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [7211, 997, 167], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [7221, 8757, 9436], ""queries"": {""click"": {""state"": {""target"": [""1"", ""5"", ""9""], ""time"": [3054, 4146, 5181]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 11170, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 19, ""time_elapsed"": 480585, ""internal_node_id"": ""0.0-2.0-1.0-4.0""}, {""stateRewards"": ["""", -48, 4, 2, -4, -48, 8, -4, -4, 48, 8, -2, -2], ""trial_id"": 51, ""block"": ""testing"", ""trialIndex"": 10, ""score"": 51, ""simulationMode"": [null, null, null], ""rewards"": [48, 8, -2], ""path"": [""0"", ""9"", ""10"", ""12""], ""rt"": [5181, 825, 509], ""delays"": [], ""actions"": [""right"", ""up"", ""right""], ""actionTimes"": [5191, 6525, 7542], ""queries"": {""click"": {""state"": {""target"": [""1"", ""5"", ""9""], ""time"": [1907, 2730, 3783]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 9435, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 20, ""time_elapsed"": 491188, ""internal_node_id"": ""0.0-2.0-1.0-5.0""}, {""stateRewards"": ["""", -24, 4, 2, 2, 48, -4, 2, -4, -48, 8, -2, 4], ""trial_id"": 34, ""block"": ""testing"", ""trialIndex"": 11, ""score"": 37, ""simulationMode"": [null, null, null], ""rewards"": [48, -4, -4], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [7286, 379, 238], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [7297, 8192, 8931], ""queries"": {""click"": {""state"": {""target"": [""1"", ""5"", ""9""], ""time"": [2097, 3186, 4442]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 11706, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 21, ""time_elapsed"": 504052, ""internal_node_id"": ""0.0-2.0-1.0-6.0""}, {""stateRewards"": ["""", -48, 8, -2, -2, 48, -8, 2, -4, -48, -8, 4, 4], ""trial_id"": 39, ""block"": ""testing"", ""trialIndex"": 12, ""score"": 33, ""simulationMode"": [null, null, null], ""rewards"": [48, -8, -4], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [7348, 258, 600], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [7359, 8140, 9257], ""queries"": {""click"": {""state"": {""target"": [""1"", ""5"", ""9""], ""time"": [3138, 4400, 5322]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 11062, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 22, ""time_elapsed"": 516300, ""internal_node_id"": ""0.0-2.0-1.0-7.0""}, {""stateRewards"": ["""", -24, -4, 2, -4, 48, -4, 4, -2, -24, 4, 2, -4], ""trial_id"": 11, ""block"": ""testing"", ""trialIndex"": 13, ""score"": 39, ""simulationMode"": [null, null, null], ""rewards"": [48, -4, -2], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [6098, 222, 363], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [6109, 6850, 7722], ""queries"": {""click"": {""state"": {""target"": [""1"", ""5"", ""9""], ""time"": [2879, 3828, 4790]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 10324, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 23, ""time_elapsed"": 527815, ""internal_node_id"": ""0.0-2.0-1.0-8.0""}, {""stateRewards"": ["""", 24, 8, -4, -2, 48, 4, 2, -4, 48, 4, 2, -2], ""trial_id"": 57, ""block"": ""testing"", ""trialIndex"": 14, ""score"": 45, ""simulationMode"": [null, null, null], ""rewards"": [48, 4, -4], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [14845, 344, 781], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [14857, 15725, 17016], ""queries"": {""click"": {""state"": {""target"": [""1"", ""5"", ""9""], ""time"": [4304, 5383, 6388]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 19057, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 24, ""time_elapsed"": 548027, ""internal_node_id"": ""0.0-2.0-1.0-9.0""}]"
