pid,trial,task,numberClicks,clicks,score,FSQ,CA,status,dropoutIndex,condition,conditionType,age,gender,naive,feedback,totalTime,firstBlock,exclusion,RT_attemptsQuiz,MG_attemptsQuiz
63,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,49,female,False,,14.4,mortgage,False,1,1
63,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,49,female,False,,14.4,mortgage,False,1,1
63,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,49,female,False,,14.4,mortgage,False,1,1
64,0,mortgage,3,"[6, 7, 0]",0,0.0,0.0,3,5,2,instructions,18,female,False,N/a,16.0,mortgage,False,1,1
64,1,mortgage,3,"[3, 5, 8]",0,0.6666666666666666,0.6666666666666666,3,5,2,instructions,18,female,False,N/a,16.0,mortgage,False,1,1
64,2,mortgage,3,"[1, 2, 0]",0,0.3333333333333333,0.3333333333333333,3,5,2,instructions,18,female,False,N/a,16.0,mortgage,False,1,1
64,3,mortgage,3,"[3, 4, 8]",0,0.3333333333333333,0.3333333333333333,3,5,2,instructions,18,female,False,N/a,16.0,mortgage,False,1,1
64,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,18,female,False,N/a,16.0,mortgage,False,1,1
64,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,18,female,False,N/a,16.0,mortgage,False,1,1
64,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,18,female,False,N/a,16.0,mortgage,False,1,1
64,7,mortgage,3,"[1, 4, 7]",0,0.0,0.0,3,5,2,instructions,18,female,False,N/a,16.0,mortgage,False,1,1
65,0,mortgage,3,"[1, 8, 4]",0,0.3333333333333333,0.3333333333333333,3,5,2,instructions,28,female,False,,34.2,mortgage,False,1,1
65,1,mortgage,3,"[0, 4, 7]",1,0.0,0.0,3,5,2,instructions,28,female,False,,34.2,mortgage,False,1,1
65,2,mortgage,3,"[1, 4, 7]",0,0.0,0.0,3,5,2,instructions,28,female,False,,34.2,mortgage,False,1,1
65,3,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,28,female,False,,34.2,mortgage,False,1,1
65,4,mortgage,3,"[2, 4, 8]",1,0.6666666666666666,0.6666666666666666,3,5,2,instructions,28,female,False,,34.2,mortgage,False,1,1
65,5,mortgage,3,"[0, 5, 7]",0,0.3333333333333333,0.3333333333333333,3,5,2,instructions,28,female,False,,34.2,mortgage,False,1,1
65,6,mortgage,3,"[1, 3, 7]",0,0.0,0.0,3,5,2,instructions,28,female,False,,34.2,mortgage,False,1,1
65,7,mortgage,3,"[2, 4, 8]",0,0.6666666666666666,0.6666666666666666,3,5,2,instructions,28,female,False,,34.2,mortgage,False,1,1
66,0,mortgage,3,"[8, 5, 2]",0,1.0,1.0,3,5,2,instructions,19,male,False,,18.8,mortgage,False,2,1
66,1,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,19,male,False,,18.8,mortgage,False,2,1
66,2,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,19,male,False,,18.8,mortgage,False,2,1
66,3,mortgage,3,"[5, 2, 8]",1,1.0,1.0,3,5,2,instructions,19,male,False,,18.8,mortgage,False,2,1
66,4,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,19,male,False,,18.8,mortgage,False,2,1
66,5,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,19,male,False,,18.8,mortgage,False,2,1
66,6,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,19,male,False,,18.8,mortgage,False,2,1
66,7,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,19,male,False,,18.8,mortgage,False,2,1
67,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,male,False,,9.7,mortgage,False,1,1
67,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,male,False,,9.7,mortgage,False,1,1
67,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,male,False,,9.7,mortgage,False,1,1
67,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,male,False,,9.7,mortgage,False,1,1
67,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,male,False,,9.7,mortgage,False,1,1
67,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,male,False,,9.7,mortgage,False,1,1
67,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,male,False,,9.7,mortgage,False,1,1
67,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,male,False,,9.7,mortgage,False,1,1
68,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,14.8,mortgage,False,1,1
68,1,mortgage,3,"[4, 1, 7]",1,0.0,0.0,3,5,2,instructions,27,female,False,,14.8,mortgage,False,1,1
68,2,mortgage,3,"[0, 3, 6]",0,0.0,0.0,3,5,2,instructions,27,female,False,,14.8,mortgage,False,1,1
68,3,mortgage,3,"[2, 5, 8]",0,1.0,1.0,3,5,2,instructions,27,female,False,,14.8,mortgage,False,1,1
68,4,mortgage,3,"[3, 6, 0]",0,0.0,0.0,3,5,2,instructions,27,female,False,,14.8,mortgage,False,1,1
68,5,mortgage,3,"[1, 4, 7]",1,0.0,0.0,3,5,2,instructions,27,female,False,,14.8,mortgage,False,1,1
68,6,mortgage,3,"[0, 3, 6]",1,0.0,0.0,3,5,2,instructions,27,female,False,,14.8,mortgage,False,1,1
68,7,mortgage,3,"[1, 4, 7]",1,0.0,0.0,3,5,2,instructions,27,female,False,,14.8,mortgage,False,1,1
69,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,43,female,False,,21.9,mortgage,False,3,1
69,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,43,female,False,,21.9,mortgage,False,3,1
69,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,43,female,False,,21.9,mortgage,False,3,1
69,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,43,female,False,,21.9,mortgage,False,3,1
69,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,43,female,False,,21.9,mortgage,False,3,1
69,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,43,female,False,,21.9,mortgage,False,3,1
69,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,43,female,False,,21.9,mortgage,False,3,1
69,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,43,female,False,,21.9,mortgage,False,3,1
70,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,64,male,False,,20.4,mortgage,False,1,1
70,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,64,male,False,,20.4,mortgage,False,1,1
70,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,64,male,False,,20.4,mortgage,False,1,1
70,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,64,male,False,,20.4,mortgage,False,1,1
70,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,64,male,False,,20.4,mortgage,False,1,1
70,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,64,male,False,,20.4,mortgage,False,1,1
70,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,64,male,False,,20.4,mortgage,False,1,1
70,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,64,male,False,,20.4,mortgage,False,1,1
71,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,12.2,mortgage,False,2,1
71,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,12.2,mortgage,False,2,1
71,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,12.2,mortgage,False,2,1
71,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,12.2,mortgage,False,2,1
71,4,mortgage,1,[8],0,1.0,0.4,3,5,2,instructions,27,female,False,,12.2,mortgage,False,2,1
71,5,mortgage,2,"[8, 6]",0,0.5,0.4,3,5,2,instructions,27,female,False,,12.2,mortgage,False,2,1
71,6,mortgage,2,"[8, 5]",1,1.0,0.6666666666666666,3,5,2,instructions,27,female,False,,12.2,mortgage,False,2,1
71,7,mortgage,1,[8],1,1.0,0.4,3,5,2,instructions,27,female,False,,12.2,mortgage,False,2,1
72,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,male,False,,11.4,mortgage,False,1,1
72,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,male,False,,11.4,mortgage,False,1,1
72,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,male,False,,11.4,mortgage,False,1,1
72,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,male,False,,11.4,mortgage,False,1,1
72,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,male,False,,11.4,mortgage,False,1,1
72,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,male,False,,11.4,mortgage,False,1,1
72,6,mortgage,3,"[2, 4, 7]",1,0.3333333333333333,0.3333333333333333,3,5,2,instructions,27,male,False,,11.4,mortgage,False,1,1
72,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,male,False,,11.4,mortgage,False,1,1
73,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,18,female,False,,15.4,mortgage,False,1,1
73,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,18,female,False,,15.4,mortgage,False,1,1
73,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,18,female,False,,15.4,mortgage,False,1,1
73,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,18,female,False,,15.4,mortgage,False,1,1
73,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,18,female,False,,15.4,mortgage,False,1,1
73,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,18,female,False,,15.4,mortgage,False,1,1
73,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,18,female,False,,15.4,mortgage,False,1,1
73,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,18,female,False,,15.4,mortgage,False,1,1
74,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,"on one of the ""travel"" games it was unclear which airport name was attached to which dot and I accidentally clicked the wrong route because of the unclear labeling on that map. That should probably be fixed to avoid confusion and mistakes. ",20.9,mortgage,False,1,1
74,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,"on one of the ""travel"" games it was unclear which airport name was attached to which dot and I accidentally clicked the wrong route because of the unclear labeling on that map. That should probably be fixed to avoid confusion and mistakes. ",20.9,mortgage,False,1,1
74,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,"on one of the ""travel"" games it was unclear which airport name was attached to which dot and I accidentally clicked the wrong route because of the unclear labeling on that map. That should probably be fixed to avoid confusion and mistakes. ",20.9,mortgage,False,1,1
74,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,"on one of the ""travel"" games it was unclear which airport name was attached to which dot and I accidentally clicked the wrong route because of the unclear labeling on that map. That should probably be fixed to avoid confusion and mistakes. ",20.9,mortgage,False,1,1
74,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,"on one of the ""travel"" games it was unclear which airport name was attached to which dot and I accidentally clicked the wrong route because of the unclear labeling on that map. That should probably be fixed to avoid confusion and mistakes. ",20.9,mortgage,False,1,1
74,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,"on one of the ""travel"" games it was unclear which airport name was attached to which dot and I accidentally clicked the wrong route because of the unclear labeling on that map. That should probably be fixed to avoid confusion and mistakes. ",20.9,mortgage,False,1,1
74,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,"on one of the ""travel"" games it was unclear which airport name was attached to which dot and I accidentally clicked the wrong route because of the unclear labeling on that map. That should probably be fixed to avoid confusion and mistakes. ",20.9,mortgage,False,1,1
74,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,"on one of the ""travel"" games it was unclear which airport name was attached to which dot and I accidentally clicked the wrong route because of the unclear labeling on that map. That should probably be fixed to avoid confusion and mistakes. ",20.9,mortgage,False,1,1
75,0,mortgage,3,"[8, 5, 2]",0,1.0,1.0,3,5,2,instructions,70,female,False,,14.7,mortgage,False,1,1
75,1,mortgage,3,"[0, 2, 8]",0,0.6666666666666666,0.6666666666666666,3,5,2,instructions,70,female,False,,14.7,mortgage,False,1,1
75,2,mortgage,3,"[5, 8, 2]",1,1.0,1.0,3,5,2,instructions,70,female,False,,14.7,mortgage,False,1,1
75,3,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,70,female,False,,14.7,mortgage,False,1,1
75,4,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,70,female,False,,14.7,mortgage,False,1,1
75,5,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,70,female,False,,14.7,mortgage,False,1,1
75,6,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,70,female,False,,14.7,mortgage,False,1,1
75,7,mortgage,3,"[5, 4, 8]",1,0.6666666666666666,0.6666666666666666,3,5,2,instructions,70,female,False,,14.7,mortgage,False,1,1
76,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,36,male,False,,16.6,mortgage,False,1,1
76,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,36,male,False,,16.6,mortgage,False,1,1
76,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,36,male,False,,16.6,mortgage,False,1,1
76,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,36,male,False,,16.6,mortgage,False,1,1
76,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,36,male,False,,16.6,mortgage,False,1,1
76,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,36,male,False,,16.6,mortgage,False,1,1
76,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,36,male,False,,16.6,mortgage,False,1,1
76,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,36,male,False,,16.6,mortgage,False,1,1
77,0,mortgage,3,"[2, 5, 8]",0,1.0,1.0,3,5,2,instructions,32,male,False,,25.9,mortgage,False,1,1
77,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,32,male,False,,25.9,mortgage,False,1,1
77,2,mortgage,3,"[1, 5, 7]",0,0.3333333333333333,0.3333333333333333,3,5,2,instructions,32,male,False,,25.9,mortgage,False,1,1
77,3,mortgage,3,"[2, 4, 8]",1,0.6666666666666666,0.6666666666666666,3,5,2,instructions,32,male,False,,25.9,mortgage,False,1,1
77,4,mortgage,3,"[0, 1, 2]",0,0.3333333333333333,0.3333333333333333,3,5,2,instructions,32,male,False,,25.9,mortgage,False,1,1
77,5,mortgage,3,"[5, 8, 2]",1,1.0,1.0,3,5,2,instructions,32,male,False,,25.9,mortgage,False,1,1
77,6,mortgage,3,"[2, 4, 8]",0,0.6666666666666666,0.6666666666666666,3,5,2,instructions,32,male,False,,25.9,mortgage,False,1,1
77,7,mortgage,3,"[2, 3, 8]",1,0.6666666666666666,0.6666666666666666,3,5,2,instructions,32,male,False,,25.9,mortgage,False,1,1
78,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,23,female,False,,9.6,mortgage,False,1,1
78,1,mortgage,3,"[2, 4, 8]",0,0.6666666666666666,0.6666666666666666,3,5,2,instructions,23,female,False,,9.6,mortgage,False,1,1
78,2,mortgage,3,"[0, 3, 6]",0,0.0,0.0,3,5,2,instructions,23,female,False,,9.6,mortgage,False,1,1
78,3,mortgage,3,"[8, 6, 1]",0,0.3333333333333333,0.3333333333333333,3,5,2,instructions,23,female,False,,9.6,mortgage,False,1,1
78,4,mortgage,3,"[4, 7, 1]",0,0.0,0.0,3,5,2,instructions,23,female,False,,9.6,mortgage,False,1,1
78,5,mortgage,3,"[5, 2, 8]",1,1.0,1.0,3,5,2,instructions,23,female,False,,9.6,mortgage,False,1,1
78,6,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,23,female,False,,9.6,mortgage,False,1,1
78,7,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,23,female,False,,9.6,mortgage,False,1,1
79,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,26,male,False,,19.4,mortgage,False,2,1
79,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,26,male,False,,19.4,mortgage,False,2,1
79,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,26,male,False,,19.4,mortgage,False,2,1
79,3,mortgage,3,"[2, 5, 8]",0,1.0,1.0,3,5,2,instructions,26,male,False,,19.4,mortgage,False,2,1
79,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,26,male,False,,19.4,mortgage,False,2,1
79,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,26,male,False,,19.4,mortgage,False,2,1
79,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,26,male,False,,19.4,mortgage,False,2,1
79,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,26,male,False,,19.4,mortgage,False,2,1
80,0,mortgage,3,"[8, 5, 2]",0,1.0,1.0,3,5,2,instructions,21,female,False,,27.5,mortgage,False,1,1
80,1,mortgage,3,"[7, 4, 1]",0,0.0,0.0,3,5,2,instructions,21,female,False,,27.5,mortgage,False,1,1
80,2,mortgage,3,"[6, 3, 0]",0,0.0,0.0,3,5,2,instructions,21,female,False,,27.5,mortgage,False,1,1
80,3,mortgage,3,"[4, 0, 8]",1,0.3333333333333333,0.3333333333333333,3,5,2,instructions,21,female,False,,27.5,mortgage,False,1,1
80,4,mortgage,3,"[6, 4, 2]",0,0.3333333333333333,0.3333333333333333,3,5,2,instructions,21,female,False,,27.5,mortgage,False,1,1
80,5,mortgage,3,"[3, 4, 5]",1,0.3333333333333333,0.3333333333333333,3,5,2,instructions,21,female,False,,27.5,mortgage,False,1,1
80,6,mortgage,3,"[6, 3, 0]",0,0.0,0.0,3,5,2,instructions,21,female,False,,27.5,mortgage,False,1,1
80,7,mortgage,3,"[8, 5, 2]",0,1.0,1.0,3,5,2,instructions,21,female,False,,27.5,mortgage,False,1,1
81,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,23,female,False,,15.9,mortgage,False,1,1
81,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,23,female,False,,15.9,mortgage,False,1,1
81,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,23,female,False,,15.9,mortgage,False,1,1
81,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,23,female,False,,15.9,mortgage,False,1,1
81,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,23,female,False,,15.9,mortgage,False,1,1
81,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,23,female,False,,15.9,mortgage,False,1,1
81,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,23,female,False,,15.9,mortgage,False,1,1
81,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,23,female,False,,15.9,mortgage,False,1,1
82,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,10.8,mortgage,False,1,1
82,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,10.8,mortgage,False,1,1
82,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,10.8,mortgage,False,1,1
82,3,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,27,female,False,,10.8,mortgage,False,1,1
82,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,10.8,mortgage,False,1,1
82,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,10.8,mortgage,False,1,1
82,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,10.8,mortgage,False,1,1
82,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,27,female,False,,10.8,mortgage,False,1,1
83,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,48,female,False,,17.7,mortgage,False,1,1
83,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,48,female,False,,17.7,mortgage,False,1,1
83,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,48,female,False,,17.7,mortgage,False,1,1
83,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,48,female,False,,17.7,mortgage,False,1,1
83,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,48,female,False,,17.7,mortgage,False,1,1
83,5,mortgage,3,"[8, 5, 2]",1,1.0,1.0,3,5,2,instructions,48,female,False,,17.7,mortgage,False,1,1
83,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,48,female,False,,17.7,mortgage,False,1,1
83,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,48,female,False,,17.7,mortgage,False,1,1
84,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,34,female,False,,20.8,mortgage,False,1,2
84,1,mortgage,3,"[1, 4, 7]",0,0.0,0.0,3,5,2,instructions,34,female,False,,20.8,mortgage,False,1,2
84,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,34,female,False,,20.8,mortgage,False,1,2
84,3,mortgage,3,"[4, 1, 7]",0,0.0,0.0,3,5,2,instructions,34,female,False,,20.8,mortgage,False,1,2
84,4,mortgage,3,"[5, 2, 8]",1,1.0,1.0,3,5,2,instructions,34,female,False,,20.8,mortgage,False,1,2
84,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,34,female,False,,20.8,mortgage,False,1,2
84,6,mortgage,3,"[0, 3, 6]",0,0.0,0.0,3,5,2,instructions,34,female,False,,20.8,mortgage,False,1,2
84,7,mortgage,3,"[0, 1, 2]",0,0.3333333333333333,0.3333333333333333,3,5,2,instructions,34,female,False,,20.8,mortgage,False,1,2
85,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,53,female,False,,16.3,mortgage,False,1,1
85,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,53,female,False,,16.3,mortgage,False,1,1
85,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,53,female,False,,16.3,mortgage,False,1,1
85,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,53,female,False,,16.3,mortgage,False,1,1
85,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,53,female,False,,16.3,mortgage,False,1,1
85,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,53,female,False,,16.3,mortgage,False,1,1
85,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,53,female,False,,16.3,mortgage,False,1,1
85,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,53,female,False,,16.3,mortgage,False,1,1
86,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,31,female,False,,13.3,mortgage,False,1,1
86,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,31,female,False,,13.3,mortgage,False,1,1
86,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,31,female,False,,13.3,mortgage,False,1,1
86,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,31,female,False,,13.3,mortgage,False,1,1
86,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,31,female,False,,13.3,mortgage,False,1,1
86,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,31,female,False,,13.3,mortgage,False,1,1
86,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,31,female,False,,13.3,mortgage,False,1,1
86,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,31,female,False,,13.3,mortgage,False,1,1
87,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,female,False,,12.8,mortgage,False,1,1
87,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,female,False,,12.8,mortgage,False,1,1
87,2,mortgage,3,"[2, 5, 8]",0,1.0,1.0,3,5,2,instructions,28,female,False,,12.8,mortgage,False,1,1
87,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,female,False,,12.8,mortgage,False,1,1
87,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,female,False,,12.8,mortgage,False,1,1
87,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,female,False,,12.8,mortgage,False,1,1
87,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,female,False,,12.8,mortgage,False,1,1
87,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,28,female,False,,12.8,mortgage,False,1,1
88,0,mortgage,3,"[2, 5, 8]",0,1.0,1.0,3,5,2,instructions,19,female,False,,7.7,mortgage,False,2,2
88,1,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,19,female,False,,7.7,mortgage,False,2,2
88,2,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,19,female,False,,7.7,mortgage,False,2,2
88,3,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,19,female,False,,7.7,mortgage,False,2,2
88,4,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,19,female,False,,7.7,mortgage,False,2,2
88,5,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,19,female,False,,7.7,mortgage,False,2,2
88,6,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,19,female,False,,7.7,mortgage,False,2,2
88,7,mortgage,3,"[2, 5, 8]",1,1.0,1.0,3,5,2,instructions,19,female,False,,7.7,mortgage,False,2,2
89,0,mortgage,3,"[2, 5, 8]",1,1.0,1.0,6,2,2,instructions,-,-,-,-,-,mortgage,False,2,1
