pid,condition,conditionType,status,sanityFail,totalTime,gender,age,mortgagePrompt,pref0_3,pref0_6,pref6_9,pref6_12,idf0_3_hyp,idf0_6_hyp,idf6_9_hyp,idf6_12_hyp,PB3_hyp,PB6_hyp,idf0_3_exp,idf0_6_exp,idf6_9_exp,idf6_12_exp,PB3_exp,PB6_exp,numPB,MLcheatTrials,MLclicksNumber,trainingTrials
48,0,no-training,4,0,9.2,Female,32,"{'Q0': 'I would choose the option that saves me the most money.', 'Q1': 'I picked the one that in the long run would save me the most money.'}","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.3333333333333333,0.16666666666666666,0.14285714285714285,333.25000000018474,1,0,0.7937005259840998,0.8908987181403393,0.933127789204312,0.8908987181403393,1,0,21,0,0,[]
49,0,no-training,4,0,9.4,Female,20,"{'Q0': 'I would choose the one which would be cheaper in the long run. By doing math and calculating how much I would have paid over the next 5 years, 10 years, and 19 years I can choose which one would be most beneficial in the long run. ', 'Q1': 'I would choose the one which costs me the least over time, rather than whatever one is just cheaper for me at the moment. '}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]",0.047619047619047616,0.05555555555555555,0.3333333333333333,0.08333333333333333,0,0,0.9564655913861946,0.9531842929969365,0.9085602964160698,0.9531842929969365,0,0,14,0,0,[]
50,0,no-training,4,0,9.1,"Female, because I was born a female.",40,"{'Q0': 'I would compare the interest rates.', 'Q1': 'I would choose the lowest interest rate.'}","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.2,1.1666666666666667,296.1851851854079,333.25000000018474,0,0,0.8549879733383485,0.7071067811865476,0.8549879733383485,0.8908987181403393,0,1,25,0,0,[]
51,0,no-training,4,0,8.6,F,33,"{'Q0': 'Probably choose the one with the lowest rates over the course of the loan', 'Q1': 'The one which has me paying less overall'}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]",0.047619047619047616,0.05555555555555555,0.14285714285714285,0.05,0,1,0.9564655913861946,0.9531842929969365,0.933127789204312,0.9659853980285168,0,1,12,0,0,[]
52,0,no-training,4,0,8.2,female,30,"{'Q0': 'decide which one is the cheapest', 'Q1': 'cost analysis'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,[]
53,0,no-training,4,0,10.7,female,36,"{'Q0': 'The first year', 'Q1': '1 year is a good time.'}","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.5555555555555556,0.2777777777777778,296.1851851854079,0.25,0,1,0.7211247851537042,0.8491906647824764,0.8549879733383485,0.9246555971486619,1,1,24,0,0,[]
54,0,no-training,4,1,14.0,male,30,"{'Q0': 'I would try to consider which would be the best overall option', 'Q1': ""I picked the one that seemed good for the mid term, so I could make a change if I needed to but wouldn't be stuck in something very long term""}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0]",0.022222222222222223,0.2777777777777778,0.0,0.05,1,1,0.9787169102922159,0.8491906647824764,1.0,0.9659853980285168,1,1,6,0,0,[]
55,0,no-training,4,0,14.1,Female,37,"{'Q0': 'I would choose the mortgage loan that is closest to my preferred interest rate and terms.', 'Q1': ""If I didn't like any of the three mortgage loans, I would look for an alternative. ""}","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.2,0.16666666666666666,296.1851851854079,333.25000000018474,0,0,0.8549879733383485,0.8908987181403393,0.8549879733383485,0.8908987181403393,0,0,22,0,0,[]
56,0,no-training,4,1,8.3,Female,31,"{'Q0': 'I would choose whichever has the lowest interest rate.', 'Q1': 'I chose whichever had the lowest interest rate, I know next to nothing about mortgages.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.2777777777777778,0.0,0.0,0,1,1.0,0.8491906647824764,1.0,1.0,0,1,0,0,0,[]
57,0,no-training,4,0,9.8,male,43,"{'Q0': 'I would choose whichever had the best rate over time.', 'Q1': 'By doing the math and finding out how much each loan would cost me in interest.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,[]
58,0,no-training,4,0,8.2,Female,26,"{'Q0': ""I would factor a number of things, it's interest rates - what the final payment will look like. Comparing the three loans to find out which is the most effective for me."", 'Q1': 'I choose the lowest interest loan'}","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",2.3333333333333335,1.1666666666666667,296.1851851854079,333.25000000018474,0,0,0.5,0.7071067811865476,0.8549879733383485,0.8908987181403393,1,1,29,0,0,[]
59,0,no-training,4,1,8.3,female,33,"{'Q0': 'I would compare the two side by side and determine which one has the best pros out of the cons.', 'Q1': 'I would decide which one is the most cost effective over the long run. '}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 0]",0.047619047619047616,0.2777777777777778,0.14285714285714285,0.027777777777777776,0,1,0.9564655913861946,0.8491906647824764,0.933127789204312,0.9779905885979653,0,1,10,0,0,[]
60,0,no-training,4,1,9.1,Male,38,"{'Q0': 'I would choose the one that has the lowest rates.', 'Q1': 'The one with the lowest rates.'}","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.2,0.2777777777777778,0.0,0.25,1,1,0.8549879733383485,0.8491906647824764,1.0,0.9246555971486619,1,1,16,0,0,[]
61,0,no-training,4,0,9.6,Female,26,"{'Q0': 'Based on the stability of the finances of the rest of my life (debt load, ability to pay, different sources of income, etc)', 'Q1': 'By looking at the mortgage as a piece of the rest of my financial picture.'}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]",0.047619047619047616,0.05555555555555555,0.06666666666666667,0.027777777777777776,0,1,0.9564655913861946,0.9531842929969365,0.9564655913861946,0.9779905885979653,0,1,10,0,0,[]
62,0,no-training,4,0,12.1,Female,29,"{'Q0': 'I WILL CHOOSE BEST ONE', 'Q1': '19 YEARS BOND MORTGAGE'}","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.3333333333333333,1.1666666666666667,296.1851851854079,333.25000000018474,0,1,0.7937005259840998,0.7071067811865476,0.5,0.7071067811865476,0,1,33,0,0,[]
63,0,no-training,4,0,11.4,Male,37,"{'Q0': 'I would compare the rate schedules for each loan and try to estimate which one would be the easiest to pay off given where I expect to be at each point in time.', 'Q1': ""I'd prefer a mortgage with the highest up front interest costs, so I can get as much out of the way early on in the process.""}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,[]
64,0,no-training,4,1,7.8,Female,23,"{'Q0': 'I would do research on the different mortgage loans and see which one will benefit me the most. ', 'Q1': ""After doing research on them, it'll be a deciding factor on which one is the best choice. You always can find more information when it comes to it. ""}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0]",0.047619047619047616,0.2777777777777778,0.0,0.08333333333333333,1,1,0.9564655913861946,0.8491906647824764,1.0,0.9531842929969365,1,1,8,0,0,[]
65,0,no-training,4,0,11.8,Female,38,"{'Q0': 'I would choose the loan with the lowest interest rate for each, the first month, the remainder of the first year and the next 19 years.', 'Q1': 'I would choose the mortgage that best suites my current budget without having to pay the loan back over the longest period of time. '}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]",0.047619047619047616,0.038461538461538464,0.06666666666666667,0.027777777777777776,0,1,0.9564655913861946,0.9659853980285168,0.9564655913861946,0.9779905885979653,0,1,9,0,0,[]
66,0,no-training,4,0,13.0,Female,30,"{'Q0': 'I would have to take into consideration my current financial circumstance as well as whether or not more money was expected at any future point. I would want to choose the option which best suited my ""live for today"" mindset as well as that which had the least likelihood of leaving me financially vulnerable, either now or later.', 'Q1': 'I took careful thoughts and reasonable/rational insights into my personal circumstances and which best suited my immediate, as well as future, needs as I currently see them.'}","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.3333333333333333,0.2777777777777778,0.0,333.25000000018474,1,0,0.7937005259840998,0.8491906647824764,1.0,0.8908987181403393,1,1,19,0,0,[]
67,0,no-training,4,0,12.6,Female,38,"{'Q0': 'I would calculate the total cost of the mortgaged based on the repayment terms of each. ', 'Q1': 'After calculating the total cost based off of the three choices, I would choose the one that costs me the least.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.023809523809523808,0.0,0.0,0,1,1.0,0.9779905885979653,1.0,1.0,0,1,2,0,0,[]
68,0,no-training,4,0,10.3,Female.,36,"{'Q0': 'I would probably choose which loan had the least expensive interest rate.', 'Q1': 'I would consider how much of a down payment I could afford and how the different interest rates might affect my credit score.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,[]
69,0,no-training,4,1,9.3,female,21,"{'Q0': 'the 1 year one', 'Q1': 'I  decided by choosing the one I  have the most potential for growth in'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1, 1]",0.0,0.2777777777777778,0.0,0.08333333333333333,0,1,1.0,0.8491906647824764,1.0,0.9531842929969365,0,1,5,0,0,[]
70,0,no-training,4,0,10.0,Male,21,"{'Q0': 'I would probably think about it mathematically.  Whichever mortgage demands the most money is the one i would not chose', 'Q1': 'The mortgage that costs me the least amount of money is the one I chose.  I Always pay my bills on time so interest shouldnt be a problem'}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0]",0.022222222222222223,1.1666666666666667,0.0,0.08333333333333333,1,1,0.9787169102922159,0.7071067811865476,1.0,0.9531842929969365,1,1,14,0,0,[]
71,0,no-training,4,0,8.4,male,38,"{'Q0': 'Choose the lowest average.', 'Q1': 'Using logic.'}","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.3333333333333333,0.2777777777777778,0.02564102564102564,333.25000000018474,1,0,0.7937005259840998,0.8491906647824764,0.9787169102922159,0.8908987181403393,1,1,20,0,0,[]
72,0,no-training,4,0,9.9,Male.,23.,"{'Q0': 'I would choose the interest rate that has the lowest long-term loan, in order to minimize the long-term interest I pay.', 'Q1': 'I decided that the mortgage with the lowest long-term rate is the best, as it will mean lower payments over the long term, even if it means higher short-term payments. '}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]",0.022222222222222223,0.05555555555555555,0.02564102564102564,0.08333333333333333,0,0,0.9787169102922159,0.9531842929969365,0.9787169102922159,0.9531842929969365,0,0,10,0,0,[]
73,0,no-training,4,0,14.5,Female,52,"{'Q0': 'the  remainder of the first year', 'Q1': ""i don't want to choose too close one or too far one, suitable time  is good.""}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]",0.0,0.023809523809523808,0.06666666666666667,0.027777777777777776,0,0,1.0,0.9779905885979653,0.9564655913861946,0.9779905885979653,0,0,6,0,0,[]
74,0,no-training,4,0,12.0,Female,27,"{'Q0': ""I'd pick whichever mortgage I both could afford at the time and would cost me the least amount of money overall. "", 'Q1': 'Total cost and my current financial situation. '}","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.5555555555555556,0.5,296.1851851854079,333.25000000018474,0,0,0.7211247851537042,0.7937005259840998,0.8549879733383485,0.8908987181403393,1,1,26,0,0,[]
75,0,no-training,4,1,8.2,Female,20,"{'Q0': 'I would compare themby weighing their pros & cons', 'Q1': 'The cheapest one'}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 0]",0.022222222222222223,0.2777777777777778,0.0,0.011904761904761904,1,1,0.9787169102922159,0.8491906647824764,1.0,0.9893012232339632,1,1,3,0,0,[]
76,0,no-training,4,0,13.4,maile,40,"{'Q0': 'Determine how much interest I would pay overall and depends on my financial situation at the time ', 'Q1': ""Mortgage rate and my financial situation (current and future) matter but also the lender matters - e.g. is it a well known bank or a small lender I've never heard of""}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.022222222222222223,0.05555555555555555,0.0,0.25,1,0,0.9787169102922159,0.9531842929969365,1.0,0.9246555971486619,1,0,10,0,0,[]
77,0,no-training,4,0,10.2,Female,26,"{'Q0': 'Choose the loan that offers the lowest interest rate for the next 19 years.', 'Q1': 'I chose this as this is the best option for the long term.  It will take time to pay off a mortgage and you need to think specially about these years.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]",0.0,0.05555555555555555,0.06666666666666667,0.05,0,1,1.0,0.9531842929969365,0.9564655913861946,0.9659853980285168,0,1,9,0,0,[]
78,0,no-training,4,0,8.9,Female,38,"{'Q0': ""I would look at the overall cost to see which one would be the best for my budget and for my circumstances.  I'd also consider short-term costs of moving and might consider something that was lower in the initial period of the term."", 'Q1': 'I thought about the last time I moved and the additional costs that I faced during the process, and considered long-term goals and benefits.'}","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.2,0.16666666666666666,0.14285714285714285,0.25,1,0,0.8549879733383485,0.8908987181403393,0.933127789204312,0.9246555971486619,1,1,19,0,0,[]
79,0,no-training,4,0,13.3,Female,29,"{'Q0': 'The one with interest for the first month ', 'Q1': 'If I go ahead and pay the interest, I will have the ability to save more down the road.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]",0.0,0.011111111111111112,0.3333333333333333,0.05,0,0,1.0,0.9893012232339632,0.9085602964160698,0.9659853980285168,0,0,8,0,0,[]
80,0,no-training,4,0,12.2,Female,54,"{'Q0': 'The best interest rates', 'Q1': 'The one with the lowest interest rates'}","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.07692307692307693,0.1,0.14285714285714285,0.25,0,0,0.933127789204312,0.9246555971486619,0.933127789204312,0.9246555971486619,0,0,16,0,0,[]
81,0,no-training,4,1,11.3,Female,40,"{'Q0': 'I would look at how widely and often the interest rates vary', 'Q1': 'I would work out the math of which mortgage interest rates would cost the least over the long term, but also keep payments affordable'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.2777777777777778,296.1851851854079,0.027777777777777776,0,1,1.0,0.8491906647824764,0.5,0.9779905885979653,0,1,9,0,0,[]
82,0,no-training,4,0,10.9,Female,36,"{'Q0': 'I would look at the different rates, and compute out what those would be. I would look at the costs associated with the different rates and see if any of them ended up costing more in the long run vs what the initial costs were. I would chose one that makes the most sense for me and my family.', 'Q1': 'After computing the amounts, I picked the one that had the lowest costs over time, even if that meant a higher cost initially. I was more concerned with the overall costs than the monthly costs.'}","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.3333333333333333,0.2777777777777778,0.0,333.25000000018474,1,0,0.7937005259840998,0.8491906647824764,1.0,0.8908987181403393,1,1,19,0,0,[]
83,0,no-training,4,0,8.9,Female,25,"{'Q0': 'I would choose the loan that would incur me to pay as little interest over all years combined, even with varying rates.', 'Q1': 'I chose the one that would accrue the least interest possible over time so I am not overpaying on my mortgage. '}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.047619047619047616,0.023809523809523808,0.06666666666666667,0.0,0,1,0.9564655913861946,0.9779905885979653,0.9564655913861946,1.0,0,1,6,0,0,[]
84,0,no-training,4,0,8.0,male,31,"{'Q0': 'Lowest overall interest', 'Q1': 'Lowest overall interest over the longest period of time'}","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.2,0.1,0.0,0.0,1,1,0.8549879733383485,0.9246555971486619,1.0,1.0,1,1,10,0,0,[]
85,0,no-training,4,0,9.4,non-binary,32,"{'Q0': 'I would choose the mortgage that resulted in the least interest paid as long as I could afford it.', 'Q1': 'The best mortgage is one that I would pay the least total money toward.'}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]",0.022222222222222223,0.038461538461538464,0.02564102564102564,0.027777777777777776,0,1,0.9787169102922159,0.9659853980285168,0.9787169102922159,0.9779905885979653,0,1,7,0,0,[]
86,0,no-training,4,0,11.8,male,40,"{'Q0': 'I would like the lowest interest rate', 'Q1': 'If my rate is low my mortgage irate will be low too'}","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2.3333333333333335,1.1666666666666667,296.1851851854079,333.25000000018474,1,1,0.5,0.7071067811865476,0.5,0.7071067811865476,1,1,36,0,0,[]
87,0,no-training,4,0,8.8,non binary,25,"{'Q0': 'I would choose the lowest rate', 'Q1': 'which ever costs me the least in interest'}","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.1111111111111111,0.16666666666666666,296.1851851854079,0.25,0,0,0.9085602964160698,0.8908987181403393,0.8549879733383485,0.9246555971486619,0,1,20,0,0,[]
88,0,no-training,4,0,12.9,Male,29 years old,"{'Q0': 'I would analyze all three options and choose the one with the best average rate for the next 19 years. ', 'Q1': 'I would take my long term financial well being into consideration and choose the best rate for a longer period of time. '}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]",0.047619047619047616,0.1,0.06666666666666667,0.05,0,1,0.9564655913861946,0.9246555971486619,0.9564655913861946,0.9659853980285168,0,1,12,0,0,[]
89,0,no-training,4,0,18.5,Female,59,"{'Q0': 'I would first determine how long I was likely to live in the house.  Then depending on my answer, I would compute the differences in things like the actual interest rate, the amount of interest I would pay, the monthly payment, the amount of principal that would be paid back over the timeframe, etc. and then go from there.', 'Q1': 'By performing the calculations I described above.  The net is I would choose the loan with the best interest rate that would result in a monthly payment that fit comfortably in my budget for the timespan I am planning to live in the home and pay off the highest amount of principal possible in that timeframe.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 0]",0.0,0.011111111111111112,0.0,0.011904761904761904,0,0,1.0,0.9893012232339632,1.0,0.9893012232339632,0,0,2,0,0,[]
90,0,no-training,4,0,8.9,Female,53,"{'Q0': 'I would choose the one with the lowest interest rate over the next 19 years. ', 'Q1': 'The one with the lowest interest rate over the next 19 years would provide the best value. '}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]",0.047619047619047616,0.038461538461538464,0.14285714285714285,0.05,0,0,0.9564655913861946,0.9659853980285168,0.933127789204312,0.9659853980285168,0,0,11,0,0,[]
91,0,no-training,4,0,13.0,male,33,"{'Q0': 'I would see what the rates are and make my decision.', 'Q1': 'It would be the one that has the lower interest rates.'}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]",0.047619047619047616,0.038461538461538464,0.06666666666666667,0.027777777777777776,0,1,0.9564655913861946,0.9659853980285168,0.9564655913861946,0.9779905885979653,0,1,9,0,0,[]
92,0,no-training,4,0,9.1,female ,23,"{'Q0': 'which one is for a shorter time period to pay off, ', 'Q1': 'which ones have the lowest interest rates'}","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]",0.07692307692307693,0.1,0.3333333333333333,0.08333333333333333,0,1,0.933127789204312,0.9246555971486619,0.9085602964160698,0.9531842929969365,0,1,16,0,0,[]
