pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,pa_mean,pa_complete,pa_et
98,1,actionfeedback,2020-09-28 22:07:07.220766,2020-09-28 22:12:37.710205,2020-09-28 22:17:10.656162,9.8,0,High school graduate,No,34,male,-,-,"
No comments",0,4,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[14, 36, 38, 42, 26, 24, 30, 36, 18, 38]",302.0,30.2,"[14, 36, 38, 42, 26, 24, 30, 36, 18, 38]",0.308,"[0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,1,actionfeedback,2020-09-28 22:02:10.037215,2020-09-28 22:07:25.61005,2020-09-28 22:10:54.560467,7.9,0,College degree,No,24,Female,-,-,,0,4,"[4, 9, 5, 4, 4, 8, 6, 5, 6, 2]","[46, -45, 15, 44, 20, 38, 12, 15, 16, -2]",159.0,15.9,"[46, -45, 15, 44, 20, 38, 12, 13, 16, 22]",0.4249,"[0.143, 0.4, 0.667, 0.143, 0.143, 0.444, 0.571, 0.667, 0.571, 0.5]","[3.0, 0, 0, 3.0, 3.0, 0, 0, 0, 0, 2.0]"
100,1,actionfeedback,2020-09-28 22:08:12.76162,2020-09-28 22:11:52.762936,2020-09-28 22:15:34.588085,6.9,0,High school graduate,No,37,Female,-,-,,0,4,"[6, 7, 8, 5, 5, 5, 3, 3, 3, 3]","[42, 15, 34, 39, 27, 23, 21, 45, 21, 45]",312.0,31.2,"[42, 15, 34, 37, 31, 21, 29, 35, 23, 41]",0.7238,"[0.571, 0.222, 0.444, 0.667, 0.667, 0.667, 1.0, 1.0, 1.0, 1.0]","[0, 2.0, 0, 0, 0, 0, 0, 0, 0, 0]"
101,1,actionfeedback,2020-09-28 22:28:16.341521,2020-09-28 22:32:21.882831,2020-09-28 22:35:41.896235,7.1,0,High school graduate,No,54,Female,-,-,This was nerve wracking but fun! I wish I could find out how well I did compared to others in my age group.,0,4,"[1, 1, 3, 1, 1, 1, 3, 3, 3, 3]","[47, 47, -51, 47, 47, 47, 21, 21, 45, 45]",316.0,31.6,"[47, 45, -53, 53, 35, 41, 25, 9, 43, 43]",0.625,"[0.25, 0.25, 1.0, 0.25, 0.25, 0.25, 1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 0, 3.0, 3.0, 3.0, 0, 0, 0, 0]"
102,1,actionfeedback,2020-09-29 00:18:15.747215,2020-09-29 00:24:01.332258,2020-09-29 00:29:12.144709,10.5,0,College degree,No,48,female,-,-,no,0,3,"[2, 3, 3, 2, 2, 3, 3, 2, 2, 2]","[46, 21, 21, -2, 46, 21, 21, -2, 46, 46]",264.0,26.4,"[40, 31, 27, -56, 40, 25, 13, -48, 38, 46]",0.7,"[0.5, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 0.5, 0.5, 0.5]","[2.0, 0, 0, 2.0, 2.0, 0, 0, 2.0, 2.0, 2.0]"
103,1,actionfeedback,2020-09-28 23:27:18.607421,2020-09-28 23:31:50.592878,2020-09-28 23:41:41.419716,14.0,0,College degree,No,56,Female,-,-,,9,3,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",-1.0,-0.1,"[-54, -39, 48, -60, -54, 42, -54, 48, -32, 16]",0.025,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
104,1,actionfeedback,2020-09-28 22:31:50.659785,2020-09-28 22:35:19.662702,2020-09-28 22:40:38.67996,8.6,0,College degree,No,29,Female,-,-,,0,3,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[30, 20, -48, -40, 38, 6, 12, 30, 30, -26]",52.0,5.2,"[30, 20, -48, -40, 36, 6, 12, 30, 30, -26]",0.308,"[0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
105,1,actionfeedback,2020-09-28 22:30:01.7193,2020-09-28 22:33:11.196597,2020-09-28 22:35:30.381467,5.4,0,High school graduate,No,21,Non-binary,-,-,,0,3,"[8, 9, 8, 8, 3, 3, 5, 7, 5, 6]","[28, 9, -46, 50, 45, 21, 45, 45, 41, 48]",286.0,28.6,"[28, 9, -46, 50, 47, 15, 41, 41, 37, 48]",0.6137,"[0.444, 0.4, 0.444, 0.444, 1.0, 1.0, 0.667, 0.5, 0.667, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
106,1,actionfeedback,2020-09-28 22:07:17.499245,2020-09-28 22:15:37.588709,2020-09-28 22:25:00.795207,17.3,0,High school graduate,No,52,Female,-,-,More than 20 minutes should have been allowed to complete the game.,4,3,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[-1, 0, 0, 0, 23, 0, -1, 47, -1, 23]",90.0,9.0,"[-45, -48, 50, -26, 13, -46, -17, 37, -49, 21]",0.15,"[0.25, 0.0, 0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.25, 0.25]","[3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 3.0, 3.0, 3.0]"
107,1,actionfeedback,2020-09-28 22:02:00.867289,2020-09-28 22:05:00.289975,2020-09-28 22:08:29.832243,6.2,0,College degree,No,52,Male,-,-,No comments!,0,4,"[2, 1, 1, 3, 2, 2, 1, 2, 2, 1]","[22, 47, 23, 21, 22, 22, 47, 22, -2, 23]",247.0,24.7,"[14, 45, 17, 13, 28, 34, 45, 18, 30, 27]",0.45,"[0.5, 0.25, 0.25, 1.0, 0.5, 0.5, 0.25, 0.5, 0.5, 0.25]","[2.0, 3.0, 3.0, 0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
108,1,actionfeedback,2020-09-28 22:01:40.761294,2020-09-28 22:05:20.430506,2020-09-28 22:15:48.956104,13.8,0,College degree,No,48,female,-,-,no,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-56, -60, -20, 30, 24, -48, 26, 54, -34, 30]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
109,1,actionfeedback,2020-09-28 22:01:17.757238,2020-09-28 22:05:27.649704,2020-09-28 22:17:49.207906,16.4,0,High school graduate,Yes,23,male,-,-,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-42, -42, 28, -24, -24, 44, -52, -22, -48, -36]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
110,1,actionfeedback,2020-09-28 22:04:20.323214,2020-09-28 22:07:31.886239,2020-09-28 22:14:40.842598,10.0,0,High school graduate,No,44,female,-,-,,7,4,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, 0, 0, 0, 0, 0, 0]",-3.0,-0.3,"[23, 49, -19, 44, 24, -56, 14, 48, 42, -24]",0.075,"[0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
111,1,actionfeedback,2020-09-28 22:04:43.16018,2020-09-28 22:07:40.881028,2020-09-28 22:11:26.200423,6.5,0,College degree,No,47,male,-,-,-,0,4,"[5, 8, 10, 8, 10, 9, 9, 6, 5, 5]","[7, 44, 32, 40, 14, 39, 33, 44, 23, 41]",317.0,31.7,"[-17, 40, 32, 40, 14, 39, 33, 44, 31, 49]",0.4077,"[0.0, 0.444, 0.364, 0.2, 0.364, 0.4, 0.4, 0.571, 0.667, 0.667]","[4.0, 0, 0, 2.0, 0, 0, 0, 0, 0, 0]"
112,1,actionfeedback,2020-09-28 22:04:12.295039,2020-09-28 22:08:37.75784,2020-09-28 22:12:10.671943,7.6,0,College degree,No,41,Female,-,-,,0,4,"[9, 6, 8, 12, 12, 6, 7, 8, 7, 6]","[9, 36, 12, 14, 12, 36, 35, 12, 41, 20]",227.0,22.7,"[9, 36, 12, 14, 12, 36, 35, 12, 41, 20]",0.4617,"[0.4, 0.571, 0.444, 0.308, 0.308, 0.571, 0.5, 0.444, 0.5, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113,1,actionfeedback,2020-09-28 22:01:27.555111,2020-09-28 22:08:50.1917,2020-09-28 22:17:17.438058,15.5,0,High school graduate,No,32,Female,-,-,It was interesting. My strategy didn't work until the end.,9,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, -2]",-2.0,-0.2,"[18, -38, -14, -50, 38, -24, 18, -30, 30, 28]",0.05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0]"
114,1,actionfeedback,2020-09-28 22:05:12.927079,2020-09-28 22:09:24.746594,2020-09-28 22:14:13.289189,8.7,0,College degree,No,23,Female,-,-,,1,4,"[0, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[0, 21, 21, 21, 45, 21, 45, 45, 45, 21]",285.0,28.5,"[-32, 17, 13, 23, 45, 19, 51, 39, 45, 13]",0.9,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115,1,actionfeedback,2020-09-28 22:07:19.393633,2020-09-28 22:11:21.439794,2020-09-28 22:14:02.934504,6.4,0,College degree,No,45,woman,-,-,,0,4,"[2, 2, 1, 2, 2, 1, 2, 1, 2, 2]","[-2, -2, 47, -2, 22, 23, 22, 47, 22, -2]",175.0,17.5,"[16, 22, 45, 30, 16, 23, 14, 39, 16, -48]",0.425,"[0.5, 0.5, 0.25, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5, 0.5]","[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0]"
116,1,actionfeedback,2020-09-28 22:09:47.674964,2020-09-28 22:12:19.204169,2020-09-28 22:14:41.555848,4.8,0,College degree,No,34,Male,-,-,None,0,4,"[3, 3, 4, 4, 4, 3, 5, 4, 4, 4]","[45, 21, 28, 44, 48, 21, 23, 22, 42, 22]",316.0,31.6,"[51, 15, 24, 38, 44, 21, 27, 26, 38, 14]",0.8,"[1.0, 1.0, 0.8, 0.8, 0.8, 1.0, 0.667, 0.8, 0.333, 0.8]","[0, 0, 0, 0, 0, 0, 0, 0, 2.0, 0]"
117,1,actionfeedback,2020-09-28 22:31:28.571419,2020-09-28 22:33:47.824033,2020-09-28 22:36:25.712809,4.8,0,College degree,Yes,33,male,-,-,,0,4,"[4, 9, 3, 7, 3, 6, 1, 6, 8, 12]","[24, 33, 45, 51, 45, 12, 47, 16, 10, 12]",295.0,29.5,"[24, 33, 51, 51, 37, 12, 47, 16, 10, 12]",0.5187,"[0.143, 0.4, 1.0, 0.5, 1.0, 0.571, 0.25, 0.571, 0.444, 0.308]","[3.0, 0, 0, 0, 0, 0, 3.0, 0, 0, 0]"
118,1,actionfeedback,2020-09-28 23:49:14.998553,2020-09-28 23:53:14.997645,2020-09-28 23:58:08.008275,8.6,0,College degree,No,23,Female,-,-,After doing this task I think the best way to make the money the most money is to check all the nodes of the first move and then check nodes at the second level of the 2 best paths.,0,4,"[6, 7, 5, 4, 5, 5, 5, 5, 4, 5]","[44, 39, 21, 0, 45, 17, 21, 17, 52, 39]",295.0,29.5,"[40, 43, 17, -52, 41, 25, 9, 13, 56, 43]",0.5739,"[0.571, 0.5, 0.667, 0.333, 0.667, 0.667, 0.667, 0.667, 0.333, 0.667]","[0, 0, 0, 2.0, 0, 0, 0, 0, 2.0, 0]"
119,1,actionfeedback,2020-09-28 22:31:52.581076,2020-09-28 22:36:32.31248,2020-09-28 22:42:19.783561,10.3,0,College degree,No,27,Female,-,-,It would help workers be more motivated if they knew exactly how the bonus is calculated,0,4,"[1, 1, 1, 3, 3, 3, 5, 3, 1, 5]","[1, 3, 23, 21, 45, 45, 41, 21, 47, 41]",288.0,28.8,"[-55, -37, 27, 19, 45, 43, 45, 21, 49, 37]",0.5834,"[0.0, 0.0, 0.25, 1.0, 1.0, 1.0, 0.667, 1.0, 0.25, 0.667]","[4.0, 4.0, 3.0, 0, 0, 0, 0, 0, 3.0, 0]"
120,1,actionfeedback,2020-09-28 23:11:38.677862,2020-09-28 23:17:35.595103,2020-09-28 23:21:23.879931,9.5,0,High school graduate,No,57,female,-,-,,0,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[47, 47, 23, 47, -1, -1, 47, -1, -1, 47]",254.0,25.4,"[47, 41, 47, 39, 45, 49, 41, -17, -37, 53]",0.25,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
121,1,actionfeedback,2020-09-28 23:07:14.971496,2020-09-28 23:20:30.038786,2020-09-28 23:24:33.855186,17.0,0,College degree,No,53,Female,-,-,,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[21, 45, 21, 45, 45, 45, 45, 21, 45, 21]",354.0,35.4,"[23, 39, 29, 43, 51, 57, 25, 31, 55, 23]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122,1,actionfeedback,2020-09-28 23:15:26.447669,2020-09-28 23:20:45.587651,2020-09-28 23:25:36.742302,10.0,0,College degree,No,44,female,-,-,,0,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 23, 23, 23, -1, 47, 47, 23, -1, -1]",182.0,18.2,"[25, 35, 11, 15, -61, 47, 47, 23, 17, 53]",0.25,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
123,1,actionfeedback,2020-09-28 23:21:40.23633,2020-09-28 23:27:35.702549,2020-09-28 23:31:33.087829,9.4,0,High school graduate,No,25,male,-,-,,0,4,"[4, 5, 9, 8, 5, 7, 12, 5, 5, 5]","[0, 23, 41, 38, 47, -51, 14, 23, -31, 47]",151.0,15.1,"[20, 31, 33, 34, 43, -43, 14, 31, -27, 39]",0.532,"[0.333, 0.667, 0.4, 0.444, 0.667, 0.5, 0.308, 0.667, 0.667, 0.667]","[2.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124,1,actionfeedback,2020-09-28 23:24:10.765544,2020-09-28 23:28:46.654169,2020-09-28 23:37:50.722691,13.3,0,College degree,No,65,Female,-,-,,0,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, 3, 23, 47, -1, 23, -1, 23, 23]",138.0,13.8,"[-37, 23, -43, 29, 47, -47, -19, -15, 17, 13]",0.175,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
125,1,actionfeedback,2020-09-28 23:27:41.541272,2020-09-28 23:33:13.955271,2020-09-28 23:42:52.129171,14.7,0,High school graduate,No,34,Female,-,-,,3,4,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 47, -1, 23, 23, 23, -1, -1]",113.0,11.3,"[-22, 24, -54, 45, -51, 17, 17, 17, 19, -45]",0.175,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
126,1,actionfeedback,2020-09-28 23:30:43.668632,2020-09-28 23:35:24.956199,2020-09-28 23:40:04.867816,8.9,0,College degree,No,43,female,-,-,It was interesting and fun.  Thank you. ,3,4,"[2, 0, 0, 0, 2, 2, 1, 1, 2, 3]","[22, 0, 0, 0, -2, 22, 47, 47, -2, 21]",155.0,15.5,"[18, 20, 42, -42, 16, 30, 49, 53, 36, 15]",0.35,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.25, 0.25, 0.5, 1.0]","[2.0, 4.0, 4.0, 4.0, 2.0, 2.0, 3.0, 3.0, 2.0, 0]"
127,1,actionfeedback,2020-09-28 23:34:08.190494,2020-09-28 23:37:42.094891,2020-09-28 23:44:39.112064,10.3,0,College degree,No,34,female,-,-,Good luck with your study! There was probably an easy pattern I just didn't see so I feel like I guessed kind of terribly? But I gave it my best.,1,4,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[47, -1, 23, -1, 47, -1, 23, 0, -1, -1]",135.0,13.5,"[47, 29, -21, -43, 43, -21, 29, 40, 17, -45]",0.225,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.25, 0.25]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 3.0, 3.0]"
128,1,actionfeedback,2020-09-28 23:23:37.314391,2020-09-28 23:38:15.021086,2020-09-28 23:43:30.110063,19.6,0,College degree,Yes,64,Female,-,-,,0,4,"[1, 3, 1, 1, 3, 2, 2, 1, 3, 2]","[23, -27, 47, 23, 21, 14, 22, 23, 45, 22]",213.0,21.3,"[31, -25, 45, 15, 33, 10, 26, 15, 37, 28]",0.52,"[0.25, 1.0, 0.25, 0.25, 1.0, 0.2, 0.5, 0.25, 1.0, 0.5]","[3.0, 0, 3.0, 3.0, 0, 3.0, 2.0, 3.0, 0, 2.0]"
129,1,actionfeedback,2020-09-28 23:39:16.563621,2020-09-28 23:41:12.567027,2020-09-28 23:43:56.863335,4.6,0,College degree,Yes,21,Male,-,-,,0,4,"[8, 6, 12, 5, 6, 6, 12, 12, 9, 4]","[40, 40, 8, 49, 16, 20, -48, 46, 35, 44]",250.0,25.0,"[40, 40, 8, 49, 16, 20, -48, 46, 35, 44]",0.3557,"[0.091, 0.571, 0.308, 0.286, 0.571, 0.571, 0.308, 0.308, 0.4, 0.143]","[3.0, 0, 0, 2.0, 0, 0, 0, 0, 0, 3.0]"
130,1,actionfeedback,2020-09-28 23:44:56.001175,2020-09-28 23:48:47.663136,2020-09-28 23:51:36.033622,6.4,0,College degree,No,32,Female,-,-,none,0,4,"[5, 4, 3, 3, 3, 3, 9, 5, 3, 3]","[27, 48, 45, 21, 45, 45, 9, 39, 21, 45]",345.0,34.5,"[29, 46, 35, 29, 47, 45, 9, 41, 13, 45]",0.8534,"[0.667, 0.8, 1.0, 1.0, 1.0, 1.0, 0.4, 0.667, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,1,actionfeedback,2020-09-28 23:45:37.089756,2020-09-28 23:51:54.488912,2020-09-28 23:54:58.030117,9.1,0,High school graduate,Yes,34,Male,-,-,No comments/feedback,0,4,"[6, 8, 6, 7, 6, 6, 5, 5, 5, 5]","[-28, 50, 24, 41, 42, 26, 41, 17, 17, 23]",253.0,25.3,"[-28, 50, 24, 41, 42, 26, 49, 25, 21, 15]",0.5896,"[0.571, 0.444, 0.571, 0.5, 0.571, 0.571, 0.667, 0.667, 0.667, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132,1,actionfeedback,2020-09-28 22:10:43.345777,2020-09-28 22:14:23.164744,2020-09-28 22:19:48.536034,8.9,0,High school graduate,No,46,Male,-,-,,1,3,"[0, 3, 3, 3, 3, 3, 3, 10, 3, 3]","[0, 21, 45, 21, 21, 21, 45, -46, 45, 45]",218.0,21.8,"[-42, 29, 35, 33, 23, 9, 45, -46, 45, 39]",0.8364,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.364, 1.0, 1.0]","[4.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133,1,actionfeedback,2020-09-28 23:57:04.763423,2020-09-29 00:05:56.369146,2020-09-29 00:10:46.912131,6.7,0,High school graduate,Yes,22,Male,-,-,,0,4,"[2, 3, 6, 8, 9, 12, 8, 12, 6, 8]","[54, 17, 14, -30, 7, 8, 24, 6, 38, 40]",178.0,17.8,"[56, 13, 16, -30, -25, 8, 24, 6, 34, 40]",0.3857,"[0.2, 0.167, 0.571, 0.444, 0.4, 0.308, 0.444, 0.308, 0.571, 0.444]","[3.0, 3.0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,1,actionfeedback,2020-09-29 00:19:38.016682,2020-09-29 00:23:14.655067,2020-09-29 00:26:42.830109,6.6,0,College degree,Yes,45,Male,-,-,,0,4,"[3, 5, 5, 9, 5, 12, 9, 9, 9, 5]","[23, 21, 41, 51, 23, 18, 9, 39, 45, 21]",291.0,29.1,"[19, 13, 45, 51, 15, 18, 9, 39, 45, 17]",0.4743,"[0.167, 0.667, 0.667, 0.4, 0.667, 0.308, 0.4, 0.4, 0.4, 0.667]","[3.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
135,1,actionfeedback,2020-09-28 22:07:29.128564,2020-09-28 22:09:46.305818,,-,0,-,-,-,-,-,-,-,1,6,"[0, 1, 1, 1, 1, 1]","[0, -1, -1, -1, -1, 23]",19.0,3.1666666666666665,"[-22, 53, 45, -23, -19, 17]",0.2083,"[0.0, 0.25, 0.25, 0.25, 0.25, 0.25]","[4.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
136,1,actionfeedback,2020-09-28 22:06:57.538143,2020-09-28 22:10:03.347745,,-,0,-,-,-,-,-,-,-,0,6,[5],[27],27.0,27.0,[31],0.667,[0.667],[0]
137,1,actionfeedback,2020-09-28 22:26:09.406551,2020-09-28 22:31:01.483385,,-,0,-,-,-,-,-,-,-,0,6,[],[],0.0,,[],,[],[]
138,1,actionfeedback,2020-09-28 23:46:35.482203,2020-09-28 23:52:41.950274,,-,0,-,-,-,-,-,-,-,0,6,[3],[-1],-1.0,-1.0,[35],0.0,[0.0],[4.0]
139,1,actionfeedback,2020-09-28 23:11:19.392959,2020-09-28 23:16:41.808673,2020-09-28 23:20:27.4257,8.9,0,College degree,No,51,male,-,-,,0,4,"[9, 8, 5, 9, 6, 5, 5, 9, 7, 5]","[39, 40, 47, 11, 42, 23, 17, 9, 31, 23]",282.0,28.2,"[39, 40, 43, 11, 42, 31, 21, 9, 31, 31]",0.5383,"[0.4, 0.444, 0.667, 0.4, 0.571, 0.667, 0.667, 0.4, 0.5, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
140,1,actionfeedback,2020-09-28 22:31:12.631332,2020-09-28 22:34:38.451409,2020-09-28 22:38:11.804863,6.7,0,College degree,No,43,Male,-,-,,0,4,"[3, 2, 1, 3, 3, 3, 3, 3, 3, 3]","[21, 22, 23, 45, 45, 21, 21, 45, 21, 45]",309.0,30.9,"[27, 22, 13, 41, 51, 15, 21, 33, 15, 47]",0.875,"[1.0, 0.5, 0.25, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 2.0, 3.0, 0, 0, 0, 0, 0, 0, 0]"
141,1,actionfeedback,2020-09-28 23:06:14.422506,2020-09-28 23:13:39.362712,2020-09-28 23:18:06.070471,11.5,0,College degree,No,51,Male,-,-,None,0,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 47, 23, 47, 47, -1, -1, -1, 23, 23]",206.0,20.6,"[-49, 37, 27, 17, 45, 53, -45, 11, 29, 35]",0.25,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
142,1,actionfeedback,2020-09-28 22:50:04.069406,2020-09-28 23:11:47.627747,2020-09-28 23:19:06.75725,20.2,0,College degree,No,71,Female,-,-,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-12, 24, 38, 12, -30, 32, 48, 36, -14, -44]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
143,1,actionfeedback,2020-09-28 22:33:33.63187,2020-09-28 22:38:26.131223,2020-09-28 22:41:44.108028,7.6,0,College degree,No,39,Female,-,-,,0,4,"[8, 11, 6, 7, 9, 6, 5, 5, 5, 5]","[24, -47, 44, 49, 9, 48, 17, 45, 23, 17]",229.0,22.9,"[24, -47, 44, 51, 9, 48, 25, 41, 15, 21]",0.5487,"[0.444, 0.333, 0.571, 0.5, 0.4, 0.571, 0.667, 0.667, 0.667, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,1,actionfeedback,2020-09-28 22:35:26.968316,2020-09-28 22:38:34.897147,2020-09-28 22:41:01.089658,5.3,0,College degree,Yes,40,Male,-,-,,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[45, 45, 45, 45, 45, 45, 21, 45, 45, 45]",426.0,42.6,"[45, 47, 45, 45, 39, 43, 23, 39, 39, 41]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
145,1,actionfeedback,2020-09-28 22:37:30.090958,2020-09-28 22:42:10.324486,2020-09-28 22:45:23.783265,7.5,0,College degree,No,26,Female,-,-,,0,4,"[4, 3, 3, 9, 5, 6, 7, 4, 7, 4]","[16, 45, 45, 9, 39, -46, 21, 20, 51, 44]",244.0,24.4,"[14, 47, 37, 9, 43, -44, 17, 14, 51, 50]",0.6571,"[0.333, 1.0, 1.0, 0.4, 0.667, 0.571, 0.5, 0.8, 0.5, 0.8]","[2.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
146,1,actionfeedback,2020-09-28 22:15:42.076196,2020-09-28 22:42:50.400758,2020-09-28 22:53:08.754905,34.9,0,College degree,No,41,female,-,-,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[48, -30, 20, -20, 48, -52, -30, 30, 32, -40]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
