pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,pa_mean,pa_complete,pa_et
53,0,flowchart,2020-09-28 23:21:28.52624,2020-09-28 23:27:45.286764,2020-09-28 23:32:14.335567,10.5,1,College degree,No,23,Female,Yes,"Click on the undiscovered root nodes to see which has the highest outcome, then continue down that route until you reach the end",,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[21, -51, 21, 45, 21, 21, 21, 21, -27, 45]",138.0,13.8,"[23, -63, 13, 39, 17, 23, 29, 15, -37, 39]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
54,0,flowchart,2020-09-28 23:21:43.097834,2020-09-28 23:31:41.680974,2020-09-28 23:39:18.327726,17.4,3,College degree,No,28,male,yes,The goal is to obtain the highest positive value when climbing up the tree. Click on the nodes to uncover the values. ,,0,4,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[38, 26, -26, 34, 36, 46, -60, 30, 8, 10]",142.0,14.2,"[38, 26, -26, 34, 36, 46, -60, 30, 8, 10]",0.308,"[0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
55,0,flowchart,2020-09-28 23:26:15.534469,2020-09-28 23:37:19.162381,2020-09-28 23:41:31.074082,14.8,3,College degree,Yes,-,-,-,-,"Before the last page I was completing the answers and the final page came up before I clicked next for the final page.  It was not intentional on my part to omit the second to last page. Please don't penalize me. I will do the survey again if necessary.  Thank you.

/Lynette

PS this was one of the most fun HITs I've ever done!",0,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 47, 47, -1, -1, 23, -1, -1]",110.0,11.0,"[29, 41, -61, 39, 47, 39, 49, 19, 41, 27]",0.25,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
56,0,flowchart,2020-09-28 23:23:18.0892,2020-09-28 23:39:17.253946,2020-09-28 23:43:24.092291,19.7,5,High school graduate,No,55,female,Not really.. it was a bit confusing,I don't know,,4,4,"[3, 0, 0, 0, 0, 3, 3, 6, 3, 3]","[5, 0, 0, 0, 0, 21, 21, 38, 45, 45]",175.0,17.5,"[23, 50, 50, -18, 42, -21, 25, 34, 39, 39]",0.3738,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.167, 0.571, 1.0, 1.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 0, 3.0, 0, 0, 0]"
57,0,flowchart,2020-09-28 23:37:02.753207,2020-09-28 23:47:09.361028,2020-09-28 23:51:53.447886,14.2,1,College degree,No,-,-,-,-,"It was frustrating that there was no recovery on an accidental key strike. Also, the follow question screen advanced as I was typing in my answers.",0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[21, 45, 45, 45, 21, 45, 21, 45, 21, -27]",282.0,28.2,"[-43, 47, 37, 45, 15, 41, 25, 51, 13, -25]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
58,0,flowchart,2020-09-28 22:35:38.238534,2020-09-28 22:39:49.776026,2020-09-28 22:45:22.778845,9.4,1,College degree,No,32,female,I have to admit that I had a hard time figuring out the strategy at times.,It seems like it was based on the likelihood of getting a negative result depending on what direction you had the monkey go in.,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[36, -32, -60, -24, 52, 48, -54, -52, -36, 16]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
59,0,flowchart,2020-09-29 00:31:42.793561,2020-09-29 00:38:39.241129,2020-09-29 00:46:29.603595,14.5,1,College degree,No,34,female,I think I understood.,"if it's red, go the other way.",,0,4,"[1, 4, 2, 5, 4, 4, 4, 5, 3, 4]","[3, -4, 2, -1, 0, 0, 2, -5, 1, 8]",6.0,0.6,"[-43, 38, 34, 21, 46, -44, 38, 23, -45, 24]",0.0411,"[0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.286, 0.0, 0.0]","[4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 2.0, 4.0, 4.0]"
60,0,flowchart,2020-09-28 22:05:32.186155,2020-09-28 22:09:21.388943,,-,1,-,-,-,-,-,-,-,10,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-26, -48, 36, -58, 28, 42, 24, 18, 24, 18]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
61,0,flowchart,2020-09-28 23:10:20.010634,2020-09-28 23:28:47.740842,2020-09-28 23:35:12.684776,24.3,7,College degree,No,47,male,"somewhat, the strategy did not change from, if unselected root then click",find the highest root and continue higher in the tree from that root,,0,4,"[9, 6, 6, 4, 7, 9, 5, 4, 4, 3]","[45, 30, 20, 24, 31, 39, 39, 40, 12, 21]",301.0,30.1,"[45, 30, 20, 28, 31, 39, 39, 38, 10, 23]",0.6509,"[0.4, 0.571, 0.571, 0.8, 0.5, 0.4, 0.667, 0.8, 0.8, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
62,0,flowchart,2020-09-28 23:07:00.667274,2020-09-28 23:13:24.673816,2020-09-28 23:18:30.294107,11.2,1,College degree,Yes,40,male,Yes I'm pretty sure I understood it,Check out all values to make the best choices,no comments,0,4,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[-26, 38, 6, 14, 30, 30, 10, 36, 20, 30]",188.0,18.8,"[-26, 38, 6, 14, 30, 30, 10, 36, 20, 30]",0.308,"[0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
63,0,flowchart,2020-09-29 00:20:31.945402,2020-09-29 00:26:32.960018,2020-09-29 00:32:58.842914,12.2,1,College degree,No,-,-,-,-,"I apologize, the screen skipped forward on the second to last page before I could answer. Below are my answers for that page 
1. Yes I understood the flowchart. 
2. The strategy was to reveal your root amount of money for starting the tree. 
3. Age is 28.
4. Gender is female. I may not recall this last question correctly.",0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[45, 45, 45, -51, 45, 21, 21, 21, 21, -27]",186.0,18.6,"[35, 35, 39, -53, 33, 15, 15, 9, 29, -25]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
64,0,flowchart,2020-09-28 23:06:42.621326,2020-09-28 23:10:55.578284,2020-09-28 23:16:57.795878,10.0,1,College degree,No,25,Female,Yes,Simple and what I would do. Click all the nodes to reveal them before moving,,0,4,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[38, 8, 38, 10, 6, -26, 36, -40, 36, 6]",112.0,11.2,"[38, 8, 38, 10, 6, -26, 36, -40, 36, 6]",0.308,"[0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
65,0,flowchart,2020-09-28 23:08:05.753507,2020-09-28 23:13:01.578798,2020-09-28 23:16:51.000404,8.4,1,College degree,No,32,male,Yes,"If the answer to the question is yes, click, if no don't click",,0,4,"[6, 3, 3, 3, 3, 3, 9, 3, 3, 3]","[42, 21, 45, 45, 21, 45, 39, 45, 45, 21]",369.0,36.9,"[40, 13, 47, 37, 17, 45, 39, 35, 43, 11]",0.8971,"[0.571, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66,0,flowchart,2020-09-28 22:29:54.285095,2020-09-28 22:42:23.077295,2020-09-28 22:48:42.515493,18.5,2,College degree,No,45,female,I don't think I grasped the tools used for the strategy of gaining the most amount but I didn't know you could click multiple unobserved nodes. ,"Confusing. Basically it made no sense to each move you made, if it's unobserved, which all of mine were until I clicked on them, once clicking then you move. If you don't click you just move, it made not much sense. ","Very interesting, thanks!",1,4,"[0, 1, 1, 1, 3, 2, 8, 12, 11, 5]","[0, 23, 23, 23, 21, 22, 42, -48, -25, 45]",126.0,12.6,"[-14, 29, 31, 29, 15, 10, 28, -48, -25, 41]",0.346,"[0.0, 0.25, 0.25, 0.25, 1.0, 0.5, 0.444, 0.308, 0.333, 0.125]","[4.0, 3.0, 3.0, 3.0, 0, 2.0, 0, 0, 0, 3.0]"
67,0,flowchart,2020-09-28 22:37:15.565809,2020-09-28 22:43:08.503798,2020-09-28 22:46:34.242622,9.2,2,College degree,No,26,Female. ,Yes,"I would describe to my friend the process of examining the ""root nodes"" first and then choosing the best option. The root nodes were typically he greatest gamble so using the clicks to get those first was the best strategy. ",,0,4,"[3, 3, 4, 3, 2, 1, 3, 1, 1, 1]","[21, 21, 20, 41, -2, 23, 21, 23, 23, 47]",238.0,23.8,"[9, 13, 20, 45, 24, 15, 17, 21, 31, 45]",0.5,"[1.0, 1.0, 0.333, 0.167, 0.5, 0.25, 1.0, 0.25, 0.25, 0.25]","[0, 0, 2.0, 3.0, 2.0, 3.0, 0, 3.0, 3.0, 3.0]"
68,0,flowchart,2020-09-28 22:37:58.256795,2020-09-28 22:45:05.806774,2020-09-28 22:48:29.392052,10.2,2,College degree,No,-,-,-,-,The flowchart was confusing. I tried answering your open ended questions and it just sent me to the next page before I was able to complete my answers. ,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[45, 45, 21, 45, 21, -27, 21, 21, 45, 21]",258.0,25.8,"[45, 45, 21, 39, 17, -25, 29, 21, 45, 9]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
69,0,flowchart,2020-09-28 22:30:23.878507,2020-09-28 22:45:20.362889,2020-09-28 22:48:35.300789,17.7,4,College degree,Yes,-,-,-,-,,0,4,"[3, 2, 2, 3, 5, 1, 2, 2, 3, 2]","[17, 26, 14, 1, 35, 23, 46, 46, 21, -2]",227.0,22.7,"[9, 22, 12, -43, 39, -15, 40, 52, 15, -32]",0.1942,"[0.167, 0.2, 0.2, 0.0, 0.125, 0.25, 0.2, 0.2, 0.4, 0.2]","[3.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 3.0, 2.0, 3.0]"
70,0,flowchart,2020-09-28 22:38:49.812507,2020-09-28 22:45:25.536031,2020-09-28 22:48:13.520495,9.2,3,College degree,No,24,female,yeah ,you click on the roots to find the best line of action,,0,4,"[6, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[38, 45, -27, 45, 45, 21, 45, 21, 45, 45]",323.0,32.3,"[36, 39, -25, 45, 45, 13, 41, 21, 45, 33]",0.9571,"[0.571, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
71,0,flowchart,2020-09-28 22:40:36.861966,2020-09-28 22:45:35.296528,2020-09-28 22:50:29.877935,9.6,1,College degree,No,25,Female,I believe so,The strategy was attempting to show me how I can maximize the money the monkey can collect by allowing me to know how much each node was worth before the monkey started climbing.,No,0,4,"[10, 4, 6, 8, 6, 6, 6, 3, 10, 6]","[-38, 44, 30, 42, 36, 54, 42, 21, -48, 16]",199.0,19.9,"[-38, 44, 30, 42, 36, 54, 42, 23, -48, 16]",0.517,"[0.364, 0.143, 0.571, 0.444, 0.571, 0.571, 0.571, 1.0, 0.364, 0.571]","[0, 3.0, 0, 0, 0, 0, 0, 0, 0, 0]"
72,0,flowchart,2020-09-28 22:39:58.443789,2020-09-28 22:45:36.733619,2020-09-28 22:50:28.017414,10.2,1,College degree,No,27,Female,Not really.,I just kept telling me that if the root was unobserved I should click it but you can't click roots!,,0,4,"[12, 6, 4, 8, 7, 10, 4, 4, 6, 4]","[38, 18, 42, -22, 43, 36, 26, 44, 20, 44]",289.0,28.9,"[38, 18, 42, -22, 43, 36, 26, 44, 20, -36]",0.3242,"[0.308, 0.571, 0.143, 0.444, 0.222, 0.364, 0.143, 0.143, 0.571, 0.333]","[0, 0, 3.0, 0, 2.0, 0, 3.0, 3.0, 0, 2.0]"
73,0,flowchart,2020-09-28 22:34:58.866939,2020-09-28 22:42:31.635855,2020-09-28 22:46:45.110729,11.5,1,College degree,No,47,Female,Yes,Go with the best option from level 1.,,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[45, 21, 21, 21, 21, 45, 45, -27, 21, 21]",234.0,23.4,"[43, 17, 15, 21, 33, 47, 39, -31, 33, 19]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
74,0,flowchart,2020-09-28 22:42:27.619911,2020-09-28 22:45:59.313132,2020-09-28 22:49:53.765948,7.2,1,College degree,No,27,Female,No because it seemed to say the same thing for every level.,The strategy was to always uncover all of the bubbles.,,1,4,"[3, 8, 11, 10, 7, 3, 0, 11, 12, 12]","[31, 28, 43, 34, 37, 33, 0, 11, 26, 36]",279.0,27.9,"[31, 28, 43, 32, 15, 33, 44, -41, 24, 36]",0.2402,"[0.167, 0.2, 0.333, 0.364, 0.222, 0.167, 0.0, 0.333, 0.308, 0.308]","[3.0, 2.0, 0, 0, 2.0, 3.0, 4.0, 0, 0, 0]"
75,0,flowchart,2020-09-28 23:00:16.48555,2020-09-28 23:05:13.950119,2020-09-28 23:09:48.992757,9.2,1,College degree,No,36,male,I understood the strategy.,The strategy was to find the highest number in the root and follow that.,,0,4,"[4, 6, 9, 6, 9, 9, 12, 7, 12, 9]","[32, 30, 23, 42, 39, 39, 8, 35, -50, 39]",237.0,23.7,"[32, 30, 23, 42, 39, 39, 8, 35, -50, 39]",0.4001,"[0.143, 0.571, 0.4, 0.571, 0.4, 0.4, 0.308, 0.5, 0.308, 0.4]","[3.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
76,0,flowchart,2020-09-28 22:39:02.315511,2020-09-28 22:45:37.090498,2020-09-28 22:53:27.239001,14.0,1,College degree,No,55,Female,I think so,"Click on the green circles, follow those to get the monkey up the tree",,0,4,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[32, 36, 38, 42, 42, -34, 8, 10, 38, 48]",260.0,26.0,"[32, 36, 38, 42, 42, -34, 8, 10, 38, 48]",0.308,"[0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
77,0,flowchart,2020-09-28 22:52:50.128344,2020-09-28 22:56:54.51098,2020-09-28 23:00:34.43094,7.6,1,College degree,Yes,25,Male,Yes.,Click on the first circles you can in the bottom row.,"Fun and interesting HIT, thanks!",0,4,"[4, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[20, 45, -51, 45, 45, 45, 21, 45, 45, 21]",281.0,28.1,"[18, 45, -59, 45, 39, 35, 17, 39, 43, 29]",0.98,"[0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
78,0,flowchart,2020-09-28 22:53:29.184361,2020-09-28 22:59:50.358543,2020-09-28 23:03:27.66834,9.7,1,College degree,No,-,-,-,-,,0,4,"[12, 4, 3, 3, 3, 3, 3, 3, 3, 3]","[34, -28, 21, 21, 45, 45, 21, 45, 45, 45]",294.0,29.4,"[34, -26, 27, 13, 39, 45, 9, 35, 39, 51]",0.9108,"[0.308, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
79,0,flowchart,2020-09-28 22:46:40.349063,2020-09-28 22:54:50.717494,2020-09-28 22:59:27.600609,12.1,1,High school graduate,No,32,Female,I believe I understood it,Click all of the first spots the monkey can go to every single time,,0,4,"[4, 4, 6, 10, 5, 6, 6, 6, 8, 6]","[44, 44, 14, -38, 37, 36, 20, 20, -46, -28]",103.0,10.3,"[44, 44, 14, -38, 37, 36, 20, 20, -46, -28]",0.4235,"[0.143, 0.143, 0.571, 0.364, 0.286, 0.571, 0.571, 0.571, 0.444, 0.571]","[3.0, 3.0, 0, 0, 2.0, 0, 0, 0, 0, 0]"
80,0,flowchart,2020-09-28 22:46:47.965482,2020-09-28 22:53:12.726867,2020-09-28 22:58:29.030737,11.4,1,College degree,No,53,female,Yes,"If the base node is unobserved, you should click on it. Otherwise, you should not.",,0,4,"[3, 7, 5, 5, 5, 5, 7, 5, 5, 5]","[21, 21, 41, 23, 21, -27, 19, 45, 41, 41]",246.0,24.6,"[21, 25, 33, 27, 13, -19, 11, 41, 37, 37]",0.6669,"[1.0, 0.5, 0.667, 0.667, 0.667, 0.667, 0.5, 0.667, 0.667, 0.667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
81,0,flowchart,2020-09-28 22:46:14.960741,2020-09-28 22:51:38.78445,2020-09-28 22:56:18.762308,8.8,1,College degree,No,23,female,Yes,The strategy was to unveil a path that be most likely to gain a higher outcome.,,0,4,"[3, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[21, 38, 36, 6, 6, 36, 24, -48, 6, 30]",155.0,15.5,"[27, 24, 36, 6, 6, 36, 24, -48, 6, 30]",0.3772,"[1.0, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308, 0.308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
82,1,actionfeedback,2020-09-28 22:16:01.285108,2020-09-28 22:29:10.109204,2020-09-28 22:34:03.705431,17.4,0,College degree,No,68,man,-,-,,0,4,"[8, 6, 7, 6, 6, 3, 6, 6, 6, 7]","[40, 12, 41, 16, 36, 45, 36, 44, 26, 29]",325.0,32.5,"[40, 12, 41, 16, 36, 51, 36, 44, 26, 29]",0.587,"[0.444, 0.571, 0.5, 0.571, 0.571, 1.0, 0.571, 0.571, 0.571, 0.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
83,1,actionfeedback,2020-09-28 22:10:26.322179,2020-09-28 22:14:54.908581,2020-09-28 22:19:23.226305,8.7,0,High school graduate,Yes,23,female,-,-,-,0,4,"[3, 3, 12, 9, 7, 4, 4, 3, 2, 4]","[-11, 49, -60, 39, 19, 48, 24, 47, 46, 44]",245.0,24.5,"[-39, 41, -60, 39, 15, 40, 32, 43, 34, 46]",0.4542,"[0.167, 0.167, 0.308, 0.4, 0.5, 0.8, 0.8, 0.4, 0.2, 0.8]","[3.0, 3.0, 0, 0, 0, 0, 0, 2.0, 3.0, 0]"
84,1,actionfeedback,2020-09-28 22:08:40.333164,2020-09-28 22:15:21.446466,2020-09-28 22:19:35.160278,10.6,0,College degree,Yes,23,male,-,-,,3,4,"[1, 1, 1, 2, 3, 3, 0, 0, 0, 2]","[23, 47, 23, 22, -27, -27, 0, 0, 0, 22]",83.0,8.3,"[17, 53, 17, 34, -37, -25, -14, 16, -38, 18]",0.375,"[0.25, 0.25, 0.25, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5]","[3.0, 3.0, 3.0, 2.0, 0, 0, 4.0, 4.0, 4.0, 2.0]"
85,1,actionfeedback,2020-09-28 22:13:53.264034,2020-09-28 22:16:42.874041,2020-09-28 22:21:44.47077,7.7,0,College degree,Yes,25,Female,-,-,,4,4,"[0, 0, 0, 0, 3, 3, 3, 3, 3, 3]","[0, 0, 0, 0, 45, 21, 45, 21, 45, 21]",198.0,19.8,"[58, -26, 30, -42, 51, 15, 37, 19, 45, 9]",0.6,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 4.0, 0, 0, 0, 0, 0, 0]"
86,1,actionfeedback,2020-09-28 22:10:45.610116,2020-09-28 22:17:21.075137,2020-09-28 22:21:55.227893,10.9,0,College degree,No,26,male,-,-,,0,4,"[2, 2, 1, 2, 2, 2, 1, 2, 3, 1]","[22, 46, 47, 46, 22, 46, 47, 22, 21, 47]",366.0,36.6,"[34, 36, 47, 46, -50, 52, 41, 16, 23, 45]",0.475,"[0.5, 0.5, 0.25, 0.5, 0.5, 0.5, 0.25, 0.5, 1.0, 0.25]","[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 0, 3.0]"
87,1,actionfeedback,2020-09-28 22:12:50.873771,2020-09-28 22:18:00.605941,2020-09-28 22:22:15.659987,9.0,0,High school graduate,Yes,56,Male,-,-,,0,4,"[3, 3, 2, 3, 3, 3, 3, 3, 2, 3]","[45, 49, 46, -3, 21, -3, -1, 21, 22, 1]",198.0,19.8,"[55, 45, 38, 27, 15, 51, 19, 39, 22, -39]",0.42,"[0.4, 0.4, 0.5, 0.4, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
88,1,actionfeedback,2020-09-28 22:13:54.111067,2020-09-28 22:19:15.217409,2020-09-28 22:23:16.463245,9.1,0,College degree,No,46,Male,-,-,Have a pleasant day.,0,4,"[5, 4, 3, 3, 3, 3, 8, 3, 5, 7]","[49, 42, 21, 45, -27, 45, -46, 43, 45, 29]",246.0,24.6,"[49, 42, 15, 43, -23, 39, -46, 39, 37, 29]",0.6207,"[0.286, 0.143, 1.0, 1.0, 1.0, 1.0, 0.444, 0.167, 0.667, 0.5]","[2.0, 3.0, 0, 0, 0, 0, 0, 3.0, 0, 0]"
89,1,actionfeedback,2020-09-28 22:17:10.340594,2020-09-28 22:22:02.468979,2020-09-28 22:24:27.460804,7.0,0,College degree,No,36,female,-,-,,0,4,"[6, 6, 6, 6, 6, 6, 6, 6, 8, 6]","[38, 20, 36, 16, 42, 40, 48, 26, -46, 44]",264.0,26.4,"[38, 20, 36, 16, 42, 40, 48, 26, -46, 44]",0.5583,"[0.571, 0.571, 0.571, 0.571, 0.571, 0.571, 0.571, 0.571, 0.444, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90,1,actionfeedback,2020-09-28 22:24:10.606761,2020-09-28 22:29:40.980065,2020-09-28 22:32:52.039594,8.3,0,College degree,No,42,female,-,-,no,0,4,"[12, 4, 12, 5, 5, 11, 10, 6, 6, 9]","[-60, 38, -34, 23, 23, 39, 16, 42, 20, 9]",116.0,11.6,"[-60, 38, -34, 15, 31, 37, 16, 42, 20, 9]",0.4332,"[0.308, 0.143, 0.308, 0.667, 0.667, 0.333, 0.364, 0.571, 0.571, 0.4]","[0, 3.0, 0, 0, 0, 0, 0, 0, 0, 0]"
91,1,actionfeedback,2020-09-28 22:16:02.973914,2020-09-28 22:22:03.79354,2020-09-28 22:26:00.216565,9.3,0,High school graduate,No,23,female,-,-,,0,4,"[4, 6, 10, 12, 6, 9, 9, 12, 10, 9]","[32, 40, -46, 30, 24, 9, 39, -40, -24, 39]",103.0,10.3,"[32, 40, -46, 30, 24, 9, 39, -40, -24, 39]",0.3829,"[0.143, 0.571, 0.364, 0.308, 0.571, 0.4, 0.4, 0.308, 0.364, 0.4]","[3.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
92,1,actionfeedback,2020-09-28 22:19:46.959689,2020-09-28 22:22:16.616742,2020-09-28 22:25:17.651777,5.4,0,College degree,No,25,Male,-,-,,0,4,"[1, 3, 3, 2, 3, 1, 1, 3, 2, 1]","[23, 21, 45, -2, 21, 47, 47, 21, -2, 47]",268.0,26.8,"[11, 25, 45, 34, 15, 41, 53, 27, 20, 37]",0.6,"[0.25, 1.0, 1.0, 0.5, 1.0, 0.25, 0.25, 1.0, 0.5, 0.25]","[3.0, 0, 0, 2.0, 0, 3.0, 3.0, 0, 2.0, 3.0]"
93,1,actionfeedback,2020-09-28 22:14:34.607275,2020-09-28 22:22:29.949881,2020-09-28 22:29:20.05749,14.3,0,College degree,No,33,Female,-,-,That was fun!,0,4,"[12, 11, 10, 8, 11, 7, 8, 6, 11, 6]","[30, 9, 8, 18, 7, 43, 16, 42, -59, 38]",152.0,15.2,"[30, 9, 8, 18, 7, 43, 16, 42, -59, 38]",0.4201,"[0.308, 0.333, 0.364, 0.444, 0.333, 0.5, 0.444, 0.571, 0.333, 0.571]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94,1,actionfeedback,2020-09-28 22:18:59.046378,2020-09-28 22:22:59.421539,2020-09-28 22:27:26.017508,8.1,0,College degree,No,34,Female,-,-,,0,4,"[9, 9, 9, 8, 8, 6, 6, 8, 8, 6]","[-3, -11, 1, 36, 28, 48, 36, -22, 10, 14]",137.0,13.7,"[45, 37, -23, 36, 28, 48, 36, -22, 10, 14]",0.3489,"[0.0, 0.0, 0.0, 0.444, 0.444, 0.571, 0.571, 0.444, 0.444, 0.571]","[4.0, 4.0, 4.0, 0, 0, 0, 0, 0, 0, 0]"
95,1,actionfeedback,2020-09-28 22:21:56.366709,2020-09-28 22:26:05.723945,2020-09-28 22:31:17.801113,9.2,0,College degree,No,27,fuk,-,-,,0,4,"[8, 9, 12, 9, 10, 10, 12, 9, 10, 8]","[12, 29, 24, -29, 42, 32, 12, 19, -58, 12]",95.0,9.5,"[10, 29, 24, -31, 38, 32, 12, 23, -58, 12]",0.3796,"[0.444, 0.4, 0.308, 0.4, 0.364, 0.364, 0.308, 0.4, 0.364, 0.444]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96,1,actionfeedback,2020-09-28 22:08:48.045404,2020-09-28 22:14:06.736729,2020-09-28 22:18:15.591787,9.2,0,College degree,No,39,male,-,-,,0,4,"[6, 5, 12, 3, 6, 6, 6, 5, 7, 3]","[30, 47, -34, 45, 22, 36, -50, 45, 19, 1]",161.0,16.1,"[30, 43, -34, 51, 6, 36, -54, 41, 11, -15]",0.5426,"[0.571, 0.667, 0.308, 1.0, 0.571, 0.571, 0.571, 0.667, 0.5, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0]"
97,1,actionfeedback,2020-09-28 22:16:34.414723,2020-09-28 22:19:48.466945,2020-09-28 22:23:05.859795,6.4,0,College degree,No,24,Male,-,-,,0,4,"[12, 12, 12, 5, 5, 3, 5, 5, 6, 9]","[26, 14, 20, 23, 41, 21, 39, 17, 22, 39]",262.0,26.2,"[26, 14, 20, 31, 45, 33, 43, 13, 18, 39]",0.5563,"[0.308, 0.308, 0.308, 0.667, 0.667, 1.0, 0.667, 0.667, 0.571, 0.4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
