,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,40,50,75,100,200,300,400,500
increasing,"3,13E-24","1,96E-05","2,86E-05","0,0001715234083","0,000167011873333","0,000293395205209","0,000293395205209","0,000334413098184","0,000293361043243","0,028071113768912","0,028071053416106","0,028071032918926","0,028053835785252","0,029018002615896","0,02902376232336","0,084579297381736","0,084579317878915","0,084579304214129","0,084579304214129","0,084753010978745","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238","0,112525049546238"
decreasing,0,"4,91E-05","0,001031568758841","0,000143003941705","0,00015528895399","0,000256537529265","0,000151940606486","0,000204239067875","0,001110171564717","0,001182392546029","0,00118239228223","0,001542779233526","0,001194712749096","0,001182427736811","0,001841723396107","0,028287259841643","0,028287259841643","0,028545245099628","0,08301288127181","0,082593143352072","0,028713140267523","0,08276718102611","0,082761038519967","0,08276718102611","0,082761038519967","0,08276718102611","0,08276718102611","0,08276718102611","0,08276718102611","0,08276718102611","0,08276718102611","0,08276718102611","0,08276718102611","0,08276718102611","0,08276718102611","0,08276718102611","0,08276718102611","0,08276718102611"
constant,0,"1,39E-06","1,41E-06","0,019232211103882","0,019261202812339","0,019323974242298","0,019326159556984","0,019347530527396","0,019397497921113","0,019356188614889","0,019356188614889","0,057808969881692","0,019338736448999","0,019513515523941","0,057999460786215","0,058127260325541","0,019508014987545","0,058110721466672","0,038625007114886","0,057982516338467","0,058363994462691","0,07796028359023","0,116612900504565","0,116617271133936","0,116612900504565","0,116489066005731","0,116489066005731","0,116489066005731","0,116489066005731","0,116489066005731","0,116489066005731","0,116489066005731","0,116489066005731","0,116489066005731","0,116489066005731","0,116489066005731","0,116489066005731","0,116489066005731"
different,0,"5,54E-06","5,61E-06","1,08E-05","5,02E-05","7,74E-05","0,000107488459588","0,000109067179856","0,000218300461856","0,000378274136979","0,00038129330785","0,000220222408706","0,000566640366595","0,000228502894311","0,049355457501548","0,000590456089552","0,025062000804999","0,073517504803839","0,025140529999382","0,025140529999382","0,050282179652735","0,050282179652735","0,050119578026718","0,050282179652735","0,050119578026718","0,050119578026718","0,050119578026718","0,050119578026718","0,050119578026718","0,050119578026718","0,050119578026718","0,050119578026718","0,050119578026718","0,050119578026718","0,050119578026718","0,050119578026718","0,050119578026718","0,050119578026718"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
increasing,"8,87E-48","6,39E-07","3,51E-06","0,000150752819326","0,000331284840939","0,000332024445887","0,000338112701291","0,0003380942144","0,000335392033594","0,000338109002685","0,000342452436876","0,000340349015658","0,000340293711733","0,000340292216945","0,000387082257073","0,000385460263411","0,000385425722076","0,000386109866349","0,000386143696649","0,000391616850828","0,000393239555524","0,000391651012794","0,000391601492252","0,000392702624245","0,000392718992801","0,000392714568464","0,000392693408226","0,000392707516355","0,000397009892484","0,00039702372718","0,001312189517124","0,001310157422826","0,004684909709961","0,008040140972163","0,008195433835806","0,008195433572805","0,008195433572805","0,008195433572805"
decreasing,0,"1,71E-06","2,74E-05","2,74E-05","2,88E-05","4,23E-05","0,000145336562345","0,000145336562345","0,000145378900781","0,000158004222553","0,000159536873956","0,000159494535519","0,000167555773834","0,000167536284712","0,000167536284712","0,000186741537151","0,000174109360585","0,000186741537151","0,000195222127599","0,00020787244921","0,000205778511106","0,000205778511106","0,001111888794266","0,001112972658241","0,00115519819227","0,001172639216844","0,001160379628599","0,001180750849995","0,001180747293566","0,001191307233502","0,001191315162022","0,001661022143431","0,001781737493655","0,001781737493655","0,001781737493655","0,00178322780662","0,00178322780662","0,00178322780662"
constant,0,"1,65E-06","7,57E-06","8,1E-06","1,38E-05","1,55E-05","2,37E-05","2,66E-05","5,35E-05","5,5E-05","5,7E-05","8,33E-05","8,09E-05","8,61E-05","9,87E-05","0,000104080310511","0,000104800937744","0,000112030883582","0,00011410179354","9,07E-05","0,000121731806604","0,000122958510691","0,000100107620243","0,000119524513624","0,00011939765926","0,000119612060751","0,000119528384613","0,000120751321697","0,000102174105379","0,000102833851438","0,000129234303203","0,000154188188119","0,000219113124543","0,007516818643203","0,008460928260295","0,015999577551612","0,015999577551612","0,015999577551612"
