1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,40,50,75,100,200,300
0.0,1.6508914813999576e-06,7.566585956416471e-06,8.099686330618541e-06,1.3805892682048304e-05,1.547971321180105e-05,2.367684799791888e-05,2.6563451406616716e-05,5.3519674433718014e-05,5.497045785676646e-05,5.695955280136988e-05,8.33451551933284e-05,8.089174701958106e-05,8.607683863572125e-05,9.872220880227706e-05,0.00010408031051053962,0.00010480093774447727,0.00011203088358189614,0.00011410179353994015,9.069942411759493e-05,0.00012173180660413768,0.00012295851069101126,0.00010010762024290738,0.00011952451362418835,0.00011939765925980981,0.00011961206075090074,0.00011952838461340553,0.00012075132169656763,0.00010217410537851154,0.00010283385143778506,0.00012923430320279698,0.00015418818811869817,0.0002191131245427263,0.0075168186432027035,0.008460928260295203,0.01599957755161241
