pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,testingTrials
0,0,flowchart,2020-09-23 16:17:06.722939,2020-09-23 16:20:39.203154,,-,1,-,-,-,-,-,-,-,0,6,[],[],0.0,,[],[]
1,0,flowchart,2020-09-23 16:07:04.273675,2020-09-23 16:14:01.115184,2020-09-23 16:19:46.762834,12.3,1,College degree,No,31,Male,"I think so, it seemed to work really well based on my understanding of what to do.","I would tell them that the best course of action is to start at the top level and work your way down. Once you uncover a 48, it is safe to choose that path to move the monkey through the tree. ",I really enjoyed this study and found it both challenging and fun at the same time. Everything ran smoothly. ,0,4,"[12, 10, 5, 2, 1, 1, 5, 5, 12, 1]","[10, 26, 45, 46, 47, 47, 43, 43, 14, 47]",368.0,36.8,"[10, 26, 49, 48, 43, 41, 39, 31, 14, 55]","[{""stateRewards"": ["""", 2, -4, 24, 24, -4, 4, -24, -24, -2, 4, -24, -48], ""prs"": {""left"": 0, ""up"": -46, ""right"": -44}, ""trial_id"": 7862543089384343000, ""block"": ""testing"", ""trialIndex"": 3, ""score"": 10, ""simulationMode"": [null, null, null], ""rewards"": [2, -4, 24], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [37093, 245, 2379], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [37095, 37845, 40729], ""queries"": {""click"": {""state"": {""target"": [""9"", ""5"", ""1"", ""2"", ""6"", ""10"", ""7"", ""3"", ""11"", ""4"", ""12"", ""8""], ""time"": [10393, 11780, 12460, 15114, 15767, 16540, 19431, 21100, 23090, 26710, 32836, 35515]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 43677, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 10, ""time_elapsed"": 459045, ""internal_node_id"": ""0.0-2.0-1.0-0.0""}, {""stateRewards"": ["""", 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24], ""prs"": {""left"": -6, ""up"": 0, ""right"": -16}, ""trial_id"": 8950946188299295000, ""block"": ""testing"", ""trialIndex"": 4, ""score"": 26, ""simulationMode"": [null, null, null], ""rewards"": [4, 8, 24], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [24068, 300, 512], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [24072, 24877, 25895], ""queries"": {""click"": {""state"": {""target"": [""3"", ""7"", ""11"", ""8"", ""12"", ""4"", ""2"", ""6"", ""10"", ""5""], ""time"": [10774, 13242, 14341, 15735, 16440, 17160, 19233, 20104, 20702, 22112]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 28253, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 11, ""time_elapsed"": 488359, ""internal_node_id"": ""0.0-2.0-1.0-1.0""}, {""stateRewards"": ["""", 2, 4, -48, 48, -4, 4, -48, -48, 2, -4, 24, 48], ""prs"": {""left"": 0, ""up"": -102, ""right"": -8}, ""trial_id"": -5849434166602758000, ""block"": ""testing"", ""trialIndex"": 5, ""score"": 49, ""simulationMode"": [null, null, null], ""rewards"": [2, 4, 48], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [10368, 189, 539], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [10377, 11076, 12765], ""queries"": {""click"": {""state"": {""target"": [""3"", ""7"", ""11"", ""4"", ""1""], ""time"": [2297, 3074, 3748, 6157, 8999]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 14814, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 12, ""time_elapsed"": 504215, ""internal_node_id"": ""0.0-2.0-1.0-2.0""}, {""stateRewards"": ["""", 4, 8, -24, 24, -2, 4, -24, 48, 2, -8, 24, 48], ""prs"": {""left"": -14, ""up"": 0, ""right"": -8}, ""trial_id"": 8866052500453722000, ""block"": ""testing"", ""trialIndex"": 6, ""score"": 48, ""simulationMode"": [null, null, null], ""rewards"": [-2, 4, 48], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [12594, 280, 467], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [12596, 13383, 14355], ""queries"": {""click"": {""state"": {""target"": [""4"", ""8""], ""time"": [803, 1569]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 16276, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 13, ""time_elapsed"": 521541, ""internal_node_id"": ""0.0-2.0-1.0-3.0""}, {""stateRewards"": ["""", 4, -8, 24, 48, 4, -8, -24, 48, -2, -8, 24, -24], ""prs"": {""left"": 0, ""up"": 0, ""right"": -30}, ""trial_id"": 6608608155125090000, ""block"": ""testing"", ""trialIndex"": 7, ""score"": 43, ""simulationMode"": [null, null, null], ""rewards"": [4, -8, 48], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [2878, 182, 412], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [2881, 3572, 4490], ""queries"": {""click"": {""state"": {""target"": [""4""], ""time"": [867]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 10990, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 14, ""time_elapsed"": 533587, ""internal_node_id"": ""0.0-2.0-1.0-4.0""}, {""stateRewards"": ["""", -2, -4, 48, -48, 2, 4, -48, 24, 4, 8, -48, 48], ""prs"": {""left"": -18, ""up"": -30, ""right"": 0}, ""trial_id"": -2817098998670331000, ""block"": ""testing"", ""trialIndex"": 8, ""score"": 41, ""simulationMode"": [null, null, null], ""rewards"": [-2, -4, 48], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [5430, 339, 461], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [5439, 6288, 7258], ""queries"": {""click"": {""state"": {""target"": [""3""], ""time"": [802]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 9888, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 15, ""time_elapsed"": 544523, ""internal_node_id"": ""0.0-2.0-1.0-5.0""}, {""stateRewards"": ["""", 4, -4, -24, 24, 2, 4, -24, -48, 4, -8, 48, -48], ""prs"": {""left"": -20, ""up"": -62, ""right"": 0}, ""trial_id"": 4251687641687985000, ""block"": ""testing"", ""trialIndex"": 9, ""score"": 39, ""simulationMode"": [null, null, null], ""rewards"": [4, -8, 48], ""path"": [""0"", ""9"", ""10"", ""11""], ""rt"": [6729, 414, 431], ""delays"": [], ""actions"": [""right"", ""up"", ""left""], ""actionTimes"": [6731, 7651, 8591], ""queries"": {""click"": {""state"": {""target"": [""3"", ""4"", ""8"", ""7"", ""11""], ""time"": [596, 1547, 2294, 3437, 4300]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 10693, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 16, ""time_elapsed"": 556256, ""internal_node_id"": ""0.0-2.0-1.0-6.0""}, {""stateRewards"": ["""", 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48], ""prs"": {""left"": -48, ""up"": 0, ""right"": -66}, ""trial_id"": 2630443220538220000, ""block"": ""testing"", ""trialIndex"": 10, ""score"": 31, ""simulationMode"": [null, null, null], ""rewards"": [-4, -8, 48], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [5109, 298, 328], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [5111, 5917, 6752], ""queries"": {""click"": {""state"": {""target"": [""3"", ""7"", ""11"", ""12"", ""8""], ""time"": [591, 1397, 2076, 2747, 3627]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 10059, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 17, ""time_elapsed"": 567365, ""internal_node_id"": ""0.0-2.0-1.0-7.0""}, {""stateRewards"": ["""", -2, 4, 24, -24, -4, 4, -24, 24, -4, -8, -24, 24], ""prs"": {""left"": 0, ""up"": -2, ""right"": -14}, ""trial_id"": -3142242075455045000, ""block"": ""testing"", ""trialIndex"": 11, ""score"": 14, ""simulationMode"": [null, null, null], ""rewards"": [-2, 4, 24], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [15268, 196, 579], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [15270, 15971, 17056], ""queries"": {""click"": {""state"": {""target"": [""3"", ""4"", ""11"", ""12"", ""8"", ""7"", ""10"", ""6"", ""2"", ""1"", ""5"", ""9""], ""time"": [470, 2429, 3178, 3919, 4525, 5201, 6867, 7690, 8391, 9323, 9924, 10427]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 19467, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 18, ""time_elapsed"": 587874, ""internal_node_id"": ""0.0-2.0-1.0-8.0""}, {""stateRewards"": ["""", 4, 4, -48, 48, 4, 4, -24, -24, 2, -8, 48, -24], ""prs"": {""left"": 0, ""up"": -72, ""right"": -14}, ""trial_id"": 3802673927624508000, ""block"": ""testing"", ""trialIndex"": 12, ""score"": 55, ""simulationMode"": [null, null, null], ""rewards"": [4, 4, 48], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [1946, 234, 327], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [1948, 2689, 3523], ""queries"": {""click"": {""state"": {""target"": [""4""], ""time"": [478]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 12087, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 19, ""time_elapsed"": 601002, ""internal_node_id"": ""0.0-2.0-1.0-9.0""}]"
2,0,flowchart,2020-09-23 16:11:43.659499,2020-09-23 16:15:29.122329,2020-09-23 16:19:01.939426,6.9,1,College degree,No,31,female,no it did not make sense,I would just tell them to click randomly,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-36, -54, -18, -54, -54, -30, -56, -30, 52, 30]","[{""stateRewards"": ["""", 2, 8, -24, -48, -2, 8, 48, 24, 4, 8, -24, -48], ""prs"": {""left"": -68, ""up"": 0, ""right"": -66}, ""trial_id"": 7708577571422581000, ""block"": ""testing"", ""trialIndex"": 3, ""score"": -36, ""simulationMode"": [null, null, null], ""rewards"": [4, 8, -48], ""path"": [""0"", ""9"", ""10"", ""12""], ""rt"": [7666, 1442, 2458], ""delays"": [], ""actions"": [""right"", ""up"", ""right""], ""actionTimes"": [7681, 12120, 15104], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 18079, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 10, ""time_elapsed"": 232853, ""internal_node_id"": ""0.0-2.0-1.0-0.0""}, {""stateRewards"": ["""", -4, 8, 48, -24, -2, -4, 24, -48, 4, 4, 48, -48], ""prs"": {""left"": -4, ""up"": -38, ""right"": 0}, ""trial_id"": 7263244810589990000, ""block"": ""testing"", ""trialIndex"": 4, ""score"": -54, ""simulationMode"": [null, null, null], ""rewards"": [-2, -4, -48], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [2568, 847, 715], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [2585, 3952, 5184], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 10103, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 11, ""time_elapsed"": 244205, ""internal_node_id"": ""0.0-2.0-1.0-1.0""}, {""stateRewards"": ["""", 2, 4, -24, 48, -4, 8, -48, 48, 2, -4, 24, -24], ""prs"": {""left"": 0, ""up"": -2, ""right"": -32}, ""trial_id"": -8327671364504025000, ""block"": ""testing"", ""trialIndex"": 5, ""score"": -18, ""simulationMode"": [null, null, null], ""rewards"": [2, 4, -24], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [507, 435, 862], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [519, 1487, 2903], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 14614, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 12, ""time_elapsed"": 260158, ""internal_node_id"": ""0.0-2.0-1.0-2.0""}, {""stateRewards"": ["""", 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48], ""prs"": {""left"": -48, ""up"": 0, ""right"": -66}, ""trial_id"": 2630443220538220000, ""block"": ""testing"", ""trialIndex"": 6, ""score"": -54, ""simulationMode"": [null, null, null], ""rewards"": [2, -8, -48], ""path"": [""0"", ""9"", ""10"", ""12""], ""rt"": [8219, 3992, 2422], ""delays"": [], ""actions"": [""right"", ""up"", ""right""], ""actionTimes"": [8235, 12755, 15698], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 18681, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 13, ""time_elapsed"": 280125, ""internal_node_id"": ""0.0-2.0-1.0-3.0""}, {""stateRewards"": ["""", -2, 4, -24, 24, -2, -4, -48, -48, 4, -8, 24, 24], ""prs"": {""left"": 0, ""up"": -80, ""right"": -6}, ""trial_id"": 282020194745400500, ""block"": ""testing"", ""trialIndex"": 7, ""score"": -54, ""simulationMode"": [null, null, null], ""rewards"": [-2, -4, -48], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [7344, 515, 465], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [7359, 8414, 9398], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 12045, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 14, ""time_elapsed"": 293486, ""internal_node_id"": ""0.0-2.0-1.0-4.0""}, {""stateRewards"": ["""", 2, 8, 24, -24, 2, -8, -24, -24, 4, -8, 48, 48], ""prs"": {""left"": -10, ""up"": -74, ""right"": 0}, ""trial_id"": -3200495881349436000, ""block"": ""testing"", ""trialIndex"": 8, ""score"": -30, ""simulationMode"": [null, null, null], ""rewards"": [2, -8, -24], ""path"": [""0"", ""5"", ""6"", ""7""], ""rt"": [1051, 282, 357], ""delays"": [], ""actions"": [""up"", ""up"", ""left""], ""actionTimes"": [1063, 1870, 2753], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 30618, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 15, ""time_elapsed"": 325379, ""internal_node_id"": ""0.0-2.0-1.0-5.0""}, {""stateRewards"": ["""", -4, -4, -48, -48, -2, -8, 24, 48, 2, 4, -24, -48], ""prs"": {""left"": -94, ""up"": 0, ""right"": -56}, ""trial_id"": -1848243683464450000, ""block"": ""testing"", ""trialIndex"": 9, ""score"": -56, ""simulationMode"": [null, null, null], ""rewards"": [-4, -4, -48], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [571, 913, 4170], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [585, 2026, 6714], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 10522, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 16, ""time_elapsed"": 337145, ""internal_node_id"": ""0.0-2.0-1.0-6.0""}, {""stateRewards"": ["""", -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48], ""prs"": {""left"": -28, ""up"": -10, ""right"": 0}, ""trial_id"": -4874666135804490000, ""block"": ""testing"", ""trialIndex"": 10, ""score"": -30, ""simulationMode"": [null, null, null], ""rewards"": [-2, -4, -24], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [1023, 2349, 394], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [1044, 3925, 4852], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 11364, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 17, ""time_elapsed"": 349849, ""internal_node_id"": ""0.0-2.0-1.0-7.0""}, {""stateRewards"": ["""", -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24], ""prs"": {""left"": 0, ""up"": -82, ""right"": -12}, ""trial_id"": 3419769505624262700, ""block"": ""testing"", ""trialIndex"": 11, ""score"": 52, ""simulationMode"": [null, null, null], ""rewards"": [-4, 8, 48], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [354, 1070, 1725], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [377, 4339, 7993], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 10704, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 18, ""time_elapsed"": 361873, ""internal_node_id"": ""0.0-2.0-1.0-8.0""}, {""stateRewards"": ["""", 2, -4, 24, -24, -2, 8, 24, 48, 4, -4, 48, 48], ""prs"": {""left"": -32, ""up"": 0, ""right"": -6}, ""trial_id"": 5246743485396079000, ""block"": ""testing"", ""trialIndex"": 12, ""score"": 30, ""simulationMode"": [null, null, null], ""rewards"": [-2, 8, 24], ""path"": [""0"", ""5"", ""6"", ""7""], ""rt"": [1387, 943, 2242], ""delays"": [], ""actions"": [""up"", ""up"", ""left""], ""actionTimes"": [1401, 2865, 5633], ""queries"": {""click"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 10833, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 19, ""time_elapsed"": 374010, ""internal_node_id"": ""0.0-2.0-1.0-9.0""}]"
