pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,testingTrials,scores
0,0,experimental,2020-02-23 19:41:45.204572,2020-02-23 19:53:26.441751,,-,-,-,-,-,-,-,-,-,4,6,[],[],0.0,,"[{""stateRewards"": ["""", 4, 8, -24, 48, 2, 8, -48, -48, 2, -4, 24, -48], ""trial_id"": -6668518537832265000, ""block"": ""testing"", ""trialIndex"": 3, ""score"": 57, ""simulationMode"": [null, null, null], ""rewards"": [4, 8, 48], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [26500, 10717, 468], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [26504, 37741, 38721], ""queries"": {""click"": {""state"": {""target"": [""8"", ""4"", ""2""], ""time"": [8626, 15155, 17160]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 41251, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 10, ""time_elapsed"": 379420, ""internal_node_id"": ""0.0-2.0-1.0-0.0""}, {""stateRewards"": ["""", -2, 8, -24, 24, -4, 8, 48, 24, -2, -4, 24, -48], ""trial_id"": 2561475919526080000, ""block"": ""testing"", ""trialIndex"": 4, ""score"": 44, ""simulationMode"": [null, null, null], ""rewards"": [-4, 8, 48], ""path"": [""0"", ""5"", ""6"", ""7""], ""rt"": [28749, 635, 1112], ""delays"": [], ""actions"": [""up"", ""up"", ""left""], ""actionTimes"": [28755, 29919, 31546], ""queries"": {""click"": {""state"": {""target"": [""9"", ""1"", ""5"", ""10"", ""6"", ""2"", ""7"", ""4""], ""time"": [15955, 17732, 19019, 21534, 22564, 23602, 24943, 25986]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 33973, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 11, ""time_elapsed"": 414547, ""internal_node_id"": ""0.0-2.0-1.0-1.0""}, {""stateRewards"": ["""", 4, -4, 48, -48, -2, -8, 24, 24, -2, 4, 48, -48], ""trial_id"": 8045829731203394000, ""block"": ""testing"", ""trialIndex"": 5, ""score"": 49, ""simulationMode"": [null, null, null], ""rewards"": [-2, 4, 48], ""path"": [""0"", ""9"", ""10"", ""11""], ""rt"": [24008, 1266, 1351], ""delays"": [], ""actions"": [""right"", ""up"", ""left""], ""actionTimes"": [24014, 25800, 27673], ""queries"": {""click"": {""state"": {""target"": [""11""], ""time"": [11907]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 29404, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 12, ""time_elapsed"": 445118, ""internal_node_id"": ""0.0-2.0-1.0-2.0""}, {""stateRewards"": ["""", -4, -8, 24, -24, -2, 8, 24, 48, 4, -4, 24, -48], ""trial_id"": -1100449030722574200, ""block"": ""testing"", ""trialIndex"": 6, ""score"": 49, ""simulationMode"": [null, null, null], ""rewards"": [-2, 8, 48], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [20728, 918, 374], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [20733, 22162, 23053], ""queries"": {""click"": {""state"": {""target"": [""1"", ""9"", ""11"", ""7"", ""8""], ""time"": [4241, 5508, 9675, 12634, 15991]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 25768, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 13, ""time_elapsed"": 472040, ""internal_node_id"": ""0.0-2.0-1.0-3.0""}, {""stateRewards"": ["""", -4, -4, -48, -48, -2, -8, 24, 48, 2, 4, -24, -48], ""trial_id"": -1848243683464450000, ""block"": ""testing"", ""trialIndex"": 7, ""score"": 31, ""simulationMode"": [null, null, null], ""rewards"": [-2, -8, 48], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [14705, 284, 137], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [14710, 15510, 16166], ""queries"": {""click"": {""state"": {""target"": [""9"", ""11"", ""12"", ""1"", ""5"", ""7"", ""8""], ""time"": [1903, 3973, 5628, 7881, 10339, 11836, 13084]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 20577, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 14, ""time_elapsed"": 493751, ""internal_node_id"": ""0.0-2.0-1.0-4.0""}, {""stateRewards"": ["""", 2, 8, 48, 24, -2, 4, 24, 24, -2, -4, -48, -24], ""trial_id"": -8923867603615937000, ""block"": ""testing"", ""trialIndex"": 8, ""score"": 55, ""simulationMode"": [null, null, null], ""rewards"": [2, 8, 48], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [32476, 533, 885], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [32481, 33526, 34925], ""queries"": {""click"": {""state"": {""target"": [""1"", ""4"", ""3""], ""time"": [3745, 26039, 30535]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 36606, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 15, ""time_elapsed"": 531511, ""internal_node_id"": ""0.0-2.0-1.0-5.0""}]",[]
1,0,experimental,2020-02-23 18:54:58.045187,2020-02-23 18:59:15.98889,2020-02-23 19:03:04.339512,486,1,High school graduate,No,32,male,Yes,Click on the highest nodes until you find a 48. Move the monkey there.,no,0,4,"[4, 5, 5, 4, 1, 4, 6, 3, 4, 1]","[44, 43, 43, 44, 47, 44, 18, 45, 44, 47]",419.0,41.9,"[{""stateRewards"": ["""", 2, -8, -24, 48, -2, -4, -24, -24, 4, 8, 24, 48], ""trial_id"": 6516760737789360000, ""block"": ""testing"", ""trialIndex"": 3, ""score"": 38, ""simulationMode"": [null, null, null], ""rewards"": [2, -8, 48], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [16935, 298, 654], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [16944, 17768, 18941], ""queries"": {""click"": {""state"": {""target"": [""8"", ""7"", ""3"", ""4""], ""time"": [11080, 13185, 14368, 15195]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 23741, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 10, ""time_elapsed"": 297700, ""internal_node_id"": ""0.0-2.0-1.0-0.0""}, {""stateRewards"": ["""", 4, -4, 48, -48, -2, -8, 24, 24, -2, 4, 48, -48], ""trial_id"": 8045829731203394000, ""block"": ""testing"", ""trialIndex"": 4, ""score"": 45, ""simulationMode"": [null, null, null], ""rewards"": [-2, 4, 48], ""path"": [""0"", ""9"", ""10"", ""11""], ""rt"": [7068, 1074, 235], ""delays"": [], ""actions"": [""right"", ""up"", ""left""], ""actionTimes"": [7072, 8663, 9424], ""queries"": {""click"": {""state"": {""target"": [""4"", ""8"", ""7"", ""12"", ""11""], ""time"": [1230, 2278, 3346, 4639, 5515]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 12567, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 11, ""time_elapsed"": 311370, ""internal_node_id"": ""0.0-2.0-1.0-1.0""}, {""stateRewards"": ["""", 4, -4, -24, 24, 2, 4, -24, -48, 4, -8, 48, -48], ""trial_id"": 4251687641687985000, ""block"": ""testing"", ""trialIndex"": 5, ""score"": 39, ""simulationMode"": [null, null, null], ""rewards"": [4, -8, 48], ""path"": [""0"", ""9"", ""10"", ""11""], ""rt"": [6620, 83, 130], ""delays"": [], ""actions"": [""right"", ""up"", ""left""], ""actionTimes"": [6626, 7234, 7884], ""queries"": {""click"": {""state"": {""target"": [""4"", ""3"", ""7"", ""8"", ""11""], ""time"": [1653, 2573, 3549, 4377, 5335]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 10378, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 12, ""time_elapsed"": 322867, ""internal_node_id"": ""0.0-2.0-1.0-2.0""}, {""stateRewards"": ["""", 4, 4, -48, 48, -2, 4, -48, -24, -2, -4, -48, 24], ""trial_id"": -5006809819184351000, ""block"": ""testing"", ""trialIndex"": 6, ""score"": 52, ""simulationMode"": [null, null, null], ""rewards"": [4, 4, 48], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [5772, 134, 132], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [5776, 6431, 7079], ""queries"": {""click"": {""state"": {""target"": [""8"", ""11"", ""12"", ""4""], ""time"": [1093, 2070, 3029, 4536]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 9675, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 13, ""time_elapsed"": 333663, ""internal_node_id"": ""0.0-2.0-1.0-3.0""}, {""stateRewards"": ["""", -2, -4, 48, -24, 2, -4, 48, 24, -2, -8, -24, -24], ""trial_id"": 2593864447454748000, ""block"": ""testing"", ""trialIndex"": 7, ""score"": 45, ""simulationMode"": [null, null, null], ""rewards"": [2, -4, 48], ""path"": [""0"", ""5"", ""6"", ""7""], ""rt"": [2281, 75, 91], ""delays"": [], ""actions"": [""up"", ""up"", ""left""], ""actionTimes"": [2285, 2871, 3486], ""queries"": {""click"": {""state"": {""target"": [""7""], ""time"": [1041]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 12248, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 14, ""time_elapsed"": 347037, ""internal_node_id"": ""0.0-2.0-1.0-4.0""}, {""stateRewards"": ["""", -2, 8, -24, 24, -4, 8, 48, 24, -2, -4, 24, -48], ""trial_id"": 2561475919526080000, ""block"": ""testing"", ""trialIndex"": 8, ""score"": 48, ""simulationMode"": [null, null, null], ""rewards"": [-4, 8, 48], ""path"": [""0"", ""5"", ""6"", ""7""], ""rt"": [6973, 122, 224], ""delays"": [], ""actions"": [""up"", ""up"", ""left""], ""actionTimes"": [6978, 7623, 8359], ""queries"": {""click"": {""state"": {""target"": [""3"", ""4"", ""8"", ""7""], ""time"": [1983, 3407, 4685, 5576]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 17361, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 15, ""time_elapsed"": 365505, ""internal_node_id"": ""0.0-2.0-1.0-5.0""}, {""stateRewards"": ["""", -2, 4, -24, 24, -2, -4, -48, -48, 4, -8, 24, 24], ""trial_id"": 282020194745400500, ""block"": ""testing"", ""trialIndex"": 9, ""score"": 20, ""simulationMode"": [null, null, null], ""rewards"": [-2, 4, 24], ""path"": [""0"", ""1"", ""2"", ""4""], ""rt"": [11010, 304, 392], ""delays"": [], ""actions"": [""left"", ""up"", ""right""], ""actionTimes"": [11015, 11831, 12734], ""queries"": {""click"": {""state"": {""target"": [""8"", ""11"", ""12"", ""7"", ""4"", ""3""], ""time"": [909, 1859, 2748, 4113, 5099, 6035]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 18009, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 16, ""time_elapsed"": 384640, ""internal_node_id"": ""0.0-2.0-1.0-6.0""}, {""stateRewards"": ["""", 4, -4, -48, -48, 4, 8, 24, -24, -2, 8, 48, -48], ""trial_id"": -6978553059181346000, ""block"": ""testing"", ""trialIndex"": 10, ""score"": 51, ""simulationMode"": [null, null, null], ""rewards"": [-2, 8, 48], ""path"": [""0"", ""9"", ""10"", ""11""], ""rt"": [4230, 44, 40], ""delays"": [], ""actions"": [""right"", ""up"", ""left""], ""actionTimes"": [4236, 4796, 5361], ""queries"": {""click"": {""state"": {""target"": [""7"", ""8"", ""11""], ""time"": [1031, 2003, 2741]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 11013, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 17, ""time_elapsed"": 396782, ""internal_node_id"": ""0.0-2.0-1.0-7.0""}, {""stateRewards"": ["""", -4, 8, 48, -24, -2, -4, 24, -48, 4, 4, 48, -48], ""trial_id"": 7263244810589990000, ""block"": ""testing"", ""trialIndex"": 11, ""score"": 48, ""simulationMode"": [null, null, null], ""rewards"": [-4, 8, 48], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [4980, 95, 99], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [4992, 5612, 6230], ""queries"": {""click"": {""state"": {""target"": [""8"", ""7"", ""4"", ""3""], ""time"": [629, 1639, 2574, 3485]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 10044, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 18, ""time_elapsed"": 407944, ""internal_node_id"": ""0.0-2.0-1.0-8.0""}, {""stateRewards"": ["""", -2, -4, 48, 24, 2, 4, -48, 48, -4, 4, 48, 24], ""trial_id"": 7946552191512982000, ""block"": ""testing"", ""trialIndex"": 12, ""score"": 53, ""simulationMode"": [null, null, null], ""rewards"": [2, 4, 48], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [3128, 78, 154], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [3133, 3723, 4398], ""queries"": {""click"": {""state"": {""target"": [""8""], ""time"": [1832]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 9852, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 19, ""time_elapsed"": 418922, ""internal_node_id"": ""0.0-2.0-1.0-9.0""}]","[38, 45, 39, 52, 45, 48, 20, 51, 48, 53]"
2,0,experimental,2020-02-23 18:48:57.811508,2020-02-23 18:55:18.62474,2020-02-23 19:03:33.00374,875,1,College degree,Yes,38,female,yes,Click on the top row only until you find the green 48.,,0,4,"[3, 1, 6, 6, 2, 3, 1, 4, 5, 1]","[45, 47, 18, 18, 22, 21, 47, 44, 43, 47]",352.0,35.2,"[{""stateRewards"": ["""", -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48], ""trial_id"": -4874666135804490000, ""block"": ""testing"", ""trialIndex"": 3, ""score"": 21, ""simulationMode"": [null, null, null], ""rewards"": [-4, 4, 24], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [49614, 5174, 2320], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [49618, 55287, 58100], ""queries"": {""click"": {""state"": {""target"": [""3"", ""4"", ""7""], ""time"": [18107, 33125, 38527]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 60811, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 10, ""time_elapsed"": 437780, ""internal_node_id"": ""0.0-2.0-1.0-0.0""}, {""stateRewards"": ["""", -2, -4, 48, -24, 2, -4, 48, 24, -2, -8, -24, -24], ""trial_id"": 2593864447454748000, ""block"": ""testing"", ""trialIndex"": 4, ""score"": 41, ""simulationMode"": [null, null, null], ""rewards"": [-2, -4, 48], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [13296, 828, 1251], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [13299, 14626, 16370], ""queries"": {""click"": {""state"": {""target"": [""3""], ""time"": [7123]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 244937, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 11, ""time_elapsed"": 683762, ""internal_node_id"": ""0.0-2.0-1.0-1.0""}, {""stateRewards"": ["""", 2, -4, 24, -48, -2, -8, 24, -48, 2, 4, 24, -48], ""trial_id"": 2653018761906401300, ""block"": ""testing"", ""trialIndex"": 5, ""score"": 16, ""simulationMode"": [null, null, null], ""rewards"": [2, -4, 24], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [13867, 861, 598], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [13870, 15230, 16322], ""queries"": {""click"": {""state"": {""target"": [""3"", ""4"", ""7"", ""8"", ""11"", ""12""], ""time"": [2627, 3597, 4470, 5674, 6573, 7395]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 24737, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 12, ""time_elapsed"": 709547, ""internal_node_id"": ""0.0-2.0-1.0-2.0""}, {""stateRewards"": ["""", -2, -4, 24, -48, -4, 8, -24, -24, 4, -4, -48, 24], ""trial_id"": 1399303655934214400, ""block"": ""testing"", ""trialIndex"": 6, ""score"": 12, ""simulationMode"": [null, null, null], ""rewards"": [-2, -4, 24], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [11267, 794, 395], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [11270, 12563, 13452], ""queries"": {""click"": {""state"": {""target"": [""3"", ""4"", ""7"", ""8"", ""11"", ""12""], ""time"": [2760, 4013, 7732, 8509, 9004, 9431]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 15229, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 13, ""time_elapsed"": 725825, ""internal_node_id"": ""0.0-2.0-1.0-3.0""}, {""stateRewards"": ["""", 2, -4, 24, -48, -4, 4, 48, 48, 4, 4, -48, -24], ""trial_id"": 1708036831889561600, ""block"": ""testing"", ""trialIndex"": 7, ""score"": 20, ""simulationMode"": [null, null, null], ""rewards"": [2, -4, 24], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [5339, 797, 353], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [5343, 6636, 7480], ""queries"": {""click"": {""state"": {""target"": [""3"", ""4""], ""time"": [1043, 3752]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 9786, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 14, ""time_elapsed"": 736659, ""internal_node_id"": ""0.0-2.0-1.0-4.0""}, {""stateRewards"": ["""", 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24], ""trial_id"": 8950946188299295000, ""block"": ""testing"", ""trialIndex"": 8, ""score"": 27, ""simulationMode"": [null, null, null], ""rewards"": [2, 4, 24], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [4883, 676, 710], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [4885, 6066, 7270], ""queries"": {""click"": {""state"": {""target"": [""3"", ""4"", ""7""], ""time"": [1147, 2140, 3170]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 9047, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 15, ""time_elapsed"": 746750, ""internal_node_id"": ""0.0-2.0-1.0-5.0""}, {""stateRewards"": ["""", 4, -4, 48, -48, -2, -8, 24, 24, -2, 4, 48, -48], ""trial_id"": 8045829731203394000, ""block"": ""testing"", ""trialIndex"": 9, ""score"": 47, ""simulationMode"": [null, null, null], ""rewards"": [4, -4, 48], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [2898, 602, 780], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [2901, 3992, 5274], ""queries"": {""click"": {""state"": {""target"": [""3""], ""time"": [1510]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 11113, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 16, ""time_elapsed"": 758923, ""internal_node_id"": ""0.0-2.0-1.0-6.0""}, {""stateRewards"": ["""", -4, 8, -24, -48, -4, 8, -48, 48, 4, -8, -24, 48], ""trial_id"": -1414845178968030700, ""block"": ""testing"", ""trialIndex"": 10, ""score"": 48, ""simulationMode"": [null, null, null], ""rewards"": [-4, 8, 48], ""path"": [""0"", ""5"", ""6"", ""8""], ""rt"": [7945, 420, 850], ""delays"": [], ""actions"": [""up"", ""up"", ""right""], ""actionTimes"": [7949, 8871, 10221], ""queries"": {""click"": {""state"": {""target"": [""3"", ""4"", ""7"", ""8""], ""time"": [1701, 2566, 5030, 5626]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 13056, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 17, ""time_elapsed"": 773042, ""internal_node_id"": ""0.0-2.0-1.0-7.0""}, {""stateRewards"": ["""", 4, -4, -48, -48, 4, 8, 24, -24, -2, 8, 48, -48], ""trial_id"": -6978553059181346000, ""block"": ""testing"", ""trialIndex"": 11, ""score"": 49, ""simulationMode"": [null, null, null], ""rewards"": [-2, 8, 48], ""path"": [""0"", ""9"", ""10"", ""11""], ""rt"": [7937, 773, 807], ""delays"": [], ""actions"": [""right"", ""up"", ""left""], ""actionTimes"": [7940, 9211, 10516], ""queries"": {""click"": {""state"": {""target"": [""3"", ""4"", ""7"", ""8"", ""11""], ""time"": [994, 1943, 2624, 5111, 6472]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 18166, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 18, ""time_elapsed"": 792257, ""internal_node_id"": ""0.0-2.0-1.0-8.0""}, {""stateRewards"": ["""", -4, 4, 48, -48, -4, 4, -24, 24, -4, -8, 24, 24], ""trial_id"": -5995301136843023000, ""block"": ""testing"", ""trialIndex"": 12, ""score"": 47, ""simulationMode"": [null, null, null], ""rewards"": [-4, 4, 48], ""path"": [""0"", ""1"", ""2"", ""3""], ""rt"": [7097, 671, 390], ""delays"": [], ""actions"": [""left"", ""up"", ""left""], ""actionTimes"": [7099, 8269, 9158], ""queries"": {""click"": {""state"": {""target"": [""3""], ""time"": [5618]}, ""edge"": {""target"": [], ""time"": []}}, ""mouseover"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}, ""mouseout"": {""state"": {""target"": [], ""time"": []}, ""edge"": {""target"": [], ""time"": []}}}, ""trialTime"": 11553, ""trial_type"": ""mouselab-mdp"", ""trial_index"": 19, ""time_elapsed"": 804857, ""internal_node_id"": ""0.0-2.0-1.0-9.0""}]","[21, 41, 16, 12, 20, 27, 47, 48, 49, 47]"
