pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,pa_mean,pa_complete,pa_et
170,1,control,2020-02-23 19:19:41.36718,2020-02-23 19:22:14.583619,2020-02-23 19:25:15.656564,334,1,High school graduate,No,52,female,-,-,no,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-40, -18, -34, 26, 12, 22, -52, 12, 24, -48]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.474, 4.526, 3.332, 13.0, 4.472, 13.0, 4.546, 4.579, 2.745, 13.0]"
171,1,control,2020-02-23 19:20:01.381468,2020-02-23 19:23:20.109033,2020-02-23 19:26:06.005701,364,1,High school graduate,No,34,male,-,-,none,0,4,"[3, 2, 4, 4, 3, 6, 4, 5, 6, 1]","[45, 46, 44, 44, 45, 18, 44, 43, 42, 47]",418.0,41.8,"[51, 44, 50, 48, 39, 20, 36, 43, 32, 37]",0.9462,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.462, 1.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 7.0, 0, 0, 0, 0]"
172,1,control,2020-02-23 19:22:14.039435,2020-02-23 19:26:48.75544,2020-02-23 19:30:21.73041,487,1,High school graduate,No,51,Male,-,-,,1,4,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[-1, 3, 0, -1, -1, -1, 1, -1, 1, 1]",1.0,0.1,"[35, 23, -40, 35, -55, -29, -25, 37, 51, -31]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.429, 4.381, 4.551, 4.567, 3.303, 3.346, 4.497, 4.519, 3.287, 3.355]"
173,1,control,2020-02-23 19:25:23.825623,2020-02-23 19:28:42.321264,2020-02-23 19:32:18.652609,414,1,College degree,No,49,male,-,-,none,0,4,"[4, 4, 12, 3, 4, 6, 4, 8, 3, 8]","[22, 48, 12, 33, 40, 42, 48, 16, 35, 18]",314.0,31.4,"[22, 48, 12, 33, 40, 32, 48, 14, 35, 18]",0.555,"[0.266, 0.6, 0.846, 0.5, 0.6, 0.714, 0.6, 0.462, 0.5, 0.462]","[3.51, 0, 0, 0, 0, 0, 0, 5.0, 0, 5.0]"
174,1,control,2020-02-23 19:22:31.03283,2020-02-23 19:27:26.530258,2020-02-23 19:32:29.403767,598,1,College degree,No,53,female,-,-,,0,4,"[2, 2, 4, 4, 1, 3, 6, 1, 6, 1]","[22, 46, 20, 44, 23, 45, 42, 23, 18, 47]",330.0,33.0,"[32, 48, 26, 40, 29, 45, 48, 27, 20, 37]",0.6633,"[0.359, 1.0, 0.308, 1.0, 0.252, 1.0, 1.0, 0.252, 0.462, 1.0]","[3.574, 0, 9.0, 0, 2.962, 0, 0, 2.969, 7.0, 0]"
175,1,control,2020-02-23 19:28:03.42394,2020-02-23 19:29:54.920156,2020-02-23 19:33:01.652965,298,1,High school graduate,No,24,male,-,-,,0,4,"[9, 6, 6, 4, 3, 6, 4, 3, 6, 10]","[23, 42, 18, 44, 45, 42, 44, 45, 18, 14]",335.0,33.5,"[27, 42, 18, 38, 41, 46, 46, 35, 24, 14]",0.6627,"[0.692, 0.385, 0.462, 1.0, 1.0, 0.857, 1.0, 0.154, 0.462, 0.615]","[4.0, 7.0, 7.0, 0, 0, 0, 0, 10.0, 7.0, 3.0]"
176,1,control,2020-02-23 19:25:41.341932,2020-02-23 19:31:26.858651,2020-02-23 19:34:27.254937,525,1,High school graduate,No,52,female,-,-,This was hard to do to gain cash.,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[-1, 1, 1, 1, -1, 1, -1, -1, 1, 1]",2.0,0.2,"[19, 23, -27, -19, 19, -39, 27, 27, -31, -43]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.267, 4.499, 4.418, 3.289, 3.303, 10.0, 4.598, 4.481, 3.331, 3.379]"
177,1,control,2020-02-23 19:32:57.864541,2020-02-23 19:35:14.023502,2020-02-23 19:37:49.468709,291,1,College degree,Yes,25,male,-,-,,0,4,"[5, 5, 3, 7, 8, 5, 7, 6, 2, 3]","[47, 47, 49, 17, 12, 47, 41, 42, 46, 45]",393.0,39.3,"[51, 39, 53, 23, 16, 51, 49, 52, 44, 45]",0.6679999999999999,"[0.5, 0.5, 0.5, 0.462, 0.5, 0.833, 0.385, 1.0, 1.0, 1.0]","[0, 0, 0, 6.0, 2.0, 0, 6.0, 0, 0, 0]"
178,1,control,2020-02-23 19:33:12.712093,2020-02-23 19:35:38.966563,2020-02-23 19:39:15.034162,362,1,High school graduate,No,35,Male,-,-,I like playing that game,0,4,"[12, 12, 10, 1, 3, 1, 6, 6, 2, 6]","[18, 28, 36, 47, 45, 47, 18, 42, 46, 18]",345.0,34.5,"[18, 28, 28, 37, 43, 41, 12, 46, 50, 16]",0.7197,"[0.538, 0.385, 0.636, 1.0, 1.0, 1.0, 0.462, 0.714, 1.0, 0.462]","[0, 0, 0, 0, 0, 0, 7.0, 0, 0, 7.0]"
179,1,control,2020-02-23 18:55:39.228324,2020-02-23 19:01:57.429631,2020-02-23 19:05:43.780972,604,1,High school graduate,No,23,Female,-,-,,0,4,"[5, 10, 8, 8, 6, 10, 6, 11, 7, 5]","[51, 38, 40, 48, 18, 14, 18, 15, 45, 49]",336.0,33.6,"[51, 38, 40, 52, 24, 14, 24, 15, 49, 49]",0.4482,"[0.333, 0.455, 0.308, 0.385, 0.462, 0.615, 0.462, 0.846, 0.385, 0.231]","[0, 0, 5.0, 5.0, 7.0, 3.0, 7.0, 2.0, 6.0, 8.0]"
180,1,control,2020-02-23 18:26:54.924567,2020-02-23 18:29:08.23717,2020-02-23 18:31:22.941235,268,1,College degree,No,33,Female,-,-,none,0,4,"[2, 1, 3, 3, 3, 3, 2, 2, 3, 4]","[46, 47, -3, 21, 21, 45, 22, 22, 45, 44]",310.0,31.0,"[58, 49, 15, 27, 33, 51, 26, -14, 51, 44]",0.7022,"[1.0, 1.0, 0.498, 0.231, 0.5, 1.0, 0.429, 0.364, 1.0, 1.0]","[0, 0, 3.026, 10.0, 3.0, 0, 2.666, 3.499, 0, 0]"
