pid,condition,condition_type,beginHit,beginExp,endHit,totalTime,attempts,genEdu,comEdu,age,gender,qUnd,qDes,feedback,cheatTrials,status,numberClicks,rews_exp,rews_exp_total,rews_exp_mean,scores,pa_mean,pa_complete,pa_et
122,1,control,2020-02-23 18:27:31.206988,2020-02-23 18:30:43.794402,2020-02-23 18:33:28.744358,357,1,College degree,No,50,female,-,-,,0,4,"[3, 1, 2, 1, 1, 2, 1, 1, 1, 1]","[21, 23, 46, 23, 23, 22, 23, 47, 23, 47]",298.0,29.8,"[25, 29, 40, 23, 17, 28, 11, 43, 25, 43]",0.4681,"[0.563, 0.202, 1.0, 0.077, 0.197, 0.367, 0.198, 1.0, 0.077, 1.0]","[2.329, 3.946, 0, 12.0, 4.066, 3.455, 4.058, 0, 12.0, 0]"
123,1,control,2020-02-23 18:27:19.554519,2020-02-23 18:30:32.48396,2020-02-23 18:33:46.076808,386,1,High school graduate,No,69,Female,-,-,Thanks so much for the survey!!,4,4,"[1, 2, 0, 0, 1, 1, 1, 2, 0, 0]","[1, -2, 0, 0, 1, 3, 3, 2, 0, 0]",8.0,0.8,"[29, -16, 14, -36, 45, 35, -49, -54, 48, 54]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.544, 4.601, 13.0, 13.0, 4.572, 12.0, 3.282, 3.361, 4.464, 3.305]"
124,1,control,2020-02-23 18:29:30.906194,2020-02-23 18:31:10.809053,2020-02-23 18:34:05.011377,274,1,High school graduate,Yes,42,Male,-,-,I like it and it was fun figuring out a strategy.,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[18, 18, -38, 24, 26, -42, 24, 50, -48, 56]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.535, 2.748, 4.555, 4.45, 13.0, 13.0, 4.505, 3.355, 4.562, 4.549]"
125,1,control,2020-02-23 18:29:19.289076,2020-02-23 18:32:07.526137,2020-02-23 18:34:40.414782,321,2,High school graduate,No,34,female,-,-,,0,4,"[1, 1, 2, 2, 6, 2, 5, 4, 3, 3]","[-1, 3, 0, 46, 18, 22, 43, 44, 45, 47]",267.0,26.7,"[29, 37, -62, 42, 16, 12, 31, 32, 43, 55]",0.4879,"[0.0, 0.0, 0.0, 1.0, 0.462, 0.367, 1.0, 0.8, 0.5, 0.75]","[12.0, 3.324, 4.532, 0, 7.0, 3.451, 0, 0, 0, 0]"
126,1,control,2020-02-23 18:30:24.255734,2020-02-23 18:32:49.708924,2020-02-23 18:35:00.736329,276,1,High school graduate,No,37,female,-,-,None,0,4,"[4, 3, 4, 1, 6, 6, 1, 6, 6, 2]","[34, 45, 44, 47, 18, 18, 47, 18, 42, 46]",359.0,35.9,"[34, 57, 34, 53, 24, 6, 43, 16, 54, 54]",0.6387,"[0.154, 1.0, 0.462, 1.0, 0.462, 0.462, 1.0, 0.462, 0.385, 1.0]","[9.0, 0, 2.487, 0, 7.0, 7.0, 0, 7.0, 7.0, 0]"
127,1,control,2020-02-23 18:28:43.456041,2020-02-23 18:32:05.24394,2020-02-23 18:36:17.252513,453,1,College degree,Yes,40,Female,-,-,,0,4,"[12, 12, 12, 12, 12, 12, 11, 9, 10, 11]","[42, 42, 26, 42, 10, 48, 45, 43, 26, 39]",363.0,36.3,"[42, 42, 26, 42, 10, 48, 45, 43, 26, 39]",0.5539,"[0.462, 0.462, 0.615, 0.538, 0.692, 0.615, 0.462, 0.462, 0.769, 0.462]","[0, 0, 0, 0, 0, 0, 2.0, 4.0, 3.0, 2.0]"
128,1,control,2020-02-23 18:26:09.998488,2020-02-23 18:33:18.447834,2020-02-23 18:36:42.939696,632,1,College degree,No,33,female,-,-,-,0,4,"[4, 3, 6, 2, 6, 6, 2, 6, 1, 2]","[44, 45, 18, 46, 18, 18, 46, 42, 47, 46]",370.0,37.0,"[50, 45, 8, 52, 14, 16, 36, 38, 47, 36]",0.7617,"[0.231, 1.0, 0.462, 1.0, 0.462, 0.462, 1.0, 1.0, 1.0, 1.0]","[9.0, 0, 7.0, 0, 7.0, 7.0, 0, 0, 0, 0]"
129,1,control,2020-02-23 18:27:16.044168,2020-02-23 18:34:35.576371,2020-02-23 18:37:16.271372,600,2,College degree,No,26,"female
",-,-,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[24, 12, -34, 26, 44, -22, -38, 46, -20, -46]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.288, 4.489, 3.337, 13.0, 3.33, 13.0, 4.481, 3.274, 13.0, 4.531]"
130,1,control,2020-02-23 18:25:25.500307,2020-02-23 18:29:14.500261,2020-02-23 18:37:45.531734,740,1,High school graduate,No,39,male,-,-,"The difference between the ""practice"" rounds and the actual game were quite a bit different, in the practice game it was +2,+4,+12. In the real game it went like this, spend a dollar/3 dollars on where you choose to go, so say you find a +2, then +3, then you have two choices and that last one is -14, so you end up going negative. I mean its just a study, but I found myself in that same situation half the time if not the whole time. So being a lose lose situation.  Just my +2 cents. ",9,4,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1.0,0.1,"[-36, 22, -22, -55, 20, -12, -12, 14, 14, -18]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.485, 3.285, 3.364, 4.464, 4.545, 4.519, 4.445, 3.295, 3.37, 13.0]"
131,1,control,2020-02-23 18:32:52.351311,2020-02-23 18:35:57.300015,2020-02-23 18:38:54.032002,361,1,High school graduate,No,53,Female,-,-,,0,4,"[7, 4, 1, 6, 2, 1, 6, 1, 3, 2]","[21, 16, 47, 18, 46, 47, 18, 47, 45, 46]",351.0,35.1,"[19, 12, 51, 18, 42, 37, 24, 51, 51, 50]",0.789,"[0.538, 0.428, 1.0, 0.462, 1.0, 1.0, 0.462, 1.0, 1.0, 1.0]","[6.0, 3.017, 0, 7.0, 0, 0, 7.0, 0, 0, 0]"
132,1,control,2020-02-23 18:28:10.091329,2020-02-23 18:36:01.493584,2020-02-23 18:39:21.25409,671,2,High school graduate,No,47,female,-,-,,0,4,"[5, 3, 2, 1, 2, 4, 3, 5, 3, 3]","[-5, 45, 46, 23, 46, 20, 45, 19, 21, 21]",281.0,28.1,"[-65, 13, 52, 29, 48, 20, 57, 19, 19, 27]",0.5877,"[0.373, 1.0, 1.0, 0.077, 1.0, 0.308, 1.0, 0.385, 0.231, 0.503]","[3.035, 0, 0, 12.0, 0, 9.0, 0, 8.0, 10.0, 2.97]"
133,1,control,2020-02-23 18:34:10.742774,2020-02-23 18:37:05.296089,2020-02-23 18:39:34.311856,323,1,High school graduate,No,39,male,-,-,,0,4,"[1, 1, 4, 6, 5, 5, 2, 6, 2, 1]","[23, 23, 20, 18, 43, 43, 46, 18, 46, 47]",327.0,32.7,"[17, 15, 12, 18, 43, 51, 36, 8, 46, 51]",0.6682,"[0.2, 0.25, 0.308, 0.462, 1.0, 1.0, 1.0, 0.462, 1.0, 1.0]","[4.008, 3.0, 9.0, 7.0, 0, 0, 0, 7.0, 0, 0]"
134,1,control,2020-02-23 18:32:29.949704,2020-02-23 18:36:22.282894,2020-02-23 18:40:25.236899,475,1,College degree,No,48,Male,-,-,,0,4,"[2, 2, 3, 3, 3, 4, 3, 6, 1, 1]","[0, 2, 45, 25, 21, 44, 21, 18, 47, 47]",270.0,27.0,"[-48, -50, 45, 25, 21, 40, 27, 16, 37, 49]",0.4182,"[0.0, 0.169, 0.5, 0.143, 0.077, 0.6, 0.231, 0.462, 1.0, 1.0]","[4.587, 3.931, 0, 3.969, 10.0, 0, 10.0, 7.0, 0, 0]"
135,1,control,2020-02-23 18:56:06.724317,2020-02-23 18:59:13.405789,2020-02-23 19:03:24.716558,437,1,College degree,No,35,Male,-,-,"I realized in the practice that the highest branches would have the highest rewards and penalties , so my strategy was simply to reveal them until I found the +48 and zoom towards that (or the +24 if no +48 was available).",0,4,"[3, 9, 6, 5, 2, 8, 3, 5, 1, 6]","[45, 19, 18, 43, 46, 12, 45, 43, 47, 42]",360.0,36.0,"[51, 21, 24, 33, 50, 14, 53, 43, 53, 42]",0.8769,"[1.0, 0.692, 0.462, 1.0, 1.0, 0.615, 1.0, 1.0, 1.0, 1.0]","[0, 4.0, 7.0, 0, 0, 5.0, 0, 0, 0, 0]"
136,1,control,2020-02-23 19:36:41.791012,2020-02-23 19:44:08.645043,2020-02-23 19:47:18.38531,636,8,High school graduate,No,31,male,-,-,,0,4,"[3, 7, 4, 12, 3, 5, 4, 4, 4, 12]","[15, 23, 38, 32, 27, 25, 42, 50, 56, 10]",318.0,31.8,"[15, 23, 38, 32, 27, 25, 42, 50, 56, 10]",0.3811,"[0.166, 0.322, 0.134, 0.538, 0.077, 0.236, 0.6, 0.6, 0.6, 0.538]","[3.019, 2.331, 3.476, 0, 10.0, 3.492, 0, 0, 0, 0]"
137,1,control,2020-02-23 19:03:29.962167,2020-02-23 19:06:10.463991,2020-02-23 19:09:14.97009,345,1,High school graduate,No,38,male,-,-,,0,4,"[8, 11, 5, 8, 8, 5, 10, 3, 12, 7]","[22, 41, 45, 52, 22, 49, 46, 53, 14, 41]",385.0,38.5,"[22, 41, 45, 52, 22, 49, 46, 57, 14, 41]",0.3771,"[0.381, 0.5, 0.154, 0.462, 0.273, 0.231, 0.462, 0.154, 0.769, 0.385]","[2.506, 0, 8.0, 5.0, 2.978, 8.0, 3.0, 10.0, 0, 6.0]"
138,1,control,2020-02-23 20:15:24.221305,2020-02-23 20:17:45.802738,2020-02-23 20:20:17.211519,292,1,College degree,No,32,male,-,-,,0,4,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[1, -1, -5, -5, 1, 1, 1, 1, 1, -5]",-10.0,-1.0,"[57, -53, -33, -25, 33, -15, 45, 57, -31, -21]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.374, 10.0, 3.315, 10.0, 3.257, 4.479, 3.306, 4.515, 3.308, 4.519]"
139,1,control,2020-02-23 20:19:26.312631,2020-02-23 20:22:25.328457,2020-02-23 20:25:10.235999,343,1,High school graduate,No,41,female,-,-,,0,4,"[7, 6, 8, 10, 6, 3, 4, 8, 3, 4]","[23, 42, 32, 12, 38, 19, 38, 16, 41, 44]",305.0,30.5,"[23, 42, 32, 12, 38, 19, 38, 16, 41, 40]",0.4038,"[0.189, 0.429, 0.285, 0.615, 0.471, 0.167, 0.6, 0.538, 0.144, 0.6]","[3.609, 0, 2.532, 3.0, 2.493, 2.987, 0, 5.0, 3.962, 0]"
140,1,control,2020-02-23 20:22:32.756977,2020-02-23 20:28:19.527869,2020-02-23 20:30:50.054672,497,5,College degree,No,40,female,-,-,no,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[-28, 16, -40, -26, 30, 42, -14, -24, 30, -48]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.325, 4.402, 3.361, 2.731, 4.534, 3.332, 13.0, 4.531, 4.49, 4.541]"
141,1,control,2020-02-23 20:28:56.045517,2020-02-23 20:32:10.172937,2020-02-23 20:34:34.333447,338,1,College degree,Yes,23,female,-,-,,0,4,"[2, 4, 4, 1, 3, 1, 1, 2, 1, 1]","[46, 44, -4, 23, 45, 47, 23, 46, 23, 23]",316.0,31.6,"[58, 48, 18, 23, 55, 53, 35, 48, 17, 29]",0.6072,"[1.0, 1.0, 0.308, 0.199, 1.0, 1.0, 0.077, 1.0, 0.201, 0.287]","[0, 0, 9.0, 4.019, 0, 0, 12.0, 0, 3.975, 2.484]"
142,1,control,2020-02-23 20:23:56.604306,2020-02-23 20:30:27.075266,2020-02-23 20:34:45.478491,648,1,College degree,No,34,FEMALE,-,-,,0,4,"[4, 5, 3, 5, 4, 5, 6, 6, 5, 6]","[44, 43, 45, 47, 44, 43, 18, 42, 43, 42]",411.0,41.1,"[40, 45, 41, 51, 54, 43, 16, 32, 47, 50]",0.5186,"[0.8, 0.667, 0.333, 0.154, 0.231, 1.0, 0.462, 0.308, 0.231, 1.0]","[0, 0, 3.012, 8.0, 9.0, 0, 7.0, 7.0, 8.0, 0]"
143,1,control,2020-02-23 20:38:33.862587,2020-02-23 20:43:20.955651,2020-02-23 20:46:40.711526,486,1,High school graduate,Yes,35,female,-,-,no,0,4,"[7, 5, 6, 7, 3, 4, 5, 6, 4, 5]","[13, 43, 22, 13, 51, 40, 47, 46, 40, 47]",362.0,36.2,"[11, 49, 18, 15, 51, 44, 45, 42, 36, 51]",0.4634,"[0.556, 1.0, 0.385, 0.538, 0.077, 0.426, 0.308, 0.385, 0.429, 0.53]","[2.0, 0, 7.0, 6.0, 10.0, 3.034, 8.0, 7.0, 2.999, 2.544]"
144,1,control,2020-02-23 20:46:57.463386,2020-02-23 20:48:36.470421,2020-02-23 20:50:53.91253,236,1,College degree,No,39,female,-,-,,9,4,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,0.1,"[-22, -23, 14, -22, 12, 44, 38, -42, 52, -36]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[13.0, 4.398, 3.334, 13.0, 3.247, 3.317, 4.526, 4.425, 3.314, 13.0]"
145,1,control,2020-02-23 20:49:13.682498,2020-02-23 20:50:49.586825,2020-02-23 20:53:35.259228,261,1,College degree,Yes,34,male,-,-,,1,4,"[12, 12, 12, 12, 3, 5, 4, 6, 3, 0]","[26, 26, 32, 32, 45, 43, 20, 18, 29, 0]",271.0,27.1,"[18, 26, 32, 32, 39, 47, 18, 14, 31, 36]",0.4265,"[0.462, 0.462, 0.462, 0.385, 0.75, 0.667, 0.308, 0.462, 0.307, 0.0]","[0, 0, 0, 0, 0, 0, 9.0, 7.0, 3.511, 4.529]"
146,1,control,2020-02-23 19:57:33.924085,2020-02-23 20:02:58.836452,2020-02-23 20:09:14.48813,700,1,College degree,Yes,28,Male,-,-,It was really a good game. It will be good if we expand this game and created an app,0,4,"[5, 8, 7, 1, 4, 3, 1, 3, 1, 10]","[55, 30, 19, 47, 44, 45, 47, 45, 47, 14]",393.0,39.3,"[55, 30, 23, 43, 48, 49, 45, 49, 59, 14]",0.777,"[0.231, 0.462, 0.462, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.615]","[8.0, 5.0, 6.0, 0, 0, 0, 0, 0, 0, 3.0]"
147,1,control,2020-02-23 20:56:25.936482,2020-02-23 20:59:20.560617,2020-02-23 21:02:04.553617,338,1,High school graduate,No,40,female,-,-,no,2,4,"[0, 0, 2, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 22, -1, -1, 23, 23, 23, 47, 47]",183.0,18.3,"[-36, 22, 10, 37, 43, 35, 11, 29, 55, 53]",0.3556,"[0.0, 0.0, 0.366, 0.199, 0.25, 0.25, 0.203, 0.288, 1.0, 1.0]","[13.0, 13.0, 3.468, 4.028, 3.006, 2.994, 3.936, 2.475, 0, 0]"
148,1,control,2020-02-23 21:02:24.85431,2020-02-23 21:05:41.377775,2020-02-23 21:09:42.882736,438,1,High school graduate,No,48,female,-,-,no,0,4,"[9, 7, 3, 8, 7, 5, 3, 3, 5, 6]","[21, 23, 17, 16, 31, 43, -1, 45, 43, 18]",256.0,25.6,"[21, 23, 17, 16, 31, 31, -17, 53, 55, 24]",0.514,"[0.308, 0.208, 0.144, 0.462, 0.556, 1.0, 0.0, 1.0, 1.0, 0.462]","[4.0, 2.629, 3.934, 5.0, 2.0, 0, 4.45, 0, 0, 7.0]"
149,1,control,2020-02-23 21:28:48.820305,2020-02-23 21:32:19.759582,2020-02-23 21:35:53.647622,424,1,High school graduate,No,66,Female,-,-,"Thanks, this was different. I don't think I played well, though.",0,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 7, -1, -1, 23, -1, -1, -1]",22.0,2.2,"[-19, 15, -39, -39, -35, -25, 27, 13, 23, 41]",0.1546,"[0.2, 0.248, 0.203, 0.0, 0.201, 0.0, 0.248, 0.198, 0.0, 0.248]","[3.998, 3.033, 3.935, 4.424, 3.967, 12.0, 3.026, 4.042, 4.466, 3.031]"
150,1,control,2020-02-23 21:33:16.710965,2020-02-23 21:35:50.952824,2020-02-23 21:38:31.270302,314,1,College degree,Yes,29,Male,-,-,,0,4,"[3, 3, 3, 3, 4, 5, 4, 4, 3, 4]","[45, 45, 45, 45, 44, 43, 44, 44, 45, 44]",444.0,44.4,"[49, 57, 45, 55, 54, 47, 38, 34, 41, 50]",0.6977,"[0.332, 0.75, 0.331, 1.0, 1.0, 1.0, 1.0, 0.231, 0.333, 1.0]","[3.016, 0, 3.041, 0, 0, 0, 0, 9.0, 3.014, 0]"
151,1,control,2020-02-23 21:43:35.685553,2020-02-23 21:45:34.483647,2020-02-23 21:48:48.274439,312,1,College degree,No,46,male,-,-,How is the bonus calculated? This was a very interesting HIT. Please keep me in mind if you have more of these. A lot more interesting than 90% of the other HITS on Turk.,0,4,"[3, 3, 1, 4, 1, 2, 2, 3, 6, 5]","[21, 45, 47, 44, 47, 22, 46, 45, 18, 43]",378.0,37.8,"[19, 41, 55, 44, 41, 22, 48, 51, 18, 33]",0.8057,"[0.231, 1.0, 1.0, 1.0, 1.0, 0.364, 1.0, 1.0, 0.462, 1.0]","[10.0, 0, 0, 0, 0, 3.492, 0, 0, 7.0, 0]"
152,1,control,2020-02-23 18:25:43.317706,2020-02-23 18:28:38.768653,2020-02-23 18:31:33.385167,350,1,College degree,No,21,"male
",-,-,,0,4,"[6, 8, 8, 8, 8, 12, 8, 6, 8, 4]","[42, 16, 48, 28, 48, 18, 46, 48, 40, 50]",384.0,38.4,"[42, 16, 48, 28, 48, 18, 46, 48, 40, -52]",0.469,"[0.308, 0.538, 0.462, 0.462, 0.462, 0.769, 0.462, 0.5, 0.462, 0.265]","[7.0, 5.0, 5.0, 5.0, 5.0, 0, 5.0, 2.0, 5.0, 3.549]"
153,1,control,2020-02-23 19:30:27.505092,2020-02-23 19:34:59.265097,,-,-,-,-,-,-,-,-,-,8,6,[],[],0.0,,[],0.362,"[0.361, 0.363]","[3.545, 3.512]"
154,1,control,2020-02-23 19:17:16.972149,2020-02-23 19:22:28.585982,,-,-,-,-,-,-,-,-,-,5,6,[],[],0.0,,[],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]","[3.331, 13.0, 4.549, 4.482, 3.297]"
155,1,control,2020-02-23 21:01:41.403043,2020-02-23 21:04:50.000914,,-,1,College degree,Yes,25,female,-,-,,2,6,"[0, 0, 3, 1, 1, 1, 1, 4, 1, 6]","[0, 0, 45, 23, 23, 47, 23, 44, 47, 18]",270.0,27.0,"[-38, 20, 37, 21, 29, 41, 11, 40, 41, 24]",0.5061,"[0.0, 0.0, 1.0, 0.202, 0.198, 1.0, 0.199, 1.0, 1.0, 0.462]","[4.473, 4.487, 0, 3.944, 4.048, 0, 4.021, 0, 0, 7.0]"
156,1,control,2020-02-23 20:53:13.923659,2020-02-23 20:57:45.133855,2020-02-23 21:02:19.445571,545,1,High school graduate,Yes,56,male,-,-,great hit!!! Love it!!!,0,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[7, 23, -1, -1, 47, 47, -1, -1, 47, 23]",190.0,19.0,"[-45, 29, 19, 27, 57, 39, 35, 29, 57, 29]",0.4129,"[0.0, 0.252, 0.201, 0.198, 1.0, 1.0, 0.199, 0.077, 1.0, 0.202]","[3.316, 2.972, 3.981, 4.045, 0, 0, 4.016, 12.0, 0, 3.96]"
157,1,control,2020-02-23 20:03:08.350376,2020-02-23 20:05:32.477736,2020-02-23 20:08:01.407813,293,1,High school graduate,No,41,female,-,-,,10,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,"[44, 52, -14, -38, -38, 22, -30, 56, 30, -46]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.339, 3.391, 4.462, 4.445, 13.0, 13.0, 13.0, 4.474, 13.0, 4.491]"
158,1,control,2020-02-23 20:00:38.497589,2020-02-23 20:03:13.302114,2020-02-23 20:05:41.688821,303,1,High school graduate,Yes,33,Male,-,-,Interesting,0,4,"[3, 4, 6, 1, 6, 6, 3, 3, 4, 4]","[35, 52, 18, 47, 18, 18, 21, 45, 44, 44]",342.0,34.2,"[35, 54, 16, 51, 24, 16, 23, 45, 48, 44]",0.6517,"[0.5, 0.4, 0.462, 1.0, 0.462, 0.462, 0.231, 1.0, 1.0, 1.0]","[0, 0, 7.0, 0, 7.0, 7.0, 10.0, 0, 0, 0]"
159,1,control,2020-02-23 19:47:09.2904,2020-02-23 19:52:01.786235,2020-02-23 19:55:18.134083,488,1,College degree,No,43,male,-,-,no,0,4,"[8, 9, 7, 9, 8, 6, 7, 6, 6, 9]","[44, 35, 45, 17, 44, 42, 21, 42, 42, 13]",345.0,34.5,"[36, 39, 37, 13, 40, 30, 13, 42, 44, 17]",0.4004,"[0.385, 0.385, 0.385, 0.462, 0.308, 0.385, 0.462, 0.385, 0.385, 0.462]","[5.0, 4.0, 6.0, 4.0, 5.0, 7.0, 6.0, 7.0, 7.0, 4.0]"
160,1,control,2020-02-23 19:05:21.250901,2020-02-23 19:08:20.342218,2020-02-23 19:10:46.62759,325,5,College degree,No,31,FEMALE,-,-,,2,4,"[1, 0, 0, 1, 2, 2, 6, 2, 3, 2]","[3, 0, 0, 47, 46, 46, 18, 46, 45, 46]",297.0,29.7,"[-13, -54, 26, 45, 58, 50, 14, 48, 51, 50]",0.6462,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.462, 1.0, 1.0, 1.0]","[4.476, 13.0, 4.615, 0, 0, 0, 7.0, 0, 0, 0]"
161,1,control,2020-02-23 19:04:31.016579,2020-02-23 19:09:22.290082,2020-02-23 19:12:51.516957,500,1,College degree,No,53,male,-,-,,0,4,"[5, 3, 3, 3, 3, 3, 3, 3, 1, 3]","[55, 21, 45, -3, 45, 21, 45, 21, 47, -3]",294.0,29.4,"[-39, 11, 41, 45, 39, 27, 41, 11, 45, 39]",0.6321,"[0.154, 0.559, 1.0, 0.503, 0.75, 0.231, 1.0, 0.563, 1.0, 0.561]","[8.0, 2.363, 0, 2.967, 0, 10.0, 0, 2.325, 0, 2.344]"
162,1,control,2020-02-23 19:09:38.149331,2020-02-23 19:12:39.49412,2020-02-23 19:15:41.188966,363,1,College degree,No,44,Male,-,-,This was a fun activity!,0,4,"[9, 6, 6, 6, 9, 6, 5, 9, 6, 9]","[21, 52, 38, 38, 21, 24, 43, 15, 30, 35]",317.0,31.7,"[21, 52, 38, 38, 21, 24, 43, 15, 30, 35]",0.268,"[0.308, 0.077, 0.077, 0.429, 0.308, 0.211, 0.333, 0.308, 0.229, 0.4]","[4.0, 7.0, 7.0, 0, 4.0, 3.473, 0, 4.0, 2.716, 0]"
163,1,control,2020-02-23 19:11:36.390947,2020-02-23 19:14:04.374363,2020-02-23 19:16:26.832227,290,1,College degree,Yes,37,male,-,-,,0,4,"[10, 10, 8, 10, 9, 7, 6, 6, 6, 6]","[32, 12, 48, 38, 41, 33, 42, 42, 18, 42]",348.0,34.8,"[32, 12, 44, 38, 41, 37, 50, 54, 24, 38]",0.5781,"[0.538, 0.615, 0.462, 0.538, 0.462, 0.462, 1.0, 0.385, 0.462, 0.857]","[3.0, 3.0, 5.0, 3.0, 4.0, 6.0, 0, 7.0, 7.0, 0]"
164,1,control,2020-02-23 19:10:26.734713,2020-02-23 19:13:02.192492,2020-02-23 19:16:32.399344,365,1,High school graduate,No,31,Male,-,-,,0,4,"[9, 4, 6, 6, 3, 4, 7, 5, 3, 6]","[17, 44, 38, 48, 41, 48, 49, 39, 53, 18]",395.0,39.5,"[17, 44, 38, 48, 39, 52, 53, 37, 51, 16]",0.2963,"[0.615, 0.263, 0.154, 0.223, 0.154, 0.154, 0.462, 0.399, 0.077, 0.462]","[4.0, 3.597, 7.0, 2.984, 3.494, 9.0, 6.0, 2.511, 10.0, 7.0]"
165,1,control,2020-02-23 19:09:55.415977,2020-02-23 19:13:34.08504,2020-02-23 19:16:52.336487,416,1,College degree,No,32,male,-,-,,0,4,"[10, 5, 6, 9, 4, 3, 4, 6, 11, 6]","[34, 53, 44, 21, 52, 45, 32, 16, 27, 42]",366.0,36.6,"[34, 53, 44, 21, 52, 45, 32, 16, 27, 42]",0.4209,"[0.455, 0.333, 0.211, 0.308, 0.4, 0.5, 0.265, 0.154, 0.583, 1.0]","[0, 0, 3.465, 4.0, 0, 0, 3.549, 7.0, 0, 0]"
166,1,control,2020-02-23 19:12:54.42417,2020-02-23 19:16:23.439113,2020-02-23 19:19:15.338398,380,1,College degree,No,40,Male,-,-,None,0,4,"[2, 3, 1, 3, 3, 3, 3, 3, 3, 3]","[46, 21, 47, 45, -3, 45, 21, 45, 21, 21]",309.0,30.9,"[56, 15, 51, 41, 27, 43, -63, 49, 17, 27]",0.4002,"[0.077, 0.503, 1.0, 1.0, 0.231, 0.077, 0.498, 0.154, 0.231, 0.231]","[11.0, 2.969, 0, 0, 10.0, 10.0, 3.028, 10.0, 10.0, 10.0]"
167,1,control,2020-02-23 19:14:50.955746,2020-02-23 19:17:22.541076,2020-02-23 19:20:00.896749,309,1,High school graduate,No,36,male,-,-,none,1,4,"[1, 2, 1, 1, 0, 1, 1, 1, 1, 1]","[3, 0, 3, 1, 0, 23, 47, 23, 23, 23]",146.0,14.6,"[23, 28, -41, -31, -24, 33, 53, 25, 19, 27]",0.18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.202, 1.0, 0.199, 0.197, 0.202]","[12.0, 4.409, 3.334, 12.0, 4.541, 3.947, 0, 4.032, 4.064, 3.958]"
168,1,control,2020-02-23 19:14:49.409499,2020-02-23 19:18:17.624981,2020-02-23 19:22:20.660378,451,1,High school graduate,No,36,female,-,-,"I hit the wrong key on the last one, but meant to to right, up, and right.",0,4,"[9, 10, 8, 7, 9, 10, 8, 9, 8, 8]","[43, 40, 22, 41, 21, 16, 40, 41, 52, 52]",368.0,36.8,"[35, 40, 22, 41, 21, 16, 40, 41, 52, 22]",0.4159,"[0.364, 0.385, 0.538, 0.333, 0.615, 0.615, 0.462, 0.308, 0.308, 0.231]","[2.0, 3.0, 5.0, 2.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0]"
169,1,control,2020-02-23 19:16:41.120575,2020-02-23 19:20:34.166932,2020-02-23 19:23:35.575892,414,3,High school graduate,No,33,Male,-,-,,0,4,"[10, 2, 6, 2, 9, 3, 4, 10, 9, 6]","[12, 46, 42, 46, 23, 45, 52, 42, 19, 42]",369.0,36.9,"[12, 48, 50, 54, 27, 51, 52, 42, 21, 32]",0.6959,"[0.538, 1.0, 1.0, 1.0, 0.692, 1.0, 0.267, 0.385, 0.692, 0.385]","[3.0, 0, 0, 0, 4.0, 0, 3.499, 3.0, 4.0, 7.0]"
